seqnames,start,end,width,strand,score,regulon_tf,bpnet_0.25_score
chr1,21622448,21622457,10,+,7.90664011789189,NKX2-1,0.003561219
chr1,21761321,21761330,10,-,7.87888100153692,NKX2-1,0.06269624
chr1,23122229,23122238,10,+,8.67840005549871,NKX2-1,0.056151442
chr1,23340284,23340293,10,+,8.14652280068455,NKX2-1,0.040563576
chr1,23367681,23367690,10,-,7.77882615625483,NKX2-1,0.024246758
chr1,23800779,23800788,10,-,8.22387726781702,NKX2-1,0.0054484713
chr1,24216291,24216300,10,+,8.14077161780827,NKX2-1,0.045195136
chr1,24746584,24746593,10,+,8.09099183131443,NKX2-1,0.042882282
chr1,24780105,24780114,10,+,8.14652280068455,NKX2-1,0.037376437
chr1,25103429,25103438,10,-,8.01176643803952,NKX2-1,0.015539009
chr1,25233392,25233401,10,-,8.61901425885257,NKX2-1,0.031368952
chr1,25478659,25478668,10,-,8.08713700403841,NKX2-1,0.019565381
chr1,25486896,25486905,10,+,8.22387726781702,NKX2-1,0.08481971
chr1,25822094,25822103,10,+,8.08713700403841,NKX2-1,0.0240597
chr1,25823306,25823315,10,+,7.90664011789189,NKX2-1,0.022768443
chr1,25842197,25842206,10,+,7.81949520489078,NKX2-1,0.053328816
chr1,25842258,25842267,10,-,8.13673235481591,NKX2-1,0.039735615
chr1,26391571,26391580,10,+,8.05936515102325,NKX2-1,0.007814165
chr1,26417112,26417121,10,+,7.74936591572221,NKX2-1,0.023320362
chr1,26725951,26725960,10,-,8.19611815146205,NKX2-1,0.01613938
chr1,26728807,26728816,10,-,7.84725432124575,NKX2-1,0.027537758
chr1,26960544,26960553,10,-,8.09085555632771,NKX2-1,0.0075916396
chr1,27044859,27044868,10,+,7.87888100153692,NKX2-1,0.018500965
chr1,27144448,27144457,10,+,8.19611815146205,NKX2-1,0.02486905
chr1,27279953,27279962,10,+,8.13673235481591,NKX2-1,0.06260834
chr1,27365682,27365691,10,+,8.01363736418196,NKX2-1,0.01824214
chr1,27451510,27451519,10,+,8.14652280068455,NKX2-1,0.012048059
chr1,27568382,27568391,10,+,7.95238064139338,NKX2-1,0.011729217
chr1,27817500,27817509,10,+,7.98201068389079,NKX2-1,0.05174472
chr1,27817575,27817584,10,+,7.95238064139338,NKX2-1,0.032875266
chr1,27934953,27934962,10,+,7.77882615625483,NKX2-1,0.007381033
chr1,28075350,28075359,10,+,8.64677337520754,NKX2-1,0.06752287
chr1,28078174,28078183,10,+,7.77882615625483,NKX2-1,0.042005207
chr1,28091013,28091022,10,-,7.95238064139338,NKX2-1,0.02783496
chr1,28643248,28643257,10,-,7.95425156753582,NKX2-1,0.015425081
chr1,28648901,28648910,10,+,8.70615917185368,NKX2-1,0.016999219
chr1,28670212,28670221,10,-,7.92462152503841,NKX2-1,-0.002966152
chr1,28882110,28882119,10,-,7.74719947596366,NKX2-1,0.013805015
chr1,28891493,28891502,10,+,8.01363736418196,NKX2-1,0.039380297
chr1,28961335,28961344,10,-,8.14652280068455,NKX2-1,0.077027686
chr1,29083789,29083798,10,+,8.11875094766939,NKX2-1,0.02467274
chr1,29197686,29197695,10,-,8.60103285170605,NKX2-1,0.057763174
chr1,29691566,29691575,10,+,8.08713700403841,NKX2-1,0.013928284
chr1,29691608,29691617,10,-,7.81949520489078,NKX2-1,0.04655047
chr1,30841149,30841158,10,-,7.74637654154324,NKX2-1,0.033954784
chr1,31185605,31185614,10,+,8.03160603466829,NKX2-1,0.023970215
chr1,31511512,31511521,10,+,8.05937788768344,NKX2-1,0.0300862
chr1,31605638,31605647,10,-,8.14077161780827,NKX2-1,0.024648154
chr1,31830642,31830651,10,+,8.05937788768344,NKX2-1,0.026327776
chr1,31962765,31962774,10,-,8.20015741445441,NKX2-1,0.035552338
chr1,31991367,31991376,10,+,8.04139648053693,NKX2-1,0.03969049
chr1,32029105,32029114,10,+,8.16449147117088,NKX2-1,0.0548921
chr1,32334189,32334198,10,+,8.14077161780827,NKX2-1,0.011295988
chr1,32496556,32496565,10,-,8.19611815146205,NKX2-1,0.039378107
chr1,32574766,32574775,10,-,7.74936591572221,NKX2-1,0.048306085
chr1,32600289,32600298,10,+,8.04511503282623,NKX2-1,0.084175035
chr1,32773730,32773739,10,+,8.01176643803952,NKX2-1,0.009007063
chr1,32936061,32936070,10,-,7.74637654154324,NKX2-1,0.040710233
chr1,33025147,33025156,10,+,7.95238064139338,NKX2-1,0.0046303123
chr1,33186333,33186342,10,-,8.01176643803952,NKX2-1,0.09977598
chr1,33472365,33472374,10,-,7.98572923618009,NKX2-1,0.04487001
chr1,33974481,33974490,10,-,8.14652280068455,NKX2-1,0.040742263
chr1,34781455,34781464,10,+,8.04139648053693,NKX2-1,0.0023026676
chr1,34786857,34786866,10,+,7.74719947596366,NKX2-1,0.019169295
chr1,35262122,35262131,10,-,7.92462152503841,NKX2-1,0.0026354347
chr1,35268554,35268563,10,-,8.05937788768344,NKX2-1,-0.0014984783
chr1,35269382,35269391,10,-,7.8065852726098,NKX2-1,0.038784742
chr1,35642176,35642185,10,+,7.95238064139338,NKX2-1,-0.0028280967
chr1,36017154,36017163,10,+,7.82300183056537,NKX2-1,0.10881773
chr1,36134286,36134295,10,+,8.70615917185368,NKX2-1,0.012681066
chr1,36149063,36149072,10,-,8.01363736418196,NKX2-1,0.023165302
chr1,36232687,36232696,10,-,8.01176643803952,NKX2-1,0.07372348
chr1,36280726,36280735,10,+,8.22387726781702,NKX2-1,0.03420989
chr1,36297197,36297206,10,-,8.60103285170605,NKX2-1,0.13553123
chr1,36487284,36487293,10,-,7.98572923618009,NKX2-1,0.03777591
chr1,36512192,36512201,10,-,7.84725432124575,NKX2-1,0.01031372
chr1,36924280,36924289,10,-,7.81949520489078,NKX2-1,0.009131361
chr1,36993200,36993209,10,+,7.95238064139338,NKX2-1,0.04110167
chr1,37038414,37038423,10,-,8.54164705505991,NKX2-1,0.050624896
chr1,37477829,37477838,10,+,7.84725432124575,NKX2-1,0.014659341
chr1,37495860,37495869,10,-,7.98400732168455,NKX2-1,0.029172719
chr1,37499208,37499217,10,-,8.60103285170605,NKX2-1,0.059123855
chr1,37595663,37595672,10,+,7.95797011982512,NKX2-1,0.013517516
chr1,37795709,37795718,10,-,7.87888100153692,NKX2-1,0.013781228
chr1,37809196,37809205,10,-,7.81949520489078,NKX2-1,0.030702034
chr1,38778089,38778098,10,+,7.74637654154324,NKX2-1,0.07218039
chr1,38778210,38778219,10,-,7.90664011789189,NKX2-1,0.030002808
chr1,38863113,38863122,10,+,8.05936515102325,NKX2-1,0.024786402
chr1,39076506,39076515,10,-,8.11875094766939,NKX2-1,0.046285983
chr1,39116112,39116121,10,-,8.22387726781702,NKX2-1,0.046678476
chr1,39201404,39201413,10,-,7.81949520489078,NKX2-1,0.01880906
chr1,39214208,39214217,10,-,8.13673235481591,NKX2-1,0.0040225727
chr1,39249103,39249112,10,+,8.01363736418196,NKX2-1,0.06336523
chr1,39268063,39268072,10,+,7.82300183056537,NKX2-1,0.005845429
chr1,39321092,39321101,10,+,8.16449147117088,NKX2-1,0.07025446
chr1,39410898,39410907,10,-,7.77882615625483,NKX2-1,0.028635163
chr1,39481601,39481610,10,+,8.04511503282623,NKX2-1,0.03631147
chr1,39662152,39662161,10,+,7.98400732168455,NKX2-1,0.037564907
chr1,39702071,39702080,10,-,8.03160603466829,NKX2-1,0.041471932
chr1,39800034,39800043,10,+,7.95425156753582,NKX2-1,0.022192892
chr1,39836257,39836266,10,+,8.08713700403841,NKX2-1,0.014170678
chr1,39892519,39892528,10,+,8.11876368432958,NKX2-1,0.0026514903
chr1,39947209,39947218,10,-,8.14077161780827,NKX2-1,0.05148503
chr1,40140277,40140286,10,+,7.92462152503841,NKX2-1,0.009449527
chr1,40141460,40141469,10,-,8.05937788768344,NKX2-1,0.022379214
chr1,40272598,40272607,10,-,8.19611815146205,NKX2-1,0.0548003
chr1,40697513,40697522,10,-,8.05937788768344,NKX2-1,0.014833623
chr1,40712725,40712734,10,-,7.84725432124575,NKX2-1,0.016688997
chr1,40855994,40856003,10,+,8.04139648053693,NKX2-1,0.03716919
chr1,41004393,41004402,10,-,8.64677337520754,NKX2-1,0.032651678
chr1,41273119,41273128,10,+,8.03160603466829,NKX2-1,0.025942316
chr1,41280841,41280850,10,+,8.09099183131443,NKX2-1,0.041300822
chr1,41372180,41372189,10,-,8.16449147117088,NKX2-1,0.055397127
chr1,41439904,41439913,10,-,7.76361603391923,NKX2-1,0.020199228
chr1,41821417,41821426,10,+,8.06309643997274,NKX2-1,0.025584005
chr1,41866729,41866738,10,+,8.05936515102325,NKX2-1,0.0062500024
chr1,41913135,41913144,10,-,7.74719947596366,NKX2-1,0.034506805
chr1,42163131,42163140,10,+,8.13673235481591,NKX2-1,0.003662939
chr1,42163343,42163352,10,-,8.04511503282623,NKX2-1,0.035586495
chr1,42181856,42181865,10,-,7.95238064139338,NKX2-1,0.015019454
chr1,42393754,42393763,10,-,8.01176643803952,NKX2-1,0.017450325
chr1,42779520,42779529,10,-,8.14077161780827,NKX2-1,0.04918975
chr1,42816820,42816829,10,-,7.74564736343291,NKX2-1,0.014424977
chr1,42841149,42841158,10,+,7.95797011982512,NKX2-1,0.063814476
chr1,42891644,42891653,10,-,7.87888100153692,NKX2-1,0.064132914
chr1,43064614,43064623,10,+,8.22387726781702,NKX2-1,0.031069022
chr1,43274566,43274575,10,+,8.64677337520754,NKX2-1,0.033754755
chr1,43274570,43274579,10,-,7.74936591572221,NKX2-1,0.025566908
chr1,43349905,43349914,10,+,8.01176643803952,NKX2-1,0.026566658
chr1,43546256,43546265,10,-,8.15024135297385,NKX2-1,0.033661854
chr1,43653863,43653872,10,-,8.08713700403841,NKX2-1,0.007194378
chr1,43675062,43675071,10,-,8.14077161780827,NKX2-1,0.048139423
chr1,44316287,44316296,10,+,8.09099183131443,NKX2-1,0.05335497
chr1,44601131,44601140,10,+,7.98201068389079,NKX2-1,0.036566336
chr1,44632000,44632009,10,-,7.90664011789189,NKX2-1,0.008625008
chr1,44694079,44694088,10,-,8.04511503282623,NKX2-1,0.123540826
chr1,44722304,44722313,10,+,7.8065852726098,NKX2-1,0.0072718095
chr1,44815294,44815303,10,+,8.05936515102325,NKX2-1,0.063393794
chr1,44815495,44815504,10,-,7.92462152503841,NKX2-1,0.013418874
chr1,44820035,44820044,10,+,7.74564736343291,NKX2-1,0.006890482
chr1,45348271,45348280,10,-,8.22387726781702,NKX2-1,0.046241377
chr1,45359985,45359994,10,+,8.01176643803952,NKX2-1,0.034098085
chr1,45482384,45482393,10,-,7.92462152503841,NKX2-1,0.0014315777
chr1,45554204,45554213,10,+,8.12248223661888,NKX2-1,0.0064685126
chr1,45590512,45590521,10,+,7.84725432124575,NKX2-1,0.0044842362
chr1,45594754,45594763,10,-,8.01176643803952,NKX2-1,0.022671103
chr1,45637735,45637744,10,+,8.30528373460203,NKX2-1,0.07186244
chr1,45652100,45652109,10,-,7.82300183056537,NKX2-1,0.049780793
chr1,45685814,45685823,10,+,7.82300183056537,NKX2-1,0.00014094716
chr1,45945677,45945686,10,+,7.82300183056537,NKX2-1,0.0223048
chr1,46052761,46052770,10,+,8.24589793795589,NKX2-1,0.05707907
chr1,46135273,46135282,10,+,8.64677337520754,NKX2-1,0.024459258
chr1,46135462,46135471,10,+,8.57327373535108,NKX2-1,0.04065627
chr1,46148625,46148634,10,+,7.74719947596366,NKX2-1,0.031453256
chr1,46285343,46285352,10,+,7.81949520489078,NKX2-1,0.014806151
chr1,46590005,46590014,10,+,7.98400732168455,NKX2-1,0.04392956
chr1,46616121,46616130,10,-,7.81949520489078,NKX2-1,0.0016927803
chr1,46617526,46617535,10,+,8.61901425885257,NKX2-1,0.0035296716
chr1,46629181,46629190,10,-,8.67840005549871,NKX2-1,0.0732379
chr1,46702844,46702853,10,+,8.54164705505991,NKX2-1,0.08709597
chr1,47246502,47246511,10,+,7.74637654154324,NKX2-1,0.03864783
chr1,47437628,47437637,10,+,7.95797011982512,NKX2-1,0.0025158073
chr1,47489236,47489245,10,-,7.74936591572221,NKX2-1,0.030529276
chr1,47942326,47942335,10,+,8.70615917185368,NKX2-1,0.040738534
chr1,48017010,48017019,10,-,8.22387726781702,NKX2-1,0.040998563
chr1,48110006,48110015,10,-,8.01735591647126,NKX2-1,0.03966979
chr1,48472245,48472254,10,+,7.84725432124575,NKX2-1,-0.0059175873
chr1,48662213,48662222,10,-,7.98201068389079,NKX2-1,0.031568356
chr1,48886306,48886315,10,-,8.01176643803952,NKX2-1,0.054891177
chr1,48886436,48886445,10,-,7.82300183056537,NKX2-1,0.031794444
chr1,48941414,48941423,10,+,7.74637654154324,NKX2-1,0.029590419
chr1,48941441,48941450,10,+,7.76361603391923,NKX2-1,0.018245662
chr1,48978921,48978930,10,+,7.74719947596366,NKX2-1,0.034073215
chr1,49349597,49349606,10,+,8.14652280068455,NKX2-1,0.031960744
chr1,49349505,49349514,10,-,8.04511503282623,NKX2-1,0.09533736
chr1,50644944,50644953,10,-,8.64677337520754,NKX2-1,0.04880322
chr1,50667023,50667032,10,-,8.22387726781702,NKX2-1,0.07416802
chr1,51092177,51092186,10,+,7.74564736343291,NKX2-1,0.016368004
chr1,51296984,51296993,10,-,8.01735591647126,NKX2-1,0.080150604
chr1,51297263,51297272,10,-,7.95238064139338,NKX2-1,-0.0018036495
chr1,51467204,51467213,10,+,8.05936515102325,NKX2-1,0.029065087
chr1,51506721,51506730,10,-,7.90664011789189,NKX2-1,0.03433299
chr1,51622694,51622703,10,-,8.20015741445441,NKX2-1,0.07539639
chr1,51668796,51668805,10,-,8.60103285170605,NKX2-1,0.05673374
chr1,52192229,52192238,10,-,8.16449147117088,NKX2-1,0.08229907
chr1,53530441,53530450,10,+,8.61901425885257,NKX2-1,0.02475695
chr1,54060044,54060053,10,+,8.12248223661888,NKX2-1,0.0104799485
chr1,54093770,54093779,10,-,7.81949520489078,NKX2-1,0.055342026
chr1,54219507,54219516,10,-,7.81949520489078,NKX2-1,0.005566798
chr1,54345569,54345578,10,-,8.01176643803952,NKX2-1,0.03600293
chr1,54348036,54348045,10,+,7.87888100153692,NKX2-1,0.033895526
chr1,54360374,54360383,10,+,7.98201068389079,NKX2-1,0.059808366
chr1,54716227,54716236,10,+,8.11876368432958,NKX2-1,0.025348434
chr1,54765349,54765358,10,-,7.74564736343291,NKX2-1,0.018479997
chr1,54854539,54854548,10,+,7.98201068389079,NKX2-1,0.04596179
chr1,54949555,54949564,10,+,8.11875094766939,NKX2-1,0.019792477
chr1,55155862,55155871,10,+,8.22387726781702,NKX2-1,0.038485363
chr1,55196562,55196571,10,-,8.22387726781702,NKX2-1,0.05094182
chr1,55593614,55593623,10,-,8.60103285170605,NKX2-1,0.10102087
chr1,55857882,55857891,10,+,8.67840005549871,NKX2-1,0.04495702
chr1,56041188,56041197,10,-,7.74936591572221,NKX2-1,0.053627744
chr1,56043434,56043443,10,-,8.04511503282623,NKX2-1,0.060639344
chr1,56149368,56149377,10,-,8.05936515102325,NKX2-1,0.044252418
chr1,56235494,56235503,10,-,8.54164705505991,NKX2-1,0.08309283
chr1,56398184,56398193,10,-,8.24589793795589,NKX2-1,0.027688526
chr1,56545953,56545962,10,+,7.84725432124575,NKX2-1,0.030237008
chr1,56578288,56578297,10,+,8.54164705505991,NKX2-1,0.009564219
chr1,56786706,56786715,10,-,7.98201068389079,NKX2-1,0.040469676
chr1,56821399,56821408,10,-,7.74637654154324,NKX2-1,0.006134899
chr1,56986163,56986172,10,-,8.70615917185368,NKX2-1,0.041155454
chr1,57291159,57291168,10,-,8.16449147117088,NKX2-1,0.04108355
chr1,57369831,57369840,10,-,7.74564736343291,NKX2-1,0.040732075
chr1,58143011,58143020,10,-,7.84725432124575,NKX2-1,0.0263666
chr1,58183139,58183148,10,-,8.05937788768344,NKX2-1,0.040580608
chr1,58386428,58386437,10,+,8.70615917185368,NKX2-1,0.060725257
chr1,58547175,58547184,10,-,8.20015741445441,NKX2-1,0.02802983
chr1,58547273,58547282,10,-,8.11875094766939,NKX2-1,0.036063157
chr1,58668134,58668143,10,+,7.82300183056537,NKX2-1,0.071992345
chr1,58776066,58776075,10,+,8.22387726781702,NKX2-1,0.016380297
chr1,58857637,58857646,10,+,7.76361603391923,NKX2-1,0.033874206
chr1,58976310,58976319,10,-,8.13673235481591,NKX2-1,0.016961979
chr1,59242475,59242484,10,+,7.92462152503841,NKX2-1,0.0076793632
chr1,59326174,59326183,10,+,8.14652280068455,NKX2-1,0.047248054
chr1,59486219,59486228,10,+,8.30528373460203,NKX2-1,0.021206884
chr1,59486350,59486359,10,-,8.04139648053693,NKX2-1,0.08258124
chr1,59596184,59596193,10,-,7.82300183056537,NKX2-1,0.004861401
chr1,59719266,59719275,10,-,7.82300183056537,NKX2-1,0.03429359
chr1,59784192,59784201,10,+,8.22387726781702,NKX2-1,0.022859184
chr1,59893347,59893356,10,+,8.19611815146205,NKX2-1,0.04454745
chr1,60428625,60428634,10,+,8.09099183131443,NKX2-1,0.011143381
chr1,60589395,60589404,10,+,7.74936591572221,NKX2-1,0.0370688
chr1,60703204,60703213,10,-,7.8065852726098,NKX2-1,0.072607085
chr1,60951811,60951820,10,-,8.51388793870494,NKX2-1,0.033013422
chr1,60978522,60978531,10,+,8.03160603466829,NKX2-1,0.03232699
chr1,61184495,61184504,10,+,8.15024135297385,NKX2-1,0.034138627
chr1,61224830,61224839,10,+,7.74637654154324,NKX2-1,0.09830593
chr1,61224834,61224843,10,-,8.67840005549871,NKX2-1,0.08522795
chr1,61241296,61241305,10,-,7.74637654154324,NKX2-1,0.010534409
chr1,61242008,61242017,10,-,7.87888100153692,NKX2-1,0.036842167
chr1,61538232,61538241,10,+,7.84725432124575,NKX2-1,0.06581965
chr1,61709180,61709189,10,+,7.82300183056537,NKX2-1,0.050820515
chr1,61725368,61725377,10,-,8.16449147117088,NKX2-1,0.015114318
chr1,62802359,62802368,10,-,8.54164705505991,NKX2-1,0.042826626
chr1,63155959,63155968,10,-,7.74936591572221,NKX2-1,0.07100428
chr1,63156003,63156012,10,-,7.84725432124575,NKX2-1,0.027773695
chr1,63376469,63376478,10,+,7.74637654154324,NKX2-1,0.009882724
chr1,63610214,63610223,10,+,8.03160603466829,NKX2-1,0.028129429
chr1,64052079,64052088,10,-,8.15024135297385,NKX2-1,0.06419589
chr1,64084426,64084435,10,+,7.74637654154324,NKX2-1,0.01913955
chr1,64084064,64084073,10,-,7.74936591572221,NKX2-1,0.029352158
chr1,65764153,65764162,10,-,7.84725432124575,NKX2-1,0.02662982
chr1,66340204,66340213,10,-,8.12248223661888,NKX2-1,0.0725071
chr1,66468894,66468903,10,+,8.24589793795589,NKX2-1,0.07751676
chr1,66542829,66542838,10,+,8.14077161780827,NKX2-1,0.04838786
chr1,66542893,66542902,10,-,8.14652280068455,NKX2-1,0.035896
chr1,66657531,66657540,10,-,7.74719947596366,NKX2-1,0.075473815
chr1,66704088,66704097,10,+,8.16449147117088,NKX2-1,0.07076607
chr1,66930020,66930029,10,-,7.81949520489078,NKX2-1,0.005876063
chr1,66954940,66954949,10,-,7.74936591572221,NKX2-1,0.0045223422
chr1,67143575,67143584,10,-,7.95238064139338,NKX2-1,0.037321668
chr1,67389836,67389845,10,-,8.01735591647126,NKX2-1,0.06468486
chr1,67415007,67415016,10,-,8.22387726781702,NKX2-1,0.046230827
chr1,67430918,67430927,10,-,7.81949520489078,NKX2-1,0.00597503
chr1,67754843,67754852,10,+,7.84725432124575,NKX2-1,0.053602926
chr1,67814748,67814757,10,+,7.74936591572221,NKX2-1,0.046345413
chr1,67827872,67827881,10,+,8.30528373460203,NKX2-1,0.08704626
chr1,67883193,67883202,10,-,8.05936515102325,NKX2-1,0.016983924
chr1,68358166,68358175,10,+,8.15024135297385,NKX2-1,0.059108637
chr1,68384649,68384658,10,+,7.74719947596366,NKX2-1,0.025883626
chr1,68384438,68384447,10,-,7.74637654154324,NKX2-1,0.070518374
chr1,68456845,68456854,10,+,8.11876368432958,NKX2-1,0.052304048
chr1,68931661,68931670,10,-,8.14652280068455,NKX2-1,0.036390364
chr1,69426650,69426659,10,-,8.70615917185368,NKX2-1,0.09773562
chr1,69444640,69444649,10,+,8.61901425885257,NKX2-1,0.02264887
chr1,69568564,69568573,10,+,8.30528373460203,NKX2-1,-0.0008369647
chr1,69638481,69638490,10,+,8.22387726781702,NKX2-1,0.053632315
chr1,69993767,69993776,10,-,7.74564736343291,NKX2-1,0.0046497383
chr1,70141032,70141041,10,+,8.24589793795589,NKX2-1,0.06608081
chr1,70141063,70141072,10,-,8.01363736418196,NKX2-1,0.052555703
chr1,70354975,70354984,10,+,8.19611815146205,NKX2-1,0.0065613743
chr1,70656715,70656724,10,-,8.05936515102325,NKX2-1,0.02371121
chr1,70806634,70806643,10,-,7.98400732168455,NKX2-1,0.05998053
chr1,71648603,71648612,10,+,8.14652280068455,NKX2-1,0.039928813
