seqnames,start,end,width,strand,score,regulon_tf,bpnet_0.25_score
chr1,33392439,33392448,10,+,9.59527878678883,GATA6,0.05134196
chr1,33742015,33742024,10,-,9.09400899905463,GATA6,0.072460935
chr1,33974744,33974753,10,-,9.32711161201878,GATA6,0.023401672
chr1,35634275,35634284,10,-,9.27961936607297,GATA6,0.041495755
chr1,36172720,36172729,10,+,9.41096640654485,GATA6,0.01965764
chr1,36217308,36217317,10,-,8.78741179178153,GATA6,0.031084903
chr1,36224564,36224573,10,+,9.35168349292012,GATA6,0.01300469
chr1,36564501,36564510,10,-,9.03459360474247,GATA6,0.019805629
chr1,36579596,36579605,10,-,9.26782869839405,GATA6,0.030496098
chr1,37690780,37690789,10,+,9.20187258426822,GATA6,0.02886317
chr1,37999671,37999680,10,+,8.96863749061663,GATA6,0.0150414985
chr1,38142745,38142754,10,+,8.9042321762427,GATA6,0.038296893
chr1,38309055,38309064,10,+,9.53729385993846,GATA6,0.025457097
chr1,38773151,38773160,10,+,9.41096640654485,GATA6,0.05105209
chr1,38860483,38860492,10,+,9.27832137929861,GATA6,0.026147272
chr1,38950988,38950997,10,-,8.85673993029688,GATA6,0.026754813
chr1,39089826,39089835,10,+,8.86077390540304,GATA6,0.048346672
chr1,39168100,39168109,10,-,8.85673993029688,GATA6,0.054205056
chr1,39179113,39179122,10,+,9.26782869839405,GATA6,0.012698192
chr1,39201319,39201328,10,+,9.53729385993846,GATA6,0.018347027
chr1,39214187,39214196,10,+,9.33760429292334,GATA6,0.007837638
chr1,39219506,39219515,10,+,9.20625725245145,GATA6,0.034544922
chr1,39252904,39252913,10,+,9.27961936607297,GATA6,0.0155642815
chr1,39276455,39276464,10,+,9.35168349292012,GATA6,0.03486663
chr1,39276533,39276542,10,+,9.1957645715469,GATA6,0.016521243
chr1,39276381,39276390,10,-,9.26782869839405,GATA6,0.057590205
chr1,39276419,39276428,10,-,9.35168349292012,GATA6,0.050693225
chr1,39339973,39339982,10,+,8.91787217591979,GATA6,0.028574448
chr1,39539552,39539561,10,-,9.04508628564702,GATA6,0.024069356
chr1,39730913,39730922,10,-,8.9042321762427,GATA6,0.02351187
chr1,39827322,39827331,10,-,8.77288513577081,GATA6,0.034757964
chr1,39827327,39827336,10,-,9.26782869839405,GATA6,0.03633563
chr1,39830261,39830270,10,+,9.20187258426822,GATA6,0.041315284
chr1,40059595,40059604,10,-,9.66864090041034,GATA6,0.042502396
chr1,40142283,40142292,10,-,9.27961936607297,GATA6,0.059217274
chr1,40167654,40167663,10,+,9.03459360474247,GATA6,0.017108293
chr1,40774633,40774642,10,+,9.46393174631694,GATA6,0.0052120984
chr1,40774484,40774493,10,-,8.83827606211687,GATA6,0.023537975
chr1,41004428,41004437,10,+,8.78337781667537,GATA6,0.007151696
chr1,41050962,41050971,10,-,9.53729385993846,GATA6,0.023145637
chr1,41072497,41072506,10,-,9.46393174631694,GATA6,0.021384958
chr1,41109789,41109798,10,+,8.91472485714725,GATA6,0.01449211
chr1,41118859,41118868,10,-,8.91787217591979,GATA6,0.03769136
chr1,41151230,41151239,10,-,9.35168349292012,GATA6,0.04433368
chr1,41201199,41201208,10,+,9.35168349292012,GATA6,0.015703795
chr1,41200902,41200911,10,-,9.66864090041034,GATA6,0.050136387
chr1,41215557,41215566,10,+,9.59527878678883,GATA6,0.018195733
chr1,41238049,41238058,10,-,9.41096640654485,GATA6,0.007408353
chr1,41268527,41268536,10,+,9.1957645715469,GATA6,0.011389173
chr1,41475972,41475981,10,+,9.27832137929861,GATA6,0.013536141
chr1,41514573,41514582,10,+,9.58478610588427,GATA6,0.04180666
chr1,41823447,41823456,10,-,9.59527878678883,GATA6,0.035576522
chr1,41916937,41916946,10,-,8.83401738139372,GATA6,0.027587403
chr1,42152119,42152128,10,-,9.45343906541239,GATA6,0.04362387
chr1,42177890,42177899,10,-,8.91472485714725,GATA6,0.020069862
chr1,42264156,42264165,10,-,9.35168349292012,GATA6,0.02587469
chr1,42429091,42429100,10,-,9.11844839926854,GATA6,0.017907813
chr1,42835569,42835578,10,+,9.32711161201878,GATA6,0.02695188
chr1,42965532,42965541,10,+,9.02064688543312,GATA6,0.07623173
chr1,42996720,42996729,10,-,9.41096640654485,GATA6,0.06804164
chr1,43074010,43074019,10,+,9.26115549789295,GATA6,0.0034787897
chr1,43370751,43370760,10,+,8.84451006229827,GATA6,0.036111254
chr1,43464842,43464851,10,-,9.53729385993846,GATA6,0.03740233
chr1,43548633,43548642,10,+,9.32711161201878,GATA6,0.01102448
chr1,44048448,44048457,10,-,9.27832137929861,GATA6,0.010924038
chr1,44323255,44323264,10,-,9.53729385993846,GATA6,0.020005804
chr1,44328883,44328892,10,+,8.78337781667537,GATA6,0.02642734
chr1,44424002,44424011,10,+,9.27832137929861,GATA6,0.022460775
chr1,44612332,44612341,10,-,9.11844839926854,GATA6,0.046462193
chr1,44633138,44633147,10,+,8.85673993029688,GATA6,0.018931704
chr1,45173634,45173643,10,+,8.83827606211687,GATA6,0.005747368
chr1,45446549,45446558,10,-,9.45343906541239,GATA6,0.028074287
chr1,45590899,45590908,10,-,8.78741179178153,GATA6,0.051321797
chr1,45650048,45650057,10,-,8.85673993029688,GATA6,0.038695242
chr1,45667510,45667519,10,+,9.45343906541239,GATA6,0.029197285
chr1,45842039,45842048,10,-,9.32711161201878,GATA6,0.031338274
chr1,45844055,45844064,10,+,9.20187258426822,GATA6,0.024198294
chr1,45843680,45843689,10,-,9.03459360474247,GATA6,0.013823709
chr1,45884714,45884723,10,+,9.35168349292012,GATA6,0.019513318
chr1,45924933,45924942,10,+,8.94419809040273,GATA6,0.056754738
chr1,46053939,46053948,10,-,9.66864090041034,GATA6,0.03875346
chr1,46284957,46284966,10,-,8.9042321762427,GATA6,0.019003706
chr1,46477776,46477785,10,+,9.41096640654485,GATA6,0.010904011
chr1,46612150,46612159,10,-,9.45343906541239,GATA6,0.037010893
chr1,46617125,46617134,10,-,8.71096299675114,GATA6,0.039247774
chr1,46617450,46617459,10,+,9.46393174631694,GATA6,0.013285046
chr1,46704935,46704944,10,-,8.77288513577081,GATA6,0.030984687
chr1,46719790,46719799,10,+,9.59527878678883,GATA6,0.02032142
chr1,47013484,47013493,10,-,9.51882999175844,GATA6,0.025458168
chr1,47380917,47380926,10,-,8.83401738139372,GATA6,0.032882676
chr1,47508074,47508083,10,+,9.51882999175844,GATA6,0.031487573
chr1,47555292,47555301,10,+,8.84451006229827,GATA6,0.008221641
chr1,47555469,47555478,10,+,8.94419809040273,GATA6,0.0308094
chr1,48043909,48043918,10,+,9.35168349292012,GATA6,0.030623866
chr1,48078582,48078591,10,+,9.27832137929861,GATA6,0.022624904
chr1,48236981,48236990,10,+,9.41096640654485,GATA6,0.032149393
chr1,48636673,48636682,10,+,9.58478610588427,GATA6,0.024394339
chr1,48836790,48836799,10,-,9.20625725245145,GATA6,0.051348668
chr1,49012487,49012496,10,-,9.26782869839405,GATA6,0.039028313
chr1,49051789,49051798,10,+,9.53729385993846,GATA6,0.040159278
chr1,49051915,49051924,10,+,8.83827606211687,GATA6,0.011499643
chr1,49205123,49205132,10,+,9.46393174631694,GATA6,0.020551808
chr1,49246576,49246585,10,+,9.35168349292012,GATA6,0.039160926
chr1,50127128,50127137,10,-,9.20625725245145,GATA6,0.05967329
chr1,50434088,50434097,10,+,9.03459360474247,GATA6,0.026299454
chr1,50463032,50463041,10,-,8.98808697076877,GATA6,0.04355868
chr1,50633589,50633598,10,+,8.7865251354479,GATA6,0.028510535
chr1,50959196,50959205,10,+,9.66864090041034,GATA6,0.021718878
chr1,51284669,51284678,10,-,9.27961936607297,GATA6,0.049345683
chr1,51568505,51568514,10,+,9.33760429292334,GATA6,0.04095149
chr1,51795281,51795290,10,+,9.11844839926854,GATA6,0.015863268
chr1,51841234,51841243,10,+,9.59527878678883,GATA6,0.052303888
chr1,51987384,51987393,10,+,8.86077390540304,GATA6,0.0407905
chr1,52207039,52207048,10,+,8.7865251354479,GATA6,0.03305532
chr1,52509439,52509448,10,-,9.32711161201878,GATA6,0.05743325
chr1,52662966,52662975,10,+,9.20625725245145,GATA6,0.0178474
chr1,52881206,52881215,10,-,9.1957645715469,GATA6,0.028366866
chr1,52940582,52940591,10,+,9.66864090041034,GATA6,0.057528105
chr1,53032617,53032626,10,-,9.46393174631694,GATA6,0.039700877
chr1,53053170,53053179,10,-,9.38748295128656,GATA6,0.020097252
chr1,53325037,53325046,10,-,9.20625725245145,GATA6,0.04398076
chr1,53530119,53530128,10,+,9.26115549789295,GATA6,0.056112815
chr1,54029202,54029211,10,-,9.45343906541239,GATA6,0.049197488
chr1,54077593,54077602,10,+,9.1957645715469,GATA6,0.03853806
chr1,54214839,54214848,10,-,9.46393174631694,GATA6,0.053269632
chr1,54215304,54215313,10,+,9.41096640654485,GATA6,0.017168388
chr1,54229571,54229580,10,-,9.46393174631694,GATA6,0.030707045
chr1,54298491,54298500,10,+,8.98808697076877,GATA6,0.03808762
chr1,54300122,54300131,10,-,9.02064688543312,GATA6,0.036819752
chr1,54371985,54371994,10,-,9.41096640654485,GATA6,0.012304447
chr1,54385780,54385789,10,-,9.41096640654485,GATA6,0.009045106
chr1,54406827,54406836,10,+,9.33760429292334,GATA6,0.012565087
chr1,54406876,54406885,10,+,9.12980845742107,GATA6,0.031657692
chr1,54409557,54409566,10,-,9.20625725245145,GATA6,0.032414462
chr1,54409590,54409599,10,-,8.77691911087697,GATA6,0.042664208
chr1,54854484,54854493,10,+,9.41096640654485,GATA6,0.023976393
chr1,55107214,55107223,10,-,8.77288513577081,GATA6,0.045273222
chr1,55338462,55338471,10,+,8.83401738139372,GATA6,0.017057113
chr1,55429348,55429357,10,+,8.78741179178153,GATA6,0.034702197
chr1,55639271,55639280,10,+,9.66864090041034,GATA6,0.04082142
chr1,55639118,55639127,10,-,8.91472485714725,GATA6,0.029591491
chr1,55694503,55694512,10,+,8.9042321762427,GATA6,0.038209885
chr1,55747439,55747448,10,-,9.09400899905463,GATA6,0.026232492
chr1,55877565,55877574,10,-,8.78337781667537,GATA6,-0.00260182
chr1,55889642,55889651,10,+,8.85673993029688,GATA6,0.022599904
chr1,56029853,56029862,10,+,9.26782869839405,GATA6,0.053652592
chr1,56029858,56029867,10,+,8.77288513577081,GATA6,0.03702105
chr1,56040943,56040952,10,+,8.9042321762427,GATA6,0.0166582
chr1,56146351,56146360,10,+,8.91787217591979,GATA6,0.008418559
chr1,56372830,56372839,10,+,8.78337781667537,GATA6,0.012551012
chr1,56398073,56398082,10,+,9.35168349292012,GATA6,0.04363618
chr1,56398133,56398142,10,+,9.11844839926854,GATA6,0.036311246
chr1,56713260,56713269,10,-,8.83827606211687,GATA6,0.036844652
chr1,56744627,56744636,10,+,8.7865251354479,GATA6,0.018509582
chr1,56787671,56787680,10,-,9.41096640654485,GATA6,0.03135622
chr1,57044558,57044567,10,+,9.27961936607297,GATA6,0.028085934
chr1,57091722,57091731,10,+,8.91787217591979,GATA6,0.036911864
chr1,58033374,58033383,10,-,8.83401738139372,GATA6,0.06497622
chr1,58854626,58854635,10,-,8.9042321762427,GATA6,0.059449513
chr1,58858588,58858597,10,+,8.76806126726789,GATA6,0.056530263
chr1,58910336,58910345,10,-,8.86077390540304,GATA6,0.03907387
chr1,59025841,59025850,10,+,8.78337781667537,GATA6,0.014000907
chr1,59052285,59052294,10,-,8.83401738139372,GATA6,0.048508663
chr1,59242712,59242721,10,-,9.51882999175844,GATA6,0.02777256
chr1,59452183,59452192,10,+,9.53729385993846,GATA6,0.029488226
chr1,59892399,59892408,10,+,9.02064688543312,GATA6,0.051728386
chr1,59921573,59921582,10,+,8.94419809040273,GATA6,0.026922133
chr1,59921881,59921890,10,+,9.53729385993846,GATA6,0.023105856
chr1,60075711,60075720,10,+,9.11844839926854,GATA6,0.022399362
chr1,60589740,60589749,10,+,9.46393174631694,GATA6,0.008638449
chr1,61012361,61012370,10,+,9.41096640654485,GATA6,0.020975525
chr1,61114693,61114702,10,+,9.35168349292012,GATA6,0.026886761
chr1,61496814,61496823,10,+,9.11844839926854,GATA6,0.023609277
chr1,61569055,61569064,10,-,9.66864090041034,GATA6,0.042410165
chr1,61709156,61709165,10,+,9.1957645715469,GATA6,0.02638853
chr1,61744026,61744035,10,+,8.83827606211687,GATA6,0.031076172
chr1,61743923,61743932,10,-,8.84451006229827,GATA6,0.022823706
chr1,61874800,61874809,10,-,9.59527878678883,GATA6,0.04597282
chr1,62342166,62342175,10,+,9.01015420452856,GATA6,0.034357753
chr1,62386938,62386947,10,-,9.35168349292012,GATA6,0.010693484
chr1,62707568,62707577,10,-,9.27961936607297,GATA6,0.035144575
chr1,62760540,62760549,10,+,8.73041247690328,GATA6,0.057208724
chr1,63155953,63155962,10,+,9.45343906541239,GATA6,0.022547454
chr1,63190244,63190253,10,+,8.98808697076877,GATA6,0.025426269
chr1,63264139,63264148,10,+,9.51882999175844,GATA6,0.0177059
chr1,63362102,63362111,10,-,8.98808697076877,GATA6,0.02799027
chr1,63376275,63376284,10,-,8.86077390540304,GATA6,0.052700683
chr1,63403429,63403438,10,-,9.02064688543312,GATA6,0.036822423
chr1,63788097,63788106,10,+,9.32711161201878,GATA6,0.024823446
chr1,63788858,63788867,10,+,9.33760429292334,GATA6,0.023758141
chr1,63864134,63864143,10,-,9.53729385993846,GATA6,0.02076737
chr1,63920568,63920577,10,+,9.27832137929861,GATA6,0.037647817
chr1,63928571,63928580,10,-,8.78337781667537,GATA6,0.018138245
chr1,63966114,63966123,10,+,9.35168349292012,GATA6,0.025218483
chr1,63980981,63980990,10,-,9.66864090041034,GATA6,0.025534773
chr1,64006993,64007002,10,+,8.7865251354479,GATA6,0.030357301
chr1,64172207,64172216,10,+,8.91472485714725,GATA6,0.049860407
chr1,64453845,64453854,10,-,9.35168349292012,GATA6,0.020746369
chr1,64474661,64474670,10,-,9.46393174631694,GATA6,0.060793325
chr1,65469454,65469463,10,-,9.26115549789295,GATA6,0.026504813
chr1,65764296,65764305,10,+,9.45343906541239,GATA6,0.031610772
chr1,65921437,65921446,10,-,9.27961936607297,GATA6,0.020041134
chr1,66331832,66331841,10,+,8.83827606211687,GATA6,0.0191407
chr1,66450436,66450445,10,+,9.66864090041034,GATA6,0.037260268
chr1,66625964,66625973,10,+,8.77288513577081,GATA6,0.014205253
chr1,66684435,66684444,10,+,8.78741179178153,GATA6,0.035345525
chr1,66955042,66955051,10,+,9.66864090041034,GATA6,0.043276932
chr1,67065508,67065517,10,-,8.77288513577081,GATA6,0.0115309805
chr1,67428961,67428970,10,+,9.46393174631694,GATA6,0.04146715
chr1,67449554,67449563,10,+,8.77691911087697,GATA6,0.016483827
chr1,67571767,67571776,10,+,8.73041247690328,GATA6,0.023105169
chr1,67579772,67579781,10,+,8.85673993029688,GATA6,0.017428368
chr1,67765427,67765436,10,-,9.04508628564702,GATA6,0.036474563
chr1,67771340,67771349,10,-,9.66864090041034,GATA6,0.03581411
chr1,67812381,67812390,10,-,9.41096640654485,GATA6,0.013632216
chr1,67812562,67812571,10,-,9.46393174631694,GATA6,0.04252214
chr1,67812658,67812667,10,-,9.20625725245145,GATA6,0.04298941
chr1,67880147,67880156,10,+,9.66864090041034,GATA6,0.03363364
chr1,68276575,68276584,10,+,8.84451006229827,GATA6,0.036022257
chr1,68292155,68292164,10,-,9.04508628564702,GATA6,0.038411383
chr1,68947469,68947478,10,-,9.11844839926854,GATA6,0.062103946
chr1,68955163,68955172,10,-,9.58478610588427,GATA6,0.034149785
chr1,69059417,69059426,10,+,8.78337781667537,GATA6,0.01820654
chr1,69345669,69345678,10,+,9.11844839926854,GATA6,0.018901965
chr1,69375920,69375929,10,+,8.71096299675114,GATA6,0.051748395
chr1,69708075,69708084,10,+,9.26115549789295,GATA6,0.05028289
chr1,70141141,70141150,10,-,9.04508628564702,GATA6,0.05845936
chr1,70235058,70235067,10,-,9.35168349292012,GATA6,0.03310836
chr1,70495828,70495837,10,+,9.26115549789295,GATA6,0.03688778
chr1,70496232,70496241,10,-,9.46393174631694,GATA6,0.017658267
chr1,70752161,70752170,10,+,9.53729385993846,GATA6,0.017567607
chr1,70751903,70751912,10,-,9.01015420452856,GATA6,0.024498211
chr1,71565711,71565720,10,-,9.46393174631694,GATA6,0.015684094
chr1,72000912,72000921,10,-,9.41096640654485,GATA6,0.033532456
chr1,72000965,72000974,10,-,9.11844839926854,GATA6,0.030959804
chr1,72579879,72579888,10,-,8.98808697076877,GATA6,0.03140088
chr1,74071625,74071634,10,-,9.45343906541239,GATA6,0.034105122
chr1,74432208,74432217,10,+,8.91787217591979,GATA6,0.042784788
chr1,74730309,74730318,10,+,9.46393174631694,GATA6,0.019827792
chr1,76143970,76143979,10,+,9.66864090041034,GATA6,0.05130812
chr1,76386743,76386752,10,+,8.71316302182639,GATA6,0.044662163
chr1,76430688,76430697,10,+,9.35168349292012,GATA6,0.04925465
chr1,76489006,76489015,10,+,8.84451006229827,GATA6,0.018748702
chr1,76748678,76748687,10,-,9.66864090041034,GATA6,0.025509965
chr1,76751790,76751799,10,-,9.26782869839405,GATA6,0.05049895
chr1,77669258,77669267,10,+,9.27832137929861,GATA6,0.013171662
chr1,77900763,77900772,10,+,9.35168349292012,GATA6,0.018754706
chr1,78383758,78383767,10,-,8.71316302182639,GATA6,0.017759448
chr1,78676364,78676373,10,-,9.35168349292012,GATA6,0.03735425
chr1,78885369,78885378,10,+,8.78337781667537,GATA6,0.00867467
chr1,78984172,78984181,10,+,8.85673993029688,GATA6,0.0040326775
chr1,79017610,79017619,10,+,8.9042321762427,GATA6,0.010159422
chr1,79222776,79222785,10,-,9.53729385993846,GATA6,0.023255654
chr1,79896069,79896078,10,-,9.32711161201878,GATA6,0.04692392
chr1,80392105,80392114,10,+,9.35168349292012,GATA6,0.03498669
chr1,80646236,80646245,10,-,9.58478610588427,GATA6,0.0567594
chr1,81199009,81199018,10,+,8.71096299675114,GATA6,0.077073365
chr1,81306065,81306074,10,+,9.26782869839405,GATA6,0.041064292
chr1,81391146,81391155,10,+,9.32711161201878,GATA6,0.036812525
chr1,81479552,81479561,10,-,9.20625725245145,GATA6,0.031219648
chr1,81483479,81483488,10,+,9.58478610588427,GATA6,0.011374075
chr1,81483308,81483317,10,-,9.27832137929861,GATA6,0.039892823
chr1,81977860,81977869,10,+,8.83827606211687,GATA6,0.01659051
chr1,82064818,82064827,10,+,8.77691911087697,GATA6,0.02033776
chr1,82064925,82064934,10,+,9.27832137929861,GATA6,0.0030406672
chr1,82484885,82484894,10,-,8.73041247690328,GATA6,0.022049723
chr1,82686950,82686959,10,+,8.77691911087697,GATA6,0.0337627
chr1,82872602,82872611,10,+,9.03459360474247,GATA6,0.027340496
chr1,83567928,83567937,10,+,9.46393174631694,GATA6,0.024214376
chr1,83810015,83810024,10,+,9.1957645715469,GATA6,0.013259778
chr1,84021199,84021208,10,+,9.66864090041034,GATA6,0.03512749
chr1,84422739,84422748,10,-,9.59527878678883,GATA6,0.02509229
chr1,84833718,84833727,10,+,9.41096640654485,GATA6,0.027965615
chr1,84843971,84843980,10,+,9.27961936607297,GATA6,0.017312156
chr1,84899987,84899996,10,-,9.20187258426822,GATA6,0.029672729
