,0,1,2,3,4,5,WT,negative_control,test
80,chr1,40272597,40272607,Nkx2.1.Homeobox_182,.,-,3.0726013,3.137785,3.0871677
81,chr1,40697512,40697522,Nkx2.1.Homeobox_182,.,-,3.1368618,3.3443685,3.1510265
82,chr1,40855993,40856003,Nkx2.1.Homeobox_182,.,+,2.64528,3.2452474,2.6299534
83,chr1,41004392,41004402,Nkx2.1.Homeobox_182,.,-,3.4842849,3.379343,3.550733
84,chr1,41273118,41273128,Nkx2.1.Homeobox_182,.,+,3.0214474,3.1719897,3.021648
85,chr1,41280840,41280850,Nkx2.1.Homeobox_182,.,+,2.8519213,2.8811858,2.8507962
86,chr1,41372179,41372189,Nkx2.1.Homeobox_182,.,-,2.9615486,2.9984787,3.002195
87,chr1,41439903,41439913,Nkx2.1.Homeobox_182,.,-,3.4002943,3.1450303,3.4229198
88,chr1,41821416,41821426,Nkx2.1.Homeobox_182,.,+,2.885515,3.0138154,2.8928695
89,chr1,41913134,41913144,Nkx2.1.Homeobox_182,.,-,2.8903155,2.9984396,2.8737488
90,chr1,42181855,42181865,Nkx2.1.Homeobox_182,.,-,2.8701026,3.3047879,2.8581653
91,chr1,42779519,42779529,Nkx2.1.Homeobox_182,.,-,2.9870508,3.25793,2.9993727
92,chr1,42841148,42841158,Nkx2.1.Homeobox_182,.,+,3.0504408,3.1512,3.025535
93,chr1,42891643,42891653,Nkx2.1.Homeobox_182,.,-,3.0417087,3.236796,3.0346544
94,chr1,43064613,43064623,Nkx2.1.Homeobox_182,.,+,2.7706778,3.2203114,2.764101
95,chr1,43653862,43653872,Nkx2.1.Homeobox_182,.,-,3.2814,3.3778348,3.2771306
96,chr1,43675061,43675071,Nkx2.1.Homeobox_182,.,-,2.886318,3.2771325,2.9323144
97,chr1,44316286,44316296,Nkx2.1.Homeobox_182,.,+,2.9205275,3.078506,2.9335873
98,chr1,44601130,44601140,Nkx2.1.Homeobox_182,.,+,2.7867224,3.1758304,2.7653441
99,chr1,44631999,44632009,Nkx2.1.Homeobox_182,.,-,4.542984,4.236087,4.5858765
100,chr1,44694078,44694088,Nkx2.1.Homeobox_182,.,-,2.9202702,3.1210902,2.9034748
101,chr1,44722303,44722313,Nkx2.1.Homeobox_182,.,+,3.4307039,3.6135345,3.473915
102,chr1,44815293,44815303,Nkx2.1.Homeobox_182,.,+,2.942562,3.6455078,2.9536116
103,chr1,44815494,44815504,Nkx2.1.Homeobox_182,.,-,2.8566468,3.598051,2.9089417
104,chr1,44820034,44820044,Nkx2.1.Homeobox_182,.,+,3.6715648,4.019596,3.714826
105,chr1,45482383,45482393,Nkx2.1.Homeobox_182,.,-,2.6960785,3.3717532,2.7091374
106,chr1,45637734,45637744,Nkx2.1.Homeobox_182,.,+,3.0046399,3.093897,2.9933734
107,chr1,46052760,46052770,Nkx2.1.Homeobox_182,.,+,2.6952572,3.1046245,2.6827176
108,chr1,46148624,46148634,Nkx2.1.Homeobox_182,.,+,3.3655925,3.3915439,3.3647835
109,chr1,46285342,46285352,Nkx2.1.Homeobox_182,.,+,2.9480395,3.3970902,2.9605758
110,chr1,46590004,46590014,Nkx2.1.Homeobox_182,.,+,2.956869,3.2490227,2.9622762
111,chr1,46629180,46629190,Nkx2.1.Homeobox_182,.,-,2.729372,3.1710355,2.8010757
112,chr1,46702843,46702853,Nkx2.1.Homeobox_182,.,+,2.8455596,3.2061162,2.8900454
113,chr1,47437627,47437637,Nkx2.1.Homeobox_182,.,+,4.9058495,4.44795,4.9141097
114,chr1,47489235,47489245,Nkx2.1.Homeobox_182,.,-,2.8672009,3.2843628,2.8875637
115,chr1,48017009,48017019,Nkx2.1.Homeobox_182,.,-,2.9349456,3.2074394,2.9097571
116,chr1,48110005,48110015,Nkx2.1.Homeobox_182,.,-,3.3743005,3.1050305,3.366898
117,chr1,48472244,48472254,Nkx2.1.Homeobox_182,.,+,4.870933,3.9576867,4.9246902
118,chr1,48886305,48886315,Nkx2.1.Homeobox_182,.,-,3.0802457,3.2272403,3.0737724
119,chr1,48886435,48886445,Nkx2.1.Homeobox_182,.,-,3.1431403,3.170484,3.2393982
120,chr1,48941413,48941423,Nkx2.1.Homeobox_182,.,+,2.9330409,3.0691338,2.9073644
121,chr1,48941440,48941450,Nkx2.1.Homeobox_182,.,+,2.9269361,2.9269507,2.9578116
122,chr1,49349596,49349606,Nkx2.1.Homeobox_182,.,+,2.954526,3.3141503,2.9700904
123,chr1,49349504,49349514,Nkx2.1.Homeobox_182,.,-,2.9190063,3.4275048,2.9602368
124,chr1,50644943,50644953,Nkx2.1.Homeobox_182,.,-,2.9275062,3.2010703,2.9492495
125,chr1,50667022,50667032,Nkx2.1.Homeobox_182,.,-,2.8771276,3.2242253,2.9086826
126,chr1,51296983,51296993,Nkx2.1.Homeobox_182,.,-,3.64844,3.4182656,3.2241776
127,chr1,51297262,51297272,Nkx2.1.Homeobox_182,.,-,3.6825955,3.517067,3.7005398
128,chr1,51668795,51668805,Nkx2.1.Homeobox_182,.,-,2.7071834,3.2230535,2.6934052
129,chr1,52192228,52192238,Nkx2.1.Homeobox_182,.,-,3.1605766,3.1070695,3.1768773
130,chr1,54060043,54060053,Nkx2.1.Homeobox_182,.,+,2.734345,3.4028504,2.750463
131,chr1,54360373,54360383,Nkx2.1.Homeobox_182,.,+,2.9699457,3.1382601,2.9590287
132,chr1,54854538,54854548,Nkx2.1.Homeobox_182,.,+,2.847767,3.310683,2.878181
133,chr1,55196561,55196571,Nkx2.1.Homeobox_182,.,-,2.8830674,3.1433024,2.8582616
134,chr1,55857881,55857891,Nkx2.1.Homeobox_182,.,+,3.1568282,3.127319,3.2018082
135,chr1,56041187,56041197,Nkx2.1.Homeobox_182,.,-,2.7074823,3.1183677,2.7104669
136,chr1,56043433,56043443,Nkx2.1.Homeobox_182,.,-,2.953946,3.0124698,2.9730217
137,chr1,56149367,56149377,Nkx2.1.Homeobox_182,.,-,3.4197433,3.1267605,3.426099
138,chr1,56235493,56235503,Nkx2.1.Homeobox_182,.,-,3.0589283,3.1732657,3.0478384
139,chr1,56786705,56786715,Nkx2.1.Homeobox_182,.,-,2.8542104,3.0722253,2.840507
140,chr1,56821398,56821408,Nkx2.1.Homeobox_182,.,-,4.3390346,3.08779,4.332926
141,chr1,57291158,57291168,Nkx2.1.Homeobox_182,.,-,2.8977568,3.1184156,2.9024222
142,chr1,58143010,58143020,Nkx2.1.Homeobox_182,.,-,2.8151562,3.102231,2.8636155
143,chr1,58547174,58547184,Nkx2.1.Homeobox_182,.,-,4.25186,3.9869034,4.2577634
144,chr1,58547272,58547282,Nkx2.1.Homeobox_182,.,-,4.1121497,3.7961464,4.114352
145,chr1,58668133,58668143,Nkx2.1.Homeobox_182,.,+,3.0715969,3.2278018,3.079969
146,chr1,58776065,58776075,Nkx2.1.Homeobox_182,.,+,2.9209387,3.217165,2.923014
147,chr1,58857636,58857646,Nkx2.1.Homeobox_182,.,+,2.839284,3.1193354,2.8509746
148,chr1,59242474,59242484,Nkx2.1.Homeobox_182,.,+,3.1197898,2.9996488,3.1621792
149,chr1,59326173,59326183,Nkx2.1.Homeobox_182,.,+,3.1309505,3.2515106,3.0997324
150,chr1,59719265,59719275,Nkx2.1.Homeobox_182,.,-,3.3491092,3.2418022,3.3808937
151,chr1,59784191,59784201,Nkx2.1.Homeobox_182,.,+,3.2980275,3.069485,3.3003376
152,chr1,59893346,59893356,Nkx2.1.Homeobox_182,.,+,3.4758835,3.1237469,3.4773183
153,chr1,60428624,60428634,Nkx2.1.Homeobox_182,.,+,3.002183,3.1105144,3.0014217
154,chr1,60589394,60589404,Nkx2.1.Homeobox_182,.,+,3.2502568,3.119847,3.2505116
155,chr1,60703203,60703213,Nkx2.1.Homeobox_182,.,-,2.8726892,2.9860637,2.8902547
156,chr1,60951810,60951820,Nkx2.1.Homeobox_182,.,-,3.1180282,3.14219,3.1219306
157,chr1,60978521,60978531,Nkx2.1.Homeobox_182,.,+,2.8987377,3.0793607,2.9373274
158,chr1,61184494,61184504,Nkx2.1.Homeobox_182,.,+,4.330439,3.4650636,4.3224573
159,chr1,61224829,61224839,Nkx2.1.Homeobox_182,.,+,2.9952507,3.1708078,2.9986212
160,chr1,61224833,61224843,Nkx2.1.Homeobox_182,.,-,2.9935696,3.2354648,3.0053167
161,chr1,61538231,61538241,Nkx2.1.Homeobox_182,.,+,2.8960671,3.0474582,2.8868592
162,chr1,61725367,61725377,Nkx2.1.Homeobox_182,.,-,4.496964,3.813903,4.5267525
163,chr1,62802358,62802368,Nkx2.1.Homeobox_182,.,-,2.8964627,3.3700275,2.9205346
164,chr1,63155958,63155968,Nkx2.1.Homeobox_182,.,-,3.4427757,3.0757341,3.3631988
165,chr1,63156002,63156012,Nkx2.1.Homeobox_182,.,-,3.4328125,3.0931592,3.4344964
166,chr1,64052078,64052088,Nkx2.1.Homeobox_182,.,-,2.8728914,3.2529259,2.873343
167,chr1,64084425,64084435,Nkx2.1.Homeobox_182,.,+,3.1286087,3.0750403,3.121429
168,chr1,64084063,64084073,Nkx2.1.Homeobox_182,.,-,3.1262243,3.0845582,3.1211944
169,chr1,66340203,66340213,Nkx2.1.Homeobox_182,.,-,3.114333,3.0012639,3.1278448
170,chr1,66468893,66468903,Nkx2.1.Homeobox_182,.,+,3.0855606,3.1147778,3.1006017
171,chr1,66542828,66542838,Nkx2.1.Homeobox_182,.,+,3.5475888,3.357991,3.5848346
172,chr1,66542892,66542902,Nkx2.1.Homeobox_182,.,-,3.5495405,3.3822982,3.5857239
173,chr1,66657530,66657540,Nkx2.1.Homeobox_182,.,-,2.8443413,3.0901742,2.8541558
174,chr1,66930019,66930029,Nkx2.1.Homeobox_182,.,-,4.416782,4.2371535,4.412644
175,chr1,67143574,67143584,Nkx2.1.Homeobox_182,.,-,2.6825256,3.0985253,2.7099698
176,chr1,67415006,67415016,Nkx2.1.Homeobox_182,.,-,3.4539437,3.3071525,3.45478
177,chr1,67430917,67430927,Nkx2.1.Homeobox_182,.,-,4.509848,4.5834603,4.5373
178,chr1,67754842,67754852,Nkx2.1.Homeobox_182,.,+,3.2336671,3.3228707,3.2167206
179,chr1,67814747,67814757,Nkx2.1.Homeobox_182,.,+,3.2010522,3.2459838,3.193023
180,chr1,67827871,67827881,Nkx2.1.Homeobox_182,.,+,2.8835895,3.3539417,2.897775
181,chr1,68456844,68456854,Nkx2.1.Homeobox_182,.,+,2.990994,3.0379567,3.0058734
182,chr1,69426649,69426659,Nkx2.1.Homeobox_182,.,-,3.4069855,3.127087,3.4161294
183,chr1,69568563,69568573,Nkx2.1.Homeobox_182,.,+,4.012286,4.4925485,4.0031376
184,chr1,69638480,69638490,Nkx2.1.Homeobox_182,.,+,2.9370408,3.1035068,2.942229
185,chr1,70141031,70141041,Nkx2.1.Homeobox_182,.,+,3.53079,3.0513692,3.5544682
186,chr1,70141062,70141072,Nkx2.1.Homeobox_182,.,-,3.5252576,3.086237,3.5738113
187,chr1,70354974,70354984,Nkx2.1.Homeobox_182,.,+,4.365822,4.188135,4.365205
188,chr1,70656714,70656724,Nkx2.1.Homeobox_182,.,-,3.270348,3.0452566,3.256054
189,chr1,70806633,70806643,Nkx2.1.Homeobox_182,.,-,3.0547042,3.1371531,3.0185575
190,chr1,71648602,71648612,Nkx2.1.Homeobox_182,.,+,2.8711443,3.070269,2.8609574
191,chr1,71774318,71774328,Nkx2.1.Homeobox_182,.,-,2.8654938,3.1178613,2.8550825
192,chr1,71908531,71908541,Nkx2.1.Homeobox_182,.,+,2.903716,3.0287583,2.9301562
193,chr1,73755849,73755859,Nkx2.1.Homeobox_182,.,+,3.114852,3.0496292,3.1561642
194,chr1,74038495,74038505,Nkx2.1.Homeobox_182,.,+,2.8979454,3.0191886,2.9063199
195,chr1,74628097,74628107,Nkx2.1.Homeobox_182,.,-,3.0715334,3.0361276,3.0850277
196,chr1,74690936,74690946,Nkx2.1.Homeobox_182,.,-,2.8193374,3.2666461,2.831962
197,chr1,75989720,75989730,Nkx2.1.Homeobox_182,.,-,3.1391745,3.1166983,3.1519523
198,chr1,76144919,76144929,Nkx2.1.Homeobox_182,.,-,3.089417,3.1264343,3.089995
199,chr1,76161111,76161121,Nkx2.1.Homeobox_182,.,-,3.0673156,3.2317996,3.0873742
200,chr1,76264422,76264432,Nkx2.1.Homeobox_182,.,+,2.968704,3.2596707,2.9720733
201,chr1,76574351,76574361,Nkx2.1.Homeobox_182,.,+,2.7352314,3.0277152,2.7370088
202,chr1,76608431,76608441,Nkx2.1.Homeobox_182,.,-,3.237124,3.0685773,3.2689233
203,chr1,77594685,77594695,Nkx2.1.Homeobox_182,.,+,3.0083334,2.9381533,3.01489
204,chr1,77594692,77594702,Nkx2.1.Homeobox_182,.,+,3.0052807,2.979181,3.0062358
205,chr1,77997078,77997088,Nkx2.1.Homeobox_182,.,+,2.698119,3.2945468,2.6944537
206,chr1,78238039,78238049,Nkx2.1.Homeobox_182,.,+,3.4838462,3.0771897,3.506972
207,chr1,78383902,78383912,Nkx2.1.Homeobox_182,.,-,2.9432762,2.8915515,2.9506676
208,chr1,78384156,78384166,Nkx2.1.Homeobox_182,.,-,3.003584,2.9727387,3.038928
209,chr1,78589061,78589071,Nkx2.1.Homeobox_182,.,-,3.0327756,3.0865142,3.0718431
210,chr1,80066414,80066424,Nkx2.1.Homeobox_182,.,+,2.8905354,2.935678,2.8823266
211,chr1,80192183,80192193,Nkx2.1.Homeobox_182,.,-,2.850525,3.0218813,2.8549316
212,chr1,80656168,80656178,Nkx2.1.Homeobox_182,.,-,3.3980043,3.0103192,3.387485
213,chr1,80762065,80762075,Nkx2.1.Homeobox_182,.,-,3.0571687,3.005419,3.0638351
214,chr1,81056525,81056535,Nkx2.1.Homeobox_182,.,+,3.2254639,2.9654286,3.203785
215,chr1,81058132,81058142,Nkx2.1.Homeobox_182,.,+,2.991643,2.8237267,3.0218294
216,chr1,82215088,82215098,Nkx2.1.Homeobox_182,.,-,3.1857603,3.1661289,3.2009494
217,chr1,82215211,82215221,Nkx2.1.Homeobox_182,.,-,3.1800284,3.205928,3.1853938
218,chr1,83119799,83119809,Nkx2.1.Homeobox_182,.,-,3.0216928,3.0237641,2.9973247
219,chr1,83961694,83961704,Nkx2.1.Homeobox_182,.,+,3.3070712,3.0920885,3.302143
220,chr1,84387419,84387429,Nkx2.1.Homeobox_182,.,+,3.2545884,3.1083603,3.213475
221,chr1,84511531,84511541,Nkx2.1.Homeobox_182,.,-,3.1209807,3.1089673,3.0324626
222,chr1,84511629,84511639,Nkx2.1.Homeobox_182,.,-,3.1716492,3.045389,3.1976635
223,chr1,84574597,84574607,Nkx2.1.Homeobox_182,.,-,4.274179,4.0871725,4.2929583
224,chr1,84623680,84623690,Nkx2.1.Homeobox_182,.,-,3.2362568,3.1391711,3.253758
225,chr1,84635725,84635735,Nkx2.1.Homeobox_182,.,-,3.022019,3.091008,3.0140014
226,chr1,84823743,84823753,Nkx2.1.Homeobox_182,.,-,2.9116125,3.0683222,2.9437816
227,chr1,85224853,85224863,Nkx2.1.Homeobox_182,.,+,3.2125103,3.0727427,3.2217216
228,chr1,86508132,86508142,Nkx2.1.Homeobox_182,.,-,3.4117775,3.287772,3.3959172
229,chr1,87502225,87502235,Nkx2.1.Homeobox_182,.,+,3.0388231,2.998057,3.0352402
230,chr1,87667039,87667049,Nkx2.1.Homeobox_182,.,-,3.0425718,3.251288,3.0571613
231,chr1,88219781,88219791,Nkx2.1.Homeobox_182,.,+,3.2162046,3.154204,3.1725097
232,chr1,89550171,89550181,Nkx2.1.Homeobox_182,.,+,2.961238,3.1939256,2.9632275
233,chr1,89823661,89823671,Nkx2.1.Homeobox_182,.,-,3.243773,3.0861936,3.212841
234,chr1,90580609,90580619,Nkx2.1.Homeobox_182,.,+,3.2683125,3.1911561,3.2777042
235,chr1,90814101,90814111,Nkx2.1.Homeobox_182,.,+,2.71239,3.1354485,2.7150757
236,chr1,91520980,91520990,Nkx2.1.Homeobox_182,.,-,3.0828748,3.0326598,3.1548114
237,chr1,91577957,91577967,Nkx2.1.Homeobox_182,.,-,3.3247476,3.2527835,3.3724053
238,chr1,91581352,91581362,Nkx2.1.Homeobox_182,.,-,2.904905,3.1155593,2.9166873
239,chr1,91585194,91585204,Nkx2.1.Homeobox_182,.,-,3.126708,3.2265835,3.1692483
240,chr1,93739335,93739345,Nkx2.1.Homeobox_182,.,-,3.162736,3.3530464,3.161941
241,chr1,93750375,93750385,Nkx2.1.Homeobox_182,.,+,3.2916157,3.3444397,3.3283508
242,chr1,93972832,93972842,Nkx2.1.Homeobox_182,.,-,2.975525,3.191059,2.9632504
243,chr1,94271614,94271624,Nkx2.1.Homeobox_182,.,-,3.3686318,3.0610957,3.3733582
244,chr1,94382150,94382160,Nkx2.1.Homeobox_182,.,+,3.2098293,3.3148105,3.2282815
245,chr1,94770808,94770818,Nkx2.1.Homeobox_182,.,+,2.9536867,2.954887,2.9551358
246,chr1,94919831,94919841,Nkx2.1.Homeobox_182,.,+,3.238237,3.2100418,3.292276
247,chr1,95002978,95002988,Nkx2.1.Homeobox_182,.,+,3.2230353,3.1076229,3.2327704
248,chr1,95250756,95250766,Nkx2.1.Homeobox_182,.,+,2.8549967,3.1174407,2.854866
249,chr1,98344452,98344462,Nkx2.1.Homeobox_182,.,+,3.1093755,3.0907545,3.056478
250,chr1,98694450,98694460,Nkx2.1.Homeobox_182,.,-,3.173616,3.4653192,3.1779838
251,chr1,99132177,99132187,Nkx2.1.Homeobox_182,.,-,2.813151,3.1151474,2.8268275
252,chr1,99368009,99368019,Nkx2.1.Homeobox_182,.,-,3.3010514,3.1394997,3.3186145
253,chr1,100075262,100075272,Nkx2.1.Homeobox_182,.,-,3.0738292,3.3042302,3.05603
254,chr1,100584051,100584061,Nkx2.1.Homeobox_182,.,-,3.1581645,3.0882993,3.1484692
255,chr1,100859390,100859400,Nkx2.1.Homeobox_182,.,+,2.840865,3.0911605,2.847552
256,chr1,100859394,100859404,Nkx2.1.Homeobox_182,.,-,2.8415155,3.0710032,2.8523736
257,chr1,100983084,100983094,Nkx2.1.Homeobox_182,.,-,3.491389,3.072309,3.5026467
258,chr1,101020871,101020881,Nkx2.1.Homeobox_182,.,+,3.108925,3.0885425,3.1048026
259,chr1,101181997,101182007,Nkx2.1.Homeobox_182,.,+,3.3213544,3.0392168,3.2854762
260,chr1,101217895,101217905,Nkx2.1.Homeobox_182,.,+,2.969759,3.0711606,2.9899778
261,chr1,102104667,102104677,Nkx2.1.Homeobox_182,.,-,2.9635055,3.1003408,2.9875655
262,chr1,102191967,102191977,Nkx2.1.Homeobox_182,.,-,3.1892433,3.1260026,3.2087116
263,chr1,102486656,102486666,Nkx2.1.Homeobox_182,.,-,2.9079661,3.047224,2.910085
264,chr1,102840304,102840314,Nkx2.1.Homeobox_182,.,-,3.0330524,3.042223,3.0288925
265,chr1,104129100,104129110,Nkx2.1.Homeobox_182,.,-,2.72689,3.0095668,2.7419896
266,chr1,104991812,104991822,Nkx2.1.Homeobox_182,.,-,3.0448983,2.9897265,3.097358
267,chr1,106982646,106982656,Nkx2.1.Homeobox_182,.,+,3.238347,3.0467117,3.2351918
268,chr1,107090095,107090105,Nkx2.1.Homeobox_182,.,-,2.6694813,3.0136943,2.6783917
269,chr1,107495595,107495605,Nkx2.1.Homeobox_182,.,-,2.8573666,3.1690476,2.8593621
270,chr1,107701173,107701183,Nkx2.1.Homeobox_182,.,-,2.665036,3.144073,2.667094
271,chr1,107784734,107784744,Nkx2.1.Homeobox_182,.,+,2.8472862,3.2235222,2.856606
