,0,1,2,3,4,5,WT,negative_control,test
39,chr1,51990913,51990928,GATA3.Zf..DR4_103,.,+,3.0334067,2.9487412,3.0518696
40,chr1,54409419,54409434,GATA3.Zf..DR4_103,.,-,2.0343425,2.273577,2.042728
41,chr1,54641276,54641291,GATA3.Zf..DR4_103,.,-,2.161058,2.3136427,2.1915202
42,chr1,56032487,56032502,GATA3.Zf..DR4_103,.,-,2.3150187,2.3171265,2.3034728
43,chr1,56398133,56398148,GATA3.Zf..DR4_103,.,-,1.9794123,2.5489056,2.0221415
44,chr1,56941292,56941307,GATA3.Zf..DR4_103,.,+,2.0042768,2.3974247,1.9956234
45,chr1,56941336,56941351,GATA3.Zf..DR4_103,.,+,2.0166085,2.2553425,1.9653374
46,chr1,56941383,56941398,GATA3.Zf..DR4_103,.,+,2.0331538,2.4323833,2.059906
47,chr1,56941443,56941458,GATA3.Zf..DR4_103,.,+,2.0497098,2.4241695,2.0455399
48,chr1,56941463,56941478,GATA3.Zf..DR4_103,.,+,2.0576138,2.4395616,2.0597103
49,chr1,56941503,56941518,GATA3.Zf..DR4_103,.,+,2.0659425,2.3995752,2.0525234
50,chr1,56941511,56941526,GATA3.Zf..DR4_103,.,+,2.0679677,2.3263211,2.0559132
51,chr1,56941515,56941530,GATA3.Zf..DR4_103,.,+,2.0690622,2.3582873,2.0580711
52,chr1,56941519,56941534,GATA3.Zf..DR4_103,.,+,2.070725,2.3266432,2.0468447
53,chr1,56941523,56941538,GATA3.Zf..DR4_103,.,+,2.072986,2.3731675,2.0550666
54,chr1,56941527,56941542,GATA3.Zf..DR4_103,.,+,2.0761082,2.4557264,2.0638747
55,chr1,56941531,56941546,GATA3.Zf..DR4_103,.,+,2.0783682,2.3374918,2.0648518
56,chr1,56941535,56941550,GATA3.Zf..DR4_103,.,+,2.0806508,2.4028153,2.0708222
57,chr1,56941539,56941554,GATA3.Zf..DR4_103,.,+,2.0806952,2.3218532,2.0795681
58,chr1,59150900,59150915,GATA3.Zf..DR4_103,.,-,2.4286046,2.4356334,2.4480164
59,chr1,61144132,61144147,GATA3.Zf..DR4_103,.,+,2.115344,2.399125,2.110553
60,chr1,61496542,61496557,GATA3.Zf..DR4_103,.,-,1.9653943,2.3544602,1.9661118
61,chr1,63920568,63920583,GATA3.Zf..DR4_103,.,-,2.605948,2.4806795,2.5540738
62,chr1,64343683,64343698,GATA3.Zf..DR4_103,.,+,2.4805694,2.6660995,2.4023697
63,chr1,64746115,64746130,GATA3.Zf..DR4_103,.,+,2.4917252,3.0029435,2.5166976
64,chr1,68276575,68276590,GATA3.Zf..DR4_103,.,-,2.1690228,2.373965,2.1227326
65,chr1,71836010,71836025,GATA3.Zf..DR4_103,.,+,1.8147987,2.3737063,1.8228467
66,chr1,72000721,72000736,GATA3.Zf..DR4_103,.,-,2.1525278,2.4105687,2.1031969
67,chr1,75962032,75962047,GATA3.Zf..DR4_103,.,+,2.2460356,2.2346442,2.245373
68,chr1,76386627,76386642,GATA3.Zf..DR4_103,.,+,2.2503276,2.4791694,2.2420545
69,chr1,76687731,76687746,GATA3.Zf..DR4_103,.,+,2.4871874,2.4626884,2.5122352
70,chr1,77900700,77900715,GATA3.Zf..DR4_103,.,-,2.1625228,2.1891315,2.1752806
71,chr1,77900763,77900778,GATA3.Zf..DR4_103,.,-,2.1482577,2.169331,2.1633992
72,chr1,84834418,84834433,GATA3.Zf..DR4_103,.,+,2.6131659,2.3904595,2.619891
73,chr1,85339361,85339376,GATA3.Zf..DR4_103,.,-,1.9131203,2.3590055,1.9349296
74,chr1,86871250,86871265,GATA3.Zf..DR4_103,.,+,2.3491135,2.345227,2.2924304
75,chr1,86970990,86971005,GATA3.Zf..DR4_103,.,+,1.8712038,2.3052764,1.8726238
76,chr1,94854429,94854444,GATA3.Zf..DR4_103,.,-,2.5791373,2.4174721,2.6038492
77,chr1,94962885,94962900,GATA3.Zf..DR4_103,.,-,2.4804418,2.453385,2.4678445
78,chr1,97193163,97193178,GATA3.Zf..DR4_103,.,+,2.311468,2.4651542,2.3192863
79,chr1,100884347,100884362,GATA3.Zf..DR4_103,.,+,2.2003107,2.3692555,2.228989
80,chr1,102610303,102610318,GATA3.Zf..DR4_103,.,-,2.4069788,2.528659,2.4074738
81,chr1,106134837,106134852,GATA3.Zf..DR4_103,.,+,2.2277913,2.0912414,2.2125576
82,chr1,108726133,108726148,GATA3.Zf..DR4_103,.,-,2.2863643,2.425735,2.29462
83,chr1,110049520,110049535,GATA3.Zf..DR4_103,.,-,2.105094,2.419322,2.125984
84,chr1,110339344,110339359,GATA3.Zf..DR4_103,.,+,4.1534815,3.8094966,4.1357117
85,chr1,112369668,112369683,GATA3.Zf..DR4_103,.,-,2.57643,2.526027,2.6110127
86,chr1,112369709,112369724,GATA3.Zf..DR4_103,.,-,2.5767443,2.5683599,2.6304839
87,chr1,112369744,112369759,GATA3.Zf..DR4_103,.,-,2.579061,2.4985902,2.5822845
88,chr1,112792244,112792259,GATA3.Zf..DR4_103,.,+,2.6311226,2.481812,2.5998244
89,chr1,113040297,113040312,GATA3.Zf..DR4_103,.,-,2.1952686,2.401322,2.1533592
90,chr1,114435302,114435317,GATA3.Zf..DR4_103,.,+,1.943137,2.3437665,1.9368623
91,chr1,116489660,116489675,GATA3.Zf..DR4_103,.,-,2.41688,2.6899714,2.3750746
92,chr1,119766501,119766516,GATA3.Zf..DR4_103,.,+,2.5798333,2.6255636,2.595423
93,chr1,145607767,145607782,GATA3.Zf..DR4_103,.,-,3.3390946,3.0954235,3.3642678
94,chr1,145765755,145765770,GATA3.Zf..DR4_103,.,+,2.6794963,2.450383,2.6358905
95,chr1,145979645,145979660,GATA3.Zf..DR4_103,.,+,2.4708366,2.456074,2.414364
96,chr1,146013095,146013110,GATA3.Zf..DR4_103,.,-,2.0883524,2.373786,2.1236258
97,chr1,147928170,147928185,GATA3.Zf..DR4_103,.,-,3.4305131,3.0690436,3.461145
98,chr1,151885473,151885488,GATA3.Zf..DR4_103,.,-,2.1486127,2.1837914,2.1565447
99,chr1,152048435,152048450,GATA3.Zf..DR4_103,.,+,2.4551313,2.413732,2.47123
100,chr1,153750959,153750974,GATA3.Zf..DR4_103,.,-,2.6009026,2.4861398,2.5964632
101,chr1,155140772,155140787,GATA3.Zf..DR4_103,.,+,3.1557162,2.855114,3.2060475
102,chr1,159669201,159669216,GATA3.Zf..DR4_103,.,+,2.256795,2.1480281,2.2574813
103,chr1,164772089,164772104,GATA3.Zf..DR4_103,.,-,2.567874,2.4813628,2.5744023
104,chr1,168321035,168321050,GATA3.Zf..DR4_103,.,+,2.2245226,2.4304028,2.2727113
105,chr1,168479590,168479605,GATA3.Zf..DR4_103,.,-,1.991684,2.0591161,2.0145447
106,chr1,168972514,168972529,GATA3.Zf..DR4_103,.,+,2.1711042,2.4506192,2.1712124
107,chr1,168972534,168972549,GATA3.Zf..DR4_103,.,+,2.198085,2.4119258,2.2338102
108,chr1,168972538,168972553,GATA3.Zf..DR4_103,.,+,2.2029324,2.3146517,2.2493522
109,chr1,168972556,168972571,GATA3.Zf..DR4_103,.,+,2.2239428,2.4580948,2.2270076
110,chr1,168972560,168972575,GATA3.Zf..DR4_103,.,+,2.2279367,2.531591,2.2318177
111,chr1,168972564,168972579,GATA3.Zf..DR4_103,.,+,2.2338643,2.4227855,2.229024
112,chr1,168972568,168972583,GATA3.Zf..DR4_103,.,+,2.236858,2.3855224,2.226617
113,chr1,168972592,168972607,GATA3.Zf..DR4_103,.,+,2.270351,2.369554,2.271584
114,chr1,169110020,169110035,GATA3.Zf..DR4_103,.,-,2.2912111,2.474139,2.3269436
115,chr1,169572210,169572225,GATA3.Zf..DR4_103,.,-,2.4369895,2.423642,2.45019
116,chr1,172934073,172934088,GATA3.Zf..DR4_103,.,+,2.197563,2.4698284,2.1727033
117,chr1,173394919,173394934,GATA3.Zf..DR4_103,.,+,1.9354824,2.2464113,1.9321921
118,chr1,173394923,173394938,GATA3.Zf..DR4_103,.,+,1.93408,2.3716984,1.9231989
119,chr1,173394927,173394942,GATA3.Zf..DR4_103,.,+,1.9331383,2.2711034,1.9251293
120,chr1,173394931,173394946,GATA3.Zf..DR4_103,.,+,1.9327604,2.2998798,1.9232143
121,chr1,173394989,173395004,GATA3.Zf..DR4_103,.,+,1.9268204,2.232193,1.926501
122,chr1,173394993,173395008,GATA3.Zf..DR4_103,.,+,1.9273394,2.26862,1.9253496
123,chr1,173394997,173395012,GATA3.Zf..DR4_103,.,+,1.9279042,2.370234,1.9246867
124,chr1,173395001,173395016,GATA3.Zf..DR4_103,.,+,1.9283128,2.3113637,1.9245955
125,chr1,173395005,173395020,GATA3.Zf..DR4_103,.,+,1.9285386,2.278278,1.9259884
126,chr1,173395009,173395024,GATA3.Zf..DR4_103,.,+,1.9294037,2.3463233,1.9296091
127,chr1,173395013,173395028,GATA3.Zf..DR4_103,.,+,1.9281716,2.2319548,1.9264317
128,chr1,173395017,173395032,GATA3.Zf..DR4_103,.,+,1.9280835,2.2985663,1.9294846
129,chr1,173395021,173395036,GATA3.Zf..DR4_103,.,+,1.9290386,2.3251104,1.9354446
130,chr1,173395036,173395051,GATA3.Zf..DR4_103,.,+,1.9301895,2.4223428,1.9261885
131,chr1,173395040,173395055,GATA3.Zf..DR4_103,.,+,1.9303132,2.3535051,1.9254509
132,chr1,173395044,173395059,GATA3.Zf..DR4_103,.,+,1.9296774,2.4401937,1.921883
133,chr1,173395048,173395063,GATA3.Zf..DR4_103,.,+,1.9306303,2.4121466,1.9213918
134,chr1,173395052,173395067,GATA3.Zf..DR4_103,.,+,1.9305321,2.3993232,1.926096
135,chr1,173395056,173395071,GATA3.Zf..DR4_103,.,+,1.9311116,2.4598827,1.9241402
136,chr1,173395060,173395075,GATA3.Zf..DR4_103,.,+,1.932351,2.2901874,1.9312862
137,chr1,173395064,173395079,GATA3.Zf..DR4_103,.,+,1.9335628,2.3593757,1.9274938
138,chr1,173876762,173876777,GATA3.Zf..DR4_103,.,-,2.0298574,2.4563212,2.0447907
139,chr1,175155120,175155135,GATA3.Zf..DR4_103,.,-,2.587902,2.4215083,2.5976806
140,chr1,175269403,175269418,GATA3.Zf..DR4_103,.,+,2.1045842,2.2575347,2.1437728
141,chr1,175269455,175269470,GATA3.Zf..DR4_103,.,+,2.0790286,2.4504719,2.10908
142,chr1,176904531,176904546,GATA3.Zf..DR4_103,.,-,2.5104218,2.617251,2.523239
143,chr1,178323222,178323237,GATA3.Zf..DR4_103,.,+,2.2066345,2.5638504,2.214269
144,chr1,179876620,179876635,GATA3.Zf..DR4_103,.,-,2.380612,2.3869715,2.3800902
145,chr1,180080402,180080417,GATA3.Zf..DR4_103,.,-,2.4982867,2.2121036,2.5062854
146,chr1,180574554,180574569,GATA3.Zf..DR4_103,.,-,2.2987943,2.626463,2.2590811
147,chr1,180691412,180691427,GATA3.Zf..DR4_103,.,-,1.887199,2.3670754,1.9054401
148,chr1,180827497,180827512,GATA3.Zf..DR4_103,.,-,2.144247,2.319052,2.1510682
149,chr1,183543522,183543537,GATA3.Zf..DR4_103,.,+,2.144505,2.337809,2.163685
150,chr1,183623254,183623269,GATA3.Zf..DR4_103,.,+,2.4584513,2.2874591,2.4700713
151,chr1,184190645,184190660,GATA3.Zf..DR4_103,.,+,2.4645824,2.3907104,2.4577942
152,chr1,184405897,184405912,GATA3.Zf..DR4_103,.,-,2.130933,2.3494267,2.1860576
153,chr1,184405902,184405917,GATA3.Zf..DR4_103,.,-,2.13254,2.3751159,2.1610968
154,chr1,185158470,185158485,GATA3.Zf..DR4_103,.,-,2.4332888,2.656155,2.4581254
155,chr1,186943985,186944000,GATA3.Zf..DR4_103,.,+,2.2045512,2.269881,2.203186
156,chr1,186944086,186944101,GATA3.Zf..DR4_103,.,+,2.1766868,2.1369274,2.1732647
157,chr1,191823930,191823945,GATA3.Zf..DR4_103,.,-,2.9377263,2.387028,2.9702935
158,chr1,192702346,192702361,GATA3.Zf..DR4_103,.,-,2.1515253,2.2646766,2.1784492
159,chr1,192862133,192862148,GATA3.Zf..DR4_103,.,-,2.4474235,2.4256043,2.507319
160,chr1,197783751,197783766,GATA3.Zf..DR4_103,.,+,2.3780763,2.5173707,2.294374
161,chr1,200640122,200640137,GATA3.Zf..DR4_103,.,+,2.0778193,2.6176133,2.0952048
162,chr1,201512360,201512375,GATA3.Zf..DR4_103,.,-,2.6598072,2.6194644,2.72409
163,chr1,201895961,201895976,GATA3.Zf..DR4_103,.,-,2.545967,2.3958704,2.579905
164,chr1,202343786,202343801,GATA3.Zf..DR4_103,.,+,1.9192151,2.4716542,1.9333467
165,chr1,202568921,202568936,GATA3.Zf..DR4_103,.,+,2.35214,2.4617803,2.424831
166,chr1,202746655,202746670,GATA3.Zf..DR4_103,.,+,2.1182506,2.5391815,2.1206558
167,chr1,203340098,203340113,GATA3.Zf..DR4_103,.,-,2.77706,2.3850234,2.7937424
168,chr1,204417980,204417995,GATA3.Zf..DR4_103,.,-,2.2468166,2.4976287,2.2501876
169,chr1,204860248,204860263,GATA3.Zf..DR4_103,.,-,1.8844893,2.158998,1.8907887
170,chr1,204916417,204916432,GATA3.Zf..DR4_103,.,-,2.063445,2.4201937,2.1792092
171,chr1,206122787,206122802,GATA3.Zf..DR4_103,.,+,1.9714009,2.4373128,1.9834057
172,chr1,207579361,207579376,GATA3.Zf..DR4_103,.,+,2.4553852,2.338005,2.4625237
173,chr1,207868235,207868250,GATA3.Zf..DR4_103,.,-,2.6288984,3.010563,2.6674113
174,chr1,211344407,211344422,GATA3.Zf..DR4_103,.,-,2.449448,2.5788522,2.4299912
175,chr1,211603476,211603491,GATA3.Zf..DR4_103,.,-,2.2342744,2.5247388,2.2741592
176,chr1,211614154,211614169,GATA3.Zf..DR4_103,.,+,2.139961,2.57346,2.2424965
177,chr1,211928462,211928477,GATA3.Zf..DR4_103,.,-,2.3066955,2.352408,2.2934756
178,chr1,212596481,212596496,GATA3.Zf..DR4_103,.,+,2.3570845,2.3814836,2.3637438
179,chr1,214615374,214615389,GATA3.Zf..DR4_103,.,+,2.0691745,2.3299582,2.0665448
180,chr1,215027203,215027218,GATA3.Zf..DR4_103,.,-,1.8671116,1.9772961,1.8683321
181,chr1,217083414,217083429,GATA3.Zf..DR4_103,.,+,2.1983595,2.4276943,2.2193055
182,chr1,219310485,219310500,GATA3.Zf..DR4_103,.,+,2.5317423,2.225857,2.549918
183,chr1,223706648,223706663,GATA3.Zf..DR4_103,.,+,2.3553572,2.585215,2.2829535
184,chr1,223815027,223815042,GATA3.Zf..DR4_103,.,-,2.2431233,2.4420378,2.2223115
185,chr1,224277146,224277161,GATA3.Zf..DR4_103,.,+,2.5858514,2.2874088,2.6087248
186,chr1,225655718,225655733,GATA3.Zf..DR4_103,.,-,2.2660947,2.3301404,2.315658
187,chr1,226512275,226512290,GATA3.Zf..DR4_103,.,-,2.1725283,2.4780781,2.1914694
188,chr1,228385181,228385196,GATA3.Zf..DR4_103,.,+,1.797329,2.2957017,1.8055685
189,chr1,228385261,228385276,GATA3.Zf..DR4_103,.,+,1.8078518,2.3455725,1.8175118
190,chr1,228430470,228430485,GATA3.Zf..DR4_103,.,-,2.1398149,2.558918,2.1704373
191,chr1,229141889,229141904,GATA3.Zf..DR4_103,.,-,2.4297724,2.371159,2.4014382
192,chr1,229507883,229507898,GATA3.Zf..DR4_103,.,+,3.0706918,2.9027338,3.0975518
193,chr1,229553761,229553776,GATA3.Zf..DR4_103,.,-,2.4104931,2.5889993,2.3982494
194,chr1,230035154,230035169,GATA3.Zf..DR4_103,.,-,1.9833051,2.4259372,1.9890251
195,chr1,233107701,233107716,GATA3.Zf..DR4_103,.,-,2.317165,2.4689987,2.3674793
196,chr1,233654819,233654834,GATA3.Zf..DR4_103,.,+,2.2004986,2.482687,2.1546903
197,chr1,233759818,233759833,GATA3.Zf..DR4_103,.,+,2.3167129,2.4587982,2.3777037
198,chr1,233791312,233791327,GATA3.Zf..DR4_103,.,+,2.6364825,2.4745789,2.7001991
199,chr1,235253554,235253569,GATA3.Zf..DR4_103,.,-,2.2136765,2.2105432,2.2053266
200,chr1,235409097,235409112,GATA3.Zf..DR4_103,.,-,2.2781549,2.4616046,2.2806578
201,chr1,235684475,235684490,GATA3.Zf..DR4_103,.,+,2.1441984,2.4688969,2.1434026
202,chr1,236795188,236795203,GATA3.Zf..DR4_103,.,+,4.39672,3.3695984,4.3729334
203,chr1,237470844,237470859,GATA3.Zf..DR4_103,.,+,2.4074807,2.722055,2.4153953
204,chr1,237470866,237470881,GATA3.Zf..DR4_103,.,+,2.4088578,2.703933,2.4433923
205,chr1,239213191,239213206,GATA3.Zf..DR4_103,.,+,2.2644057,2.3264344,2.2718697
206,chr1,243902579,243902594,GATA3.Zf..DR4_103,.,-,2.5763211,2.3729959,2.581858
207,chr1,243902598,243902613,GATA3.Zf..DR4_103,.,-,2.5832064,2.4642856,2.5869725
208,chr1,243902602,243902617,GATA3.Zf..DR4_103,.,-,2.5846841,2.5596766,2.596208
209,chr1,243902606,243902621,GATA3.Zf..DR4_103,.,-,2.5864582,2.5693347,2.591171
210,chr1,243902610,243902625,GATA3.Zf..DR4_103,.,-,2.5873713,2.4506385,2.593636
211,chr1,243902614,243902629,GATA3.Zf..DR4_103,.,-,2.5887206,2.5080135,2.5997355
212,chr1,243902618,243902633,GATA3.Zf..DR4_103,.,-,2.5897045,2.4354584,2.59481
213,chr1,243902622,243902637,GATA3.Zf..DR4_103,.,-,2.5911736,2.5657969,2.6013844
214,chr1,243902626,243902641,GATA3.Zf..DR4_103,.,-,2.5918589,2.5213048,2.6019719
215,chr1,243902630,243902645,GATA3.Zf..DR4_103,.,-,2.5933418,2.4464064,2.6046162
216,chr1,246775714,246775729,GATA3.Zf..DR4_103,.,-,2.4041715,2.6472206,2.4184113
217,chr2,285612,285627,GATA3.Zf..DR4_103,.,+,2.7027407,2.6334739,2.6572046
218,chr2,1545024,1545039,GATA3.Zf..DR4_103,.,-,2.3034258,2.1935196,2.2913187
219,chr2,1545028,1545043,GATA3.Zf..DR4_103,.,-,2.3053792,2.3230336,2.3214047
220,chr2,1545032,1545047,GATA3.Zf..DR4_103,.,-,2.306839,2.1819444,2.319832
221,chr2,1545036,1545051,GATA3.Zf..DR4_103,.,-,2.3081508,2.1820397,2.3311648
222,chr2,1545142,1545157,GATA3.Zf..DR4_103,.,-,2.342782,2.439874,2.3438811
223,chr2,1545160,1545175,GATA3.Zf..DR4_103,.,-,2.3482869,2.363091,2.3845985
224,chr2,1545164,1545179,GATA3.Zf..DR4_103,.,-,2.3496237,2.370647,2.375732
225,chr2,1545183,1545198,GATA3.Zf..DR4_103,.,-,2.36046,2.3927357,2.3691382
226,chr2,6946929,6946944,GATA3.Zf..DR4_103,.,+,2.1143928,2.266101,2.1044347
227,chr2,7685583,7685598,GATA3.Zf..DR4_103,.,-,2.2938561,2.4108253,2.2936227
228,chr2,9327969,9327984,GATA3.Zf..DR4_103,.,+,2.5249953,2.6063828,2.5524938
229,chr2,9791208,9791223,GATA3.Zf..DR4_103,.,-,2.0594556,2.3468542,2.0546374
230,chr2,10418057,10418072,GATA3.Zf..DR4_103,.,+,1.9210944,2.4744575,1.9586194
231,chr2,10418061,10418076,GATA3.Zf..DR4_103,.,+,1.9200978,2.4378114,1.9481472
232,chr2,10418065,10418080,GATA3.Zf..DR4_103,.,+,1.9196496,2.2840128,1.9360421
233,chr2,10418069,10418084,GATA3.Zf..DR4_103,.,+,1.9182488,2.357944,1.9452423
234,chr2,10592521,10592536,GATA3.Zf..DR4_103,.,-,2.4245758,2.7058854,2.4439569
235,chr2,10844061,10844076,GATA3.Zf..DR4_103,.,+,2.6958025,2.7275088,2.6938756
236,chr2,11203356,11203371,GATA3.Zf..DR4_103,.,+,2.3444552,2.3206894,2.3788078
237,chr2,11779230,11779245,GATA3.Zf..DR4_103,.,-,2.6874251,2.6535697,2.706334
238,chr2,16737226,16737241,GATA3.Zf..DR4_103,.,+,2.7326813,2.3659034,2.739531
239,chr2,16737495,16737510,GATA3.Zf..DR4_103,.,+,2.447352,2.535209,2.4660301
240,chr2,16757205,16757220,GATA3.Zf..DR4_103,.,-,2.8977718,2.463121,2.9362075
241,chr2,18123467,18123482,GATA3.Zf..DR4_103,.,+,2.1918516,2.3946872,2.178268
242,chr2,21640001,21640016,GATA3.Zf..DR4_103,.,-,2.4130225,2.4112935,2.365409
243,chr2,23135787,23135802,GATA3.Zf..DR4_103,.,+,2.2517724,2.5559983,2.2705872
244,chr2,33475990,33476005,GATA3.Zf..DR4_103,.,+,2.9294176,2.6986287,2.736256
245,chr2,36967861,36967876,GATA3.Zf..DR4_103,.,-,2.624813,2.9607885,2.6630116
246,chr2,38720672,38720687,GATA3.Zf..DR4_103,.,+,2.4209533,2.6306586,2.4485006
247,chr2,43609624,43609639,GATA3.Zf..DR4_103,.,+,2.7005153,2.4791665,2.6981318
248,chr2,48344263,48344278,GATA3.Zf..DR4_103,.,-,2.0857954,2.4837153,2.0674348
249,chr2,48421052,48421067,GATA3.Zf..DR4_103,.,+,2.7941914,3.075422,2.8109436
250,chr2,53314896,53314911,GATA3.Zf..DR4_103,.,+,2.0573306,2.5320528,2.0508244
251,chr2,61771158,61771173,GATA3.Zf..DR4_103,.,+,2.0483723,2.5008233,2.0415587
252,chr2,72757359,72757374,GATA3.Zf..DR4_103,.,-,1.9036452,2.1522098,1.8984149
253,chr2,75493527,75493542,GATA3.Zf..DR4_103,.,-,2.4182048,2.7708511,2.375299
254,chr2,79859221,79859236,GATA3.Zf..DR4_103,.,-,2.3339605,2.314548,2.3533058
255,chr2,81598908,81598923,GATA3.Zf..DR4_103,.,-,2.627382,2.5511394,2.637153
256,chr2,85132796,85132811,GATA3.Zf..DR4_103,.,-,2.9122953,3.564949,2.9412918
257,chr2,86703652,86703667,GATA3.Zf..DR4_103,.,-,2.360869,2.3386292,2.3651314
258,chr2,98050367,98050382,GATA3.Zf..DR4_103,.,-,2.224797,2.2989883,2.146394
259,chr2,98909435,98909450,GATA3.Zf..DR4_103,.,+,2.704897,2.5552487,2.6910357
260,chr2,99158192,99158207,GATA3.Zf..DR4_103,.,-,2.6758752,2.4223819,2.6604254
261,chr2,99179061,99179076,GATA3.Zf..DR4_103,.,-,2.5577173,2.480146,2.6115315
262,chr2,100718341,100718356,GATA3.Zf..DR4_103,.,+,2.0449529,2.393601,2.0012913
263,chr2,102784119,102784134,GATA3.Zf..DR4_103,.,-,2.2953794,2.6809242,2.2822683
264,chr2,105005951,105005966,GATA3.Zf..DR4_103,.,+,2.5005798,2.6779323,2.5150094
265,chr2,106195170,106195185,GATA3.Zf..DR4_103,.,+,2.7237947,3.2331626,2.7851577
266,chr2,106542859,106542874,GATA3.Zf..DR4_103,.,-,2.5333643,2.4251995,2.5373886
267,chr2,108220193,108220208,GATA3.Zf..DR4_103,.,+,2.2882822,2.4467964,2.3246994
268,chr2,110219688,110219703,GATA3.Zf..DR4_103,.,+,2.5477002,2.4703598,2.613481
269,chr2,112254885,112254900,GATA3.Zf..DR4_103,.,+,3.4118626,3.0647955,3.4496846
270,chr2,113204312,113204327,GATA3.Zf..DR4_103,.,+,1.9943649,2.5057383,2.0041146
271,chr2,118123935,118123950,GATA3.Zf..DR4_103,.,-,2.2559562,2.38413,2.2710376
272,chr2,121648914,121648929,GATA3.Zf..DR4_103,.,-,3.1148524,3.2542179,3.1285217
273,chr2,127306240,127306255,GATA3.Zf..DR4_103,.,-,2.247406,2.6029537,2.2894416
274,chr2,135803455,135803470,GATA3.Zf..DR4_103,.,-,2.0613394,2.453963,2.0997508
275,chr2,135904784,135904799,GATA3.Zf..DR4_103,.,-,1.8858091,2.3826077,1.8779093
