,0,1,2,wt_count
54,chr1,36239928,36240262,2.3523912
55,chr1,36306064,36306526,3.5099096
56,chr1,36306790,36307261,3.6198964
57,chr1,37621816,37622316,2.682613
58,chr1,37911691,37912191,2.7133524
59,chr1,37930556,37931056,2.8237224
60,chr1,38858870,38859369,3.185851
61,chr1,39086488,39086988,2.682331
62,chr1,39110317,39110817,2.4273767
63,chr1,39115680,39116180,2.3651333
64,chr1,39142555,39143055,2.5774095
65,chr1,39154631,39155131,2.685744
66,chr1,39159166,39159666,2.645103
67,chr1,39167802,39168302,2.4106784
68,chr1,39249064,39249564,2.206257
69,chr1,39258595,39259095,2.3797617
70,chr1,39276062,39276562,2.4527988
71,chr1,39537005,39537505,2.6481748
72,chr1,39895040,39895540,2.311965
73,chr1,39940978,39941478,2.7652137
74,chr1,39947151,39947651,2.8279827
75,chr1,40107596,40108096,2.5858319
76,chr1,40167588,40168088,2.9265425
77,chr1,40691341,40691463,3.666264
78,chr1,42340080,42340476,2.5595906
79,chr1,42891257,42891757,2.723663
80,chr1,43269592,43270092,2.5758424
81,chr1,43282307,43282807,2.365868
82,chr1,43305897,43306397,2.3821023
83,chr1,43366104,43366604,2.7173157
84,chr1,44294759,44295259,2.902546
85,chr1,44328621,44329121,2.6609228
86,chr1,44693787,44694287,2.3014913
87,chr1,44730772,44730821,2.220725
88,chr1,44731135,44731272,2.5332398
89,chr1,44793537,44794037,2.3056958
90,chr1,45481894,45482394,2.3155177
91,chr1,45640177,45640677,2.375259
92,chr1,45643826,45644326,2.5034628
93,chr1,45667265,45667765,2.4659033
94,chr1,45730428,45730885,2.2961304
95,chr1,46288523,46289023,2.5143995
96,chr1,46341966,46342466,2.4680395
97,chr1,46606223,46606723,2.690486
98,chr1,46767608,46768108,2.5867705
99,chr1,48109540,48110040,2.6691496
100,chr1,51235323,51235823,2.6953316
101,chr1,51314280,51314780,2.5579553
102,chr1,51321227,51321727,2.8205621
103,chr1,51411101,51411601,2.3013163
104,chr1,51493816,51494316,2.4410863
105,chr1,51600487,51600987,2.593039
106,chr1,51740699,51741199,2.57025
107,chr1,52947501,52948001,2.589293
108,chr1,53185651,53186151,2.7042036
109,chr1,55089487,55089987,2.575245
110,chr1,56688533,56689033,2.849408
111,chr1,58584311,58584811,2.6372652
112,chr1,58628767,58629267,2.7743666
113,chr1,58762039,58762539,2.5590672
114,chr1,59242401,59242901,2.6924539
115,chr1,61142714,61143212,2.9367752
116,chr1,61153638,61154138,2.820501
117,chr1,61157079,61157579,2.3245766
118,chr1,62135671,62136171,2.850237
119,chr1,63403346,63403846,2.1739438
120,chr1,64766439,64766939,2.3503659
121,chr1,65195510,65196010,2.8175817
122,chr1,68496911,68497330,3.6236053
123,chr1,84206190,84206690,2.7668138
124,chr1,84367206,84367706,2.3224096
125,chr1,84370874,84371374,2.8418431
126,chr1,84386990,84387490,2.3203228
127,chr1,84511207,84511707,2.7474685
128,chr1,84628936,84629436,2.7453883
129,chr1,84632877,84633377,2.1644971
130,chr1,84634493,84634993,2.164085
131,chr1,84635266,84635766,2.8555446
132,chr1,85308095,85308556,2.7182193
133,chr1,86833551,86834051,2.851663
134,chr1,92994056,92994528,2.5303159
135,chr1,93147547,93148047,2.8634665
136,chr1,93275868,93276368,2.7638278
137,chr1,93844182,93844661,2.3907375
138,chr1,94022422,94022922,2.6128814
139,chr1,94300120,94300620,2.198
140,chr1,94772131,94772631,2.6745315
141,chr1,94801959,94802419,2.9449105
142,chr1,94898430,94898930,2.5658526
143,chr1,94912159,94912659,2.4083898
144,chr1,94919637,94920137,2.444983
145,chr1,95002560,95003060,2.8002374
146,chr1,95023617,95024117,2.4266112
147,chr1,95024474,95024974,2.7429578
148,chr1,97337590,97338090,2.5881493
149,chr1,100430356,100430856,2.2169206
150,chr1,109181314,109181742,2.2805166
151,chr1,109192182,109192682,2.4763165
152,chr1,109218485,109218985,2.7464278
153,chr1,109548342,109548826,3.8682418
154,chr1,109573772,109574272,2.3068874
155,chr1,109786431,109786931,2.6330435
156,chr1,110282080,110282580,2.6829743
157,chr1,110388508,110389008,2.4034007
158,chr1,110390828,110391328,2.3997097
159,chr1,110394010,110394510,2.5507069
160,chr1,110436680,110437180,2.4941921
161,chr1,114505162,114505585,2.5755548
162,chr1,116396667,116397167,2.6417627
163,chr1,116514777,116515277,2.859505
164,chr1,116568454,116568954,2.3925786
165,chr1,116619008,116619507,2.5156343
166,chr1,116710447,116710947,2.9044468
167,chr1,117826388,117826537,2.5130887
168,chr1,119373451,119373951,2.8740964
169,chr1,121483968,121484468,2.651637
170,chr1,145936530,145937030,2.784111
171,chr1,146032461,146032961,2.487184
172,chr1,149888277,149888278,3.7085257
173,chr1,149887778,149887864,3.7562435
174,chr1,149888332,149888778,3.4435747
175,chr1,149899317,149899797,3.1734304
176,chr1,150386516,150387016,2.6915603
177,chr1,150975960,150976460,2.5503898
178,chr1,151144691,151145191,2.7739716
179,chr1,151172999,151173499,2.7963462
180,chr1,151399249,151399749,3.1667325
181,chr1,151444610,151445110,2.4997282
182,chr1,151689390,151689890,2.6838775
183,chr1,151693038,151693538,2.825707
184,chr1,151733031,151733531,2.2416086
185,chr1,151734961,151735461,2.5859241
186,chr1,151795981,151796481,2.405247
187,chr1,151804018,151804518,2.5359895
188,chr1,151891803,151892303,2.5128636
189,chr1,153516435,153516935,2.5282168
190,chr1,153655214,153655714,2.53749
191,chr1,153733913,153734413,2.5253675
192,chr1,153923416,153923830,3.3977058
193,chr1,154176308,154176808,2.1605303
194,chr1,154207204,154207704,2.501668
195,chr1,154420160,154420660,2.0858135
196,chr1,154484250,154484750,2.6631153
197,chr1,154669619,154670119,2.4124389
198,chr1,155226841,155227340,3.3918037
199,chr1,155255207,155255674,3.3268826
200,chr1,155329943,155330443,2.7694974
201,chr1,155763411,155763911,2.5546715
202,chr1,155773139,155773639,2.6703236
203,chr1,155819517,155820017,2.526406
204,chr1,155980994,155981494,2.8175018
205,chr1,155993480,155993980,2.8207006
206,chr1,156004940,156005440,2.7788124
207,chr1,156090684,156091160,2.666105
208,chr1,156342354,156342854,2.5730999
209,chr1,156705920,156706391,3.568263
210,chr1,156796159,156796659,2.666575
211,chr1,160159804,160160304,2.8048608
212,chr1,160226135,160226635,2.4500349
213,chr1,160325268,160325768,2.6695483
214,chr1,160911581,160912081,2.596359
215,chr1,160916204,160916704,2.5090125
216,chr1,160916866,160917366,2.8307476
217,chr1,160949372,160949872,2.7160132
218,chr1,160951255,160951755,2.4872096
219,chr1,161138811,161139311,2.7447543
220,chr1,161351114,161351614,2.9917629
221,chr1,161612460,161612761,3.5239177
222,chr1,162392056,162392556,2.5641894
223,chr1,162539076,162539576,2.1516314
224,chr1,162554226,162554726,2.0648785
225,chr1,162596462,162596962,2.8679438
226,chr1,162691070,162691570,2.9487143
227,chr1,162753416,162753916,2.1913328
228,chr1,165114312,165114795,2.325452
229,chr1,165549889,165550389,2.629691
230,chr1,165601596,165602096,2.9062147
231,chr1,167059094,167059202,2.9017487
232,chr1,168082187,168082687,2.626721
233,chr1,169060760,169061260,2.5593488
234,chr1,169103836,169104336,2.3770444
235,chr1,169184896,169185396,2.4617465
236,chr1,169473067,169473567,2.3184237
237,chr1,169483882,169484382,3.236575
238,chr1,173454849,173455349,2.8372688
239,chr1,173507073,173507573,2.622157
240,chr1,174159208,174159708,4.142152
241,chr1,174407545,174408045,2.1217782
242,chr1,179047502,179048002,2.410212
243,chr1,179226686,179227186,2.6615815
244,chr1,179234493,179234993,2.468684
245,chr1,181011419,181011919,2.848217
246,chr1,181043308,181043808,2.3628018
247,chr1,181044480,181044980,2.5384765
248,chr1,181084091,181084591,2.4802072
249,chr1,181095785,181096243,2.2454872
250,chr1,181407131,181407631,2.3053184
251,chr1,182682247,182682747,2.4902823
252,chr1,182754724,182755224,3.160851
253,chr1,182809467,182809967,2.3634553
254,chr1,182974746,182975246,2.473069
255,chr1,182993589,182994089,2.366507
256,chr1,183030059,183030559,2.2700796
257,chr1,183034610,183035110,2.51054
258,chr1,183074200,183074700,2.2406826
259,chr1,183093815,183094315,2.2010841
260,chr1,183892202,183892697,2.7561407
261,chr1,184215520,184216020,2.5389042
262,chr1,184326237,184326708,2.4095967
263,chr1,184433889,184434389,2.7845554
264,chr1,186283359,186283859,2.7163286
265,chr1,192756871,192757371,2.55873
266,chr1,193338032,193338532,2.1038685
267,chr1,197868846,197869346,2.1692486
268,chr1,198156032,198156532,2.606858
269,chr1,198438845,198439345,2.6053655
270,chr1,200376471,200376971,3.056756
271,chr1,200416211,200416711,2.6335883
272,chr1,200488555,200489055,2.5069025
273,chr1,201600592,201601092,2.4507132
274,chr1,201752173,201752673,2.752993
275,chr1,201753401,201753901,2.5174098
276,chr1,201873924,201874424,2.5069292
277,chr1,202145304,202145804,2.4525146
278,chr1,203207676,203208176,2.4138365
279,chr1,204560302,204560802,3.0441444
280,chr1,204685346,204685846,3.5490837
281,chr1,205141536,205142036,2.6053936
282,chr1,205711033,205711526,2.7337537
283,chr1,207032732,207033119,2.518751
284,chr1,207049832,207050332,2.693407
285,chr1,207084630,207085127,2.2903662
286,chr1,210321114,210321614,2.6862667
287,chr1,211071190,211071690,2.5333438
288,chr1,211476258,211476758,2.7341547
289,chr1,211602202,211602702,2.7770789
290,chr1,211917856,211918356,2.5972142
291,chr1,212289888,212290388,2.7793188
292,chr1,212316046,212316546,2.759284
293,chr1,212833034,212833534,2.247159
294,chr1,217534886,217535386,2.803603
295,chr1,218809666,218810166,2.198429
296,chr1,218827999,218828499,2.386504
297,chr1,219039252,219039752,2.6875832
298,chr1,224354500,224355000,2.923901
299,chr1,224431242,224431742,2.2442098
300,chr1,224482599,224483099,2.5588279
301,chr1,224652206,224652706,2.5298436
302,chr1,224721093,224721593,3.1583543
303,chr1,224733232,224733732,3.0001123
304,chr1,224771295,224771795,2.6481843
305,chr1,225509272,225509772,3.205793
306,chr1,225763615,225764068,2.522013
307,chr1,226029434,226029934,2.5907738
308,chr1,227396624,227397124,2.4764926
309,chr1,228044962,228045462,2.569564
310,chr1,229257925,229258395,2.3569717
311,chr1,229453140,229453640,2.6087222
312,chr1,230382102,230382602,2.1801455
313,chr1,230968590,230969090,2.6471262
314,chr1,231046781,231047281,2.4237683
315,chr1,231337623,231337705,4.1401644
316,chr1,233935427,233935927,2.864783
317,chr1,233935949,233936449,2.6259818
318,chr1,234160885,234161385,2.39618
319,chr1,234223011,234223511,2.4691396
320,chr1,234624663,234625163,2.604272
321,chr1,234628170,234628670,2.6198921
322,chr1,245074170,245074670,2.500986
323,chr1,246302888,246303388,2.4554434
324,chr1,246306626,246307126,2.5231376
325,chr1,246492507,246493007,2.4510775
326,chr1,246501645,246502145,2.6799943
327,chr1,246503136,246503636,2.4893162
328,chr1,246534061,246534561,2.9593039
329,chr1,246569590,246570090,2.8530836
330,chr1,246827345,246827845,2.2432241
331,chr1,248837944,248838444,3.9109893
332,chr10,227213,227713,2.0469055
333,chr10,3493551,3494051,2.752838
334,chr10,5746110,5746610,2.9929543
335,chr10,5813225,5813228,4.1410303
336,chr10,7311070,7311570,2.543366
337,chr10,7340510,7341010,2.513946
338,chr10,7908602,7909102,2.398057
339,chr10,8159756,8160256,3.1834455
340,chr10,12629013,12629513,2.4818606
341,chr10,13099078,13099503,2.603538
342,chr10,13586676,13587137,3.1628926
343,chr10,14887295,14887795,3.0117202
344,chr10,17010358,17010858,2.7962432
345,chr10,17290153,17290653,2.451563
346,chr10,28375651,28376143,2.5259542
347,chr10,28627135,28627635,2.2727814
348,chr10,29725012,29725512,2.7919402
349,chr10,29735693,29736193,4.010389
350,chr10,31319279,31319307,3.7065134
351,chr10,31999391,31999891,2.3743136
352,chr10,47378219,47378719,2.7413893
353,chr10,68796540,68797040,2.3549016
354,chr10,69439803,69440303,2.400826
355,chr10,69780015,69780515,2.92303
356,chr10,71314203,71314703,2.5732954
357,chr10,71838896,71839396,2.6675003
358,chr10,71853915,71854415,2.5185513
359,chr10,71888861,71889097,3.2837927
360,chr10,72083293,72083793,2.6413803
361,chr10,72354723,72355223,3.7776155
362,chr10,72460980,72461480,2.3526983
363,chr10,72802020,72802520,2.5107749
364,chr10,72848411,72848911,2.4346826
365,chr10,72954817,72955317,2.788702
366,chr10,73218367,73218867,2.5127528
367,chr10,73577375,73577875,2.3820171
368,chr10,73759126,73759626,2.4687734
369,chr10,73830460,73830960,2.3444774
370,chr10,73850842,73851342,2.3441987
371,chr10,73886025,73886520,2.451908
372,chr10,73957228,73957728,2.542151
373,chr10,74056299,74056799,2.4020767
374,chr10,75132060,75132560,2.5831702
375,chr10,78038094,78038594,2.6995726
376,chr10,78212046,78212546,2.418262
377,chr10,79507573,79508073,2.7584205
378,chr10,79585984,79586484,2.4723494
379,chr10,79604994,79605494,2.9166555
380,chr10,79610492,79610992,2.49468
381,chr10,79628087,79628587,2.6679168
382,chr10,79933932,79934432,2.8818333
383,chr10,93445581,93446061,2.4978585
384,chr10,95273424,95273924,2.798792
385,chr10,95329850,95330350,2.7896943
386,chr10,97291798,97292225,3.1037483
387,chr10,97447945,97448445,2.6499429
388,chr10,97647398,97647898,2.5798893
389,chr10,97701352,97701805,2.4826705
390,chr10,99930766,99931266,2.673965
391,chr10,100334809,100335309,2.3950098
392,chr10,101814722,101815222,2.850525
393,chr10,102135878,102136378,2.406736
394,chr10,102208197,102208697,2.545993
395,chr10,102267911,102268411,2.6096003
396,chr10,102280423,102280923,2.6055129
397,chr10,102310796,102311296,2.5368292
398,chr10,102563303,102563803,2.553606
399,chr10,103369538,103370038,2.4300752
400,chr10,103431903,103432403,2.3937602
401,chr10,103760880,103761380,2.5193238
402,chr10,104117539,104118039,2.4205005
403,chr10,104254584,104255059,3.0858417
404,chr10,104348317,104348817,2.629892
405,chr10,110609596,110610096,2.797001
406,chr10,110641153,110641653,2.6120017
407,chr10,111137001,111137501,2.5031445
408,chr10,112402568,112403068,2.711872
409,chr10,113680243,113680743,3.0756004
410,chr10,113735843,113736343,2.469842
411,chr10,113927277,113927777,2.431099
412,chr10,114788163,114788663,2.2843385
413,chr10,123013961,123014461,2.751288
414,chr10,123043287,123043672,2.5066118
415,chr10,124695904,124696404,2.8542185
416,chr10,125768044,125768544,2.565393
417,chr10,127991240,127991740,2.6036396
418,chr10,132980079,132980579,4.272966
419,chr11,699850,700350,2.394168
420,chr11,952197,952697,2.485669
421,chr11,3807810,3808276,2.8504565
422,chr11,3866163,3866663,2.6380112
423,chr11,3971875,3972375,2.478085
424,chr11,5204819,5205319,2.4467797
425,chr11,6597235,6597735,2.3866172
426,chr11,6604155,6604655,2.5076344
427,chr11,6926239,6926557,3.2863805
428,chr11,8544788,8545288,2.439085
429,chr11,8566304,8566804,2.7160447
430,chr11,8604917,8605417,3.0575686
431,chr11,8729593,8730093,2.767855
432,chr11,8740350,8740850,2.9040337
433,chr11,8863726,8864226,3.043264
434,chr11,8988554,8989054,2.9258995
435,chr11,8989397,8989897,2.5135946
436,chr11,9037779,9038279,2.4971433
437,chr11,9363256,9363756,2.5482175
438,chr11,9384348,9384804,3.4888244
439,chr11,10669375,10669875,2.527571
440,chr11,10818425,10818925,2.5250754
441,chr11,11832854,11833354,2.526283
442,chr11,12581734,12582234,2.8399174
443,chr11,12598764,12599264,2.7551432
444,chr11,12599333,12599833,3.0774925
445,chr11,13211831,13212331,2.6629086
446,chr11,13249325,13249825,2.7522364
447,chr11,17025304,17025804,2.2507818
448,chr11,18325728,18326228,2.5705602
449,chr11,18762108,18762608,2.1432605
450,chr11,22749535,22750035,3.0521817
451,chr11,27392586,27393074,2.6635134
452,chr11,33775675,33776175,2.4638467
453,chr11,44581182,44581682,2.4470513
454,chr11,45965042,45965542,2.6282995
455,chr11,46308495,46308981,2.2703784
456,chr11,47489596,47490096,2.5880232
457,chr11,47523193,47523693,2.4316823
458,chr11,47526942,47527442,2.478965
459,chr11,57452661,57453161,2.7192967
460,chr11,57480245,57480745,2.21634
461,chr11,57501758,57502258,2.52881
462,chr11,57641454,57641954,2.816165
463,chr11,58787990,58788490,2.6175213
464,chr11,59208982,59209482,2.6199293
465,chr11,59680462,59680962,2.225667
466,chr11,59711930,59712430,2.5538635
467,chr11,59755084,59755342,3.5945668
468,chr11,59765021,59765521,2.457142
469,chr11,59775385,59775885,2.663179
470,chr11,59779235,59779735,2.5162935
471,chr11,60830969,60831467,2.9779038
472,chr11,61885270,61885770,2.5723798
473,chr11,62556088,62556550,2.6801376
474,chr11,62560510,62560858,2.9090657
475,chr11,62599139,62599577,2.618661
476,chr11,62719351,62719851,2.4061089
477,chr11,63032309,63032809,2.9444323
478,chr11,63262603,63263103,2.9782755
479,chr11,64096799,64097299,2.6247973
480,chr11,64270625,64271125,2.942058
481,chr11,64273284,64273783,2.2804632
482,chr11,65043817,65044233,2.6717548
483,chr11,65290409,65290909,2.7106032
484,chr11,65455024,65455447,3.0496407
485,chr11,65653509,65654009,2.8324604
486,chr11,65720562,65721062,3.8814929
487,chr11,65810016,65810516,2.4645264
488,chr11,65961411,65961796,3.8837404
489,chr11,66113050,66113550,2.5474591
490,chr11,66438586,66438689,2.854053
491,chr11,66749014,66749514,2.8065505
492,chr11,66834194,66834612,2.5020337
493,chr11,67548576,67549004,2.4428248
494,chr11,67582491,67582881,2.4597592
495,chr11,69088582,69089082,2.7280464
496,chr11,70326224,70326724,2.5768127
497,chr11,71361716,71362216,5.016833
498,chr11,71362312,71362812,6.6359854
499,chr11,72352774,72353274,2.5423255
500,chr11,72363141,72363641,2.794335
501,chr11,72734134,72734634,2.5365505
502,chr11,73252825,73253325,2.3704567
503,chr11,73269701,73270201,2.397943
504,chr11,73662740,73663240,2.1677613
505,chr11,73716575,73716587,2.5048537
506,chr11,74169851,74170351,2.485754
507,chr11,74175875,74176375,2.6087317
508,chr11,74179612,74180112,2.5916257
509,chr11,74185678,74186178,2.3306172
510,chr11,74265386,74265886,2.7257261
511,chr11,74280433,74280933,2.230886
512,chr11,74952572,74953072,2.5312486
513,chr11,78037077,78037577,2.3521886
514,chr11,78151317,78151817,2.8508554
515,chr11,86588437,86588937,2.5657887
516,chr11,86592229,86592729,2.4987016
517,chr11,86664876,86665376,2.5838108
518,chr11,86668862,86669362,2.8590608
519,chr11,86814810,86815310,2.6269162
520,chr11,86844728,86845228,2.3595107
521,chr11,89147167,89147643,2.6831646
522,chr11,93216685,93217185,2.8585038
523,chr11,93784613,93785113,3.4628515
524,chr11,95076460,95076882,2.6833544
525,chr11,100785303,100785803,3.0441208
526,chr11,102476770,102477251,2.771535
527,chr11,106121522,106122022,2.6810992
528,chr11,109999890,110000390,2.6144187
529,chr11,111291016,111291516,2.459566
530,chr11,111302234,111302734,2.5213923
531,chr11,111307344,111307844,2.3209972
532,chr11,111309544,111310044,2.7802448
533,chr11,111807995,111808495,2.7735846
534,chr11,111922870,111923370,2.3178551
535,chr11,118084231,118084731,2.5008647
536,chr11,118319541,118320041,2.6999722
537,chr11,118749305,118749805,2.515946
538,chr11,118989538,118990038,2.2213552
539,chr11,120877628,120878128,2.9461114
540,chr11,121456087,121456587,2.658959
541,chr11,121464597,121465097,2.9606156
542,chr11,124725094,124725594,2.7354121
543,chr11,125990291,125990791,2.7915578
544,chr11,126007308,126007808,2.8827748
545,chr11,126084482,126084982,2.703023
546,chr11,126130280,126130780,2.8372018
547,chr11,126231632,126232132,2.8786452
548,chr11,128954199,128954699,2.1986465
549,chr11,130003498,130003998,3.1474357
550,chr12,219786,220286,2.4435809
551,chr12,640833,641333,2.501507
552,chr12,2856981,2857481,2.6254735
553,chr12,2902415,2902915,2.9838955
554,chr12,2921382,2921882,2.7744687
555,chr12,4571694,4572194,2.574706
556,chr12,6332619,6333119,2.7612488
557,chr12,6360745,6361245,2.6621811
558,chr12,6471883,6472383,2.5583732
559,chr12,6493053,6493537,3.590156
560,chr12,6765961,6766442,3.3551211
561,chr12,6904569,6905058,3.2428155
562,chr12,6988962,6989462,2.8646178
563,chr12,6995883,6996383,2.482878
564,chr12,7092400,7092696,2.5073984
565,chr12,7125278,7125778,2.4649549
566,chr12,8731274,8731774,2.5344005
567,chr12,8860406,8860906,2.4914942
568,chr12,9662433,9662933,2.5182073
569,chr12,9814127,9814606,2.4786577
570,chr12,10132236,10132736,2.7016287
571,chr12,10152883,10153383,3.0140753
572,chr12,10365140,10365324,2.7262988
573,chr12,12725746,12726004,3.5371494
574,chr12,12779507,12779940,2.7466154
575,chr12,12792015,12792515,2.431305
576,chr12,12916190,12916645,3.267544
577,chr12,12983234,12983734,2.7223628
578,chr12,13086334,13086834,2.9476407
579,chr12,13390454,13390802,2.4915805
580,chr12,14582797,14583297,3.2016912
581,chr12,14716733,14717233,2.589354
582,chr12,14810507,14811007,2.5814795
583,chr12,16385935,16386435,3.1792493
584,chr12,20864138,20864638,2.4597063
585,chr12,22408516,22409016,2.6993237
586,chr12,22415581,22416081,2.5970507
587,chr12,22416676,22417176,2.2325735
588,chr12,31471835,31472335,2.5272405
589,chr12,31517865,31518365,2.569141
590,chr12,32692192,32692692,2.4928284
591,chr12,40216818,40217318,2.919766
592,chr12,41507375,41507875,2.9280422
593,chr12,42024105,42024597,2.6843276
594,chr12,42235472,42235972,2.2603595
595,chr12,43882492,43882992,2.4938326
596,chr12,45533967,45534467,2.5048845
597,chr12,45705179,45705679,2.5702648
598,chr12,46446633,46447133,2.4124856
599,chr12,47087945,47088445,2.6725154
600,chr12,47095728,47096228,2.2195482
601,chr12,47189734,47190234,2.8041527
602,chr12,47264129,47264629,2.3099308
603,chr12,47754774,47755204,2.6857738
604,chr12,48150608,48151108,2.6440408
605,chr12,48786639,48787139,2.3961504
606,chr12,48887099,48887599,2.5969703
607,chr12,49009941,49010441,2.4765434
608,chr12,49095604,49096104,2.6314528
609,chr12,49358605,49359085,2.5663242
610,chr12,49471220,49471720,2.4349928
611,chr12,49609066,49609566,2.5778503
612,chr12,49683830,49684330,2.8437934
613,chr12,49809527,49810027,2.5161583
614,chr12,50117194,50117694,2.4981506
615,chr12,50151263,50151763,2.8671732
616,chr12,50411078,50411578,2.0467174
617,chr12,50619919,50620419,2.3025165
618,chr12,50763760,50764215,3.6945295
619,chr12,51335845,51336345,2.6977348
620,chr12,51429989,51430489,2.591251
621,chr12,52074995,52075495,2.7172947
622,chr12,52213914,52213941,2.4033961
623,chr12,53061385,53061885,2.4704893
624,chr12,53123465,53123965,2.4344237
625,chr12,53174794,53175294,2.6277673
626,chr12,53190054,53190317,2.350996
627,chr12,53251009,53251509,2.227331
628,chr12,53258551,53259051,2.415998
629,chr12,53455808,53456308,2.891788
630,chr12,53483729,53484229,2.7637944
631,chr12,53487390,53487890,2.4682078
632,chr12,53538368,53538529,2.525231
633,chr12,53805651,53806151,2.5019498
634,chr12,53807244,53807744,2.8361804
635,chr12,54158635,54159135,2.4984083
636,chr12,55681056,55681556,2.4118588
637,chr12,55729496,55729996,3.0429802
638,chr12,55929983,55930483,2.5049148
639,chr12,56035572,56036072,2.4125936
640,chr12,56086124,56086509,2.5275187
641,chr12,56087124,56087617,2.1720653
642,chr12,56302370,56302870,2.8144183
643,chr12,56593808,56594308,2.7184458
644,chr12,57401033,57401533,2.3283098
645,chr12,57837952,57838452,2.4904788
646,chr12,57840661,57841161,2.4590793
647,chr12,57886569,57887069,2.1595905
648,chr12,57905300,57905796,2.8001351
649,chr12,62673024,62673524,2.847261
650,chr12,64392177,64392677,2.612555
651,chr12,64715691,64716191,2.9446087
652,chr12,64716255,64716755,2.904564
653,chr12,64887053,64887553,2.5505648
654,chr12,68629980,68630480,2.3448508
655,chr12,69476388,69476888,2.6353703
656,chr12,69540476,69540976,2.7744064
657,chr12,69540997,69541497,2.54106
658,chr12,70242593,70243093,3.0811687
659,chr12,75184597,75185097,2.4557142
660,chr12,75560128,75560628,2.3704138
661,chr12,78314958,78315458,2.97507
662,chr12,79697839,79698339,2.585066
663,chr12,79834117,79834617,2.4808183
664,chr12,79834696,79835196,2.5918913
665,chr12,91130863,91131363,2.9252148
666,chr12,93809813,93810313,2.5134764
667,chr12,93823485,93823985,2.482657
668,chr12,93827601,93828101,2.6467252
669,chr12,93877408,93877908,2.8783436
670,chr12,94135338,94135838,2.701069
671,chr12,94152641,94153141,2.7206483
672,chr12,94161360,94161860,2.9028373
673,chr12,94262199,94262699,2.7372174
674,chr12,94427718,94428218,2.4553185
675,chr12,94445304,94445804,2.5564976
676,chr12,94644634,94645134,2.5182698
677,chr12,95802888,95803388,2.4867687
678,chr12,96021571,96022071,2.3316562
679,chr12,96516632,96517132,2.4199903
680,chr12,98595082,98595582,2.749528
681,chr12,98656860,98657360,2.6548843
682,chr12,100295949,100296449,2.5829024
683,chr12,102051343,102051762,2.7071247
684,chr12,103929255,103929657,3.2258782
685,chr12,104952765,104953265,2.9403396
686,chr12,105020202,105020702,2.409237
687,chr12,107078979,107079479,2.9118454
688,chr12,108102280,108102780,2.588479
689,chr12,108955248,108955748,2.8426123
690,chr12,108967724,108968224,2.8923597
691,chr12,109443741,109444241,2.7672157
692,chr12,109509857,109510357,3.1530023
693,chr12,109996130,109996613,3.238542
694,chr12,110002812,110003312,2.3842454
695,chr12,112141188,112141688,2.3393934
696,chr12,112239885,112240385,2.5572264
697,chr12,115683204,115683704,2.5860393
698,chr12,115696847,115697347,2.7446384
699,chr12,115697348,115697848,2.8874815
700,chr12,115719110,115719610,2.9938765
701,chr12,115753033,115753440,2.283323
702,chr12,116376280,116376780,2.4423761
703,chr12,116388952,116389452,3.124186
704,chr12,118165026,118165526,2.950646
705,chr12,118359118,118359618,2.7130613
706,chr12,119669743,119670243,2.8009992
