,0,1,2,3,4,5,WT,negative_control,test
40,chr1,54409419,54409434,GATA3.Zf..DR4_103,.,-,3.3097525,2.9905534,3.2104614
41,chr1,54641276,54641291,GATA3.Zf..DR4_103,.,-,3.08256,3.0059266,3.0481532
42,chr1,56032487,56032502,GATA3.Zf..DR4_103,.,-,3.0685806,3.211258,3.0479257
43,chr1,56398133,56398148,GATA3.Zf..DR4_103,.,-,3.4721038,3.0271528,3.3550625
44,chr1,56941292,56941307,GATA3.Zf..DR4_103,.,+,3.5494838,3.0868404,3.479266
45,chr1,56941336,56941351,GATA3.Zf..DR4_103,.,+,3.5912945,3.2485325,3.4689221
46,chr1,56941383,56941398,GATA3.Zf..DR4_103,.,+,3.628392,3.0749183,3.644627
47,chr1,56941443,56941458,GATA3.Zf..DR4_103,.,+,3.6629915,3.1274796,3.5937953
48,chr1,56941463,56941478,GATA3.Zf..DR4_103,.,+,3.6716032,3.121031,3.5957794
49,chr1,56941503,56941518,GATA3.Zf..DR4_103,.,+,3.6828113,3.2698922,3.7143028
50,chr1,56941511,56941526,GATA3.Zf..DR4_103,.,+,3.685236,3.090201,3.670044
51,chr1,56941515,56941530,GATA3.Zf..DR4_103,.,+,3.685218,3.178566,3.6843295
52,chr1,56941519,56941534,GATA3.Zf..DR4_103,.,+,3.686796,3.2767644,3.680746
53,chr1,56941523,56941538,GATA3.Zf..DR4_103,.,+,3.687459,3.2100418,3.72387
54,chr1,56941527,56941542,GATA3.Zf..DR4_103,.,+,3.6904502,3.15412,3.6723773
55,chr1,56941531,56941546,GATA3.Zf..DR4_103,.,+,3.6935081,3.2054794,3.6957383
56,chr1,56941535,56941550,GATA3.Zf..DR4_103,.,+,3.696369,3.150228,3.6553664
57,chr1,56941539,56941554,GATA3.Zf..DR4_103,.,+,3.6962428,3.1754365,3.648384
58,chr1,59150900,59150915,GATA3.Zf..DR4_103,.,-,3.3522344,3.078752,3.3409843
59,chr1,61144132,61144147,GATA3.Zf..DR4_103,.,+,3.1045735,3.0549898,3.1039343
60,chr1,61496542,61496557,GATA3.Zf..DR4_103,.,-,3.3785768,3.1034973,3.364392
61,chr1,63920568,63920583,GATA3.Zf..DR4_103,.,-,3.7973628,3.4445388,3.6713715
62,chr1,64343683,64343698,GATA3.Zf..DR4_103,.,+,3.476476,3.3636944,3.4312637
63,chr1,64746115,64746130,GATA3.Zf..DR4_103,.,+,3.208157,4.26716,3.1949596
64,chr1,68276575,68276590,GATA3.Zf..DR4_103,.,-,3.2365398,3.0452285,3.1283624
65,chr1,71836010,71836025,GATA3.Zf..DR4_103,.,+,3.0746477,3.075697,2.8953986
66,chr1,72000721,72000736,GATA3.Zf..DR4_103,.,-,3.05789,3.0465994,3.0870728
67,chr1,75962032,75962047,GATA3.Zf..DR4_103,.,+,3.3520868,3.0568528,3.3026204
68,chr1,76386627,76386642,GATA3.Zf..DR4_103,.,+,3.3046834,3.0872068,3.1702535
69,chr1,76687731,76687746,GATA3.Zf..DR4_103,.,+,3.613249,3.2531364,3.6032557
70,chr1,77900700,77900715,GATA3.Zf..DR4_103,.,-,3.1773746,3.152498,3.1941
71,chr1,77900763,77900778,GATA3.Zf..DR4_103,.,-,3.1608005,3.0429215,3.132346
72,chr1,84834418,84834433,GATA3.Zf..DR4_103,.,+,3.2091675,3.210319,3.253762
73,chr1,85339361,85339376,GATA3.Zf..DR4_103,.,-,3.291404,3.2145894,3.3093338
74,chr1,86871250,86871265,GATA3.Zf..DR4_103,.,+,3.4677513,3.4088638,3.3179016
75,chr1,86970990,86971005,GATA3.Zf..DR4_103,.,+,3.1175342,3.1461961,3.0877767
76,chr1,94854429,94854444,GATA3.Zf..DR4_103,.,-,3.2887447,3.2926788,3.2985673
77,chr1,94962885,94962900,GATA3.Zf..DR4_103,.,-,3.0519514,3.2897117,3.0248525
78,chr1,97193163,97193178,GATA3.Zf..DR4_103,.,+,3.6528897,3.0899503,3.556268
79,chr1,100884347,100884362,GATA3.Zf..DR4_103,.,+,3.4407985,3.0624251,3.5029988
80,chr1,102610303,102610318,GATA3.Zf..DR4_103,.,-,3.2296746,3.1339104,3.2110925
81,chr1,106134837,106134852,GATA3.Zf..DR4_103,.,+,3.0900936,3.1097236,3.0834396
82,chr1,108726133,108726148,GATA3.Zf..DR4_103,.,-,2.9991536,3.273814,2.901897
83,chr1,110049520,110049535,GATA3.Zf..DR4_103,.,-,3.1232631,3.1963494,3.1327982
84,chr1,110339344,110339359,GATA3.Zf..DR4_103,.,+,5.565532,4.824377,5.520335
85,chr1,112369668,112369683,GATA3.Zf..DR4_103,.,-,3.4076684,3.2119918,3.4147835
86,chr1,112369709,112369724,GATA3.Zf..DR4_103,.,-,3.4282053,3.1560695,3.4467971
87,chr1,112369744,112369759,GATA3.Zf..DR4_103,.,-,3.4453213,3.2207553,3.4426541
88,chr1,112792244,112792259,GATA3.Zf..DR4_103,.,+,3.4625478,3.2006454,3.4148445
89,chr1,113040297,113040312,GATA3.Zf..DR4_103,.,-,3.114238,3.2610955,3.0025873
90,chr1,114435302,114435317,GATA3.Zf..DR4_103,.,+,3.091003,3.2960854,3.1268978
91,chr1,116489660,116489675,GATA3.Zf..DR4_103,.,-,3.3547218,3.035017,3.3168197
92,chr1,119766501,119766516,GATA3.Zf..DR4_103,.,+,3.1798964,3.1299708,3.1669142
93,chr1,145607767,145607782,GATA3.Zf..DR4_103,.,-,4.458109,4.2986403,4.503997
94,chr1,145765755,145765770,GATA3.Zf..DR4_103,.,+,3.2553682,3.3764896,3.1925197
95,chr1,145979645,145979660,GATA3.Zf..DR4_103,.,+,3.5938582,3.2419372,3.293631
96,chr1,146013095,146013110,GATA3.Zf..DR4_103,.,-,3.6196477,3.351574,3.6364193
97,chr1,147928170,147928185,GATA3.Zf..DR4_103,.,-,4.6077247,4.148467,4.608823
98,chr1,151885473,151885488,GATA3.Zf..DR4_103,.,-,3.1476765,3.0919452,3.1542199
99,chr1,152048435,152048450,GATA3.Zf..DR4_103,.,+,3.9466124,3.3202267,3.959748
100,chr1,153750959,153750974,GATA3.Zf..DR4_103,.,-,3.3582895,3.1206193,3.3849235
101,chr1,155140772,155140787,GATA3.Zf..DR4_103,.,+,3.9136353,3.7609992,3.9224057
102,chr1,159669201,159669216,GATA3.Zf..DR4_103,.,+,3.2718332,2.9891868,3.2745736
103,chr1,164772089,164772104,GATA3.Zf..DR4_103,.,-,3.3468337,3.218872,3.3543994
104,chr1,168321035,168321050,GATA3.Zf..DR4_103,.,+,3.527333,3.0978427,3.558086
105,chr1,168479590,168479605,GATA3.Zf..DR4_103,.,-,2.7883568,3.1277492,2.802986
106,chr1,168972514,168972529,GATA3.Zf..DR4_103,.,+,3.134118,3.1344552,3.077992
107,chr1,168972534,168972549,GATA3.Zf..DR4_103,.,+,3.1431684,3.1215968,3.1598198
108,chr1,168972538,168972553,GATA3.Zf..DR4_103,.,+,3.1440873,3.1400843,3.2059562
109,chr1,168972556,168972571,GATA3.Zf..DR4_103,.,+,3.1497695,3.12379,3.1421983
110,chr1,168972560,168972575,GATA3.Zf..DR4_103,.,+,3.1508107,3.1122875,3.1930273
111,chr1,168972564,168972579,GATA3.Zf..DR4_103,.,+,3.1517646,3.061388,3.1445966
112,chr1,168972568,168972583,GATA3.Zf..DR4_103,.,+,3.1536484,3.097513,3.16511
113,chr1,168972592,168972607,GATA3.Zf..DR4_103,.,+,3.1672006,3.129748,2.9978077
114,chr1,169110020,169110035,GATA3.Zf..DR4_103,.,-,3.689868,3.210231,3.6110084
115,chr1,169572210,169572225,GATA3.Zf..DR4_103,.,-,3.4445336,3.2935233,3.4453914
116,chr1,172934073,172934088,GATA3.Zf..DR4_103,.,+,3.9018435,3.1891332,3.8538604
117,chr1,173394919,173394934,GATA3.Zf..DR4_103,.,+,3.1518128,3.0612597,3.127043
118,chr1,173394923,173394938,GATA3.Zf..DR4_103,.,+,3.1507921,3.0766656,3.1665637
119,chr1,173394927,173394942,GATA3.Zf..DR4_103,.,+,3.1515079,2.8786478,3.1465847
120,chr1,173394931,173394946,GATA3.Zf..DR4_103,.,+,3.1519103,2.985358,3.1450133
121,chr1,173394989,173395004,GATA3.Zf..DR4_103,.,+,3.1452925,3.0597491,3.1232996
122,chr1,173394993,173395008,GATA3.Zf..DR4_103,.,+,3.144818,3.0095983,3.1563456
123,chr1,173394997,173395012,GATA3.Zf..DR4_103,.,+,3.144787,3.0252464,3.1508374
124,chr1,173395001,173395016,GATA3.Zf..DR4_103,.,+,3.1436858,2.9741306,3.171584
125,chr1,173395005,173395020,GATA3.Zf..DR4_103,.,+,3.1428375,3.0846803,3.1346688
126,chr1,173395009,173395024,GATA3.Zf..DR4_103,.,+,3.1412544,2.9476397,3.1729689
127,chr1,173395013,173395028,GATA3.Zf..DR4_103,.,+,3.1403632,3.088499,3.1380432
128,chr1,173395017,173395032,GATA3.Zf..DR4_103,.,+,3.138663,3.019054,3.1849084
129,chr1,173395021,173395036,GATA3.Zf..DR4_103,.,+,3.1388967,3.0094385,3.128434
130,chr1,173395036,173395051,GATA3.Zf..DR4_103,.,+,3.1353903,3.0991423,3.1679475
131,chr1,173395040,173395055,GATA3.Zf..DR4_103,.,+,3.1347804,2.9528008,3.147409
132,chr1,173395044,173395059,GATA3.Zf..DR4_103,.,+,3.1344588,3.0008464,3.1629415
133,chr1,173395048,173395063,GATA3.Zf..DR4_103,.,+,3.1328232,2.9349391,3.1292393
134,chr1,173395052,173395067,GATA3.Zf..DR4_103,.,+,3.1318173,3.1218357,3.150047
135,chr1,173395056,173395071,GATA3.Zf..DR4_103,.,+,3.1306603,3.0140753,3.1493363
136,chr1,173395060,173395075,GATA3.Zf..DR4_103,.,+,3.1307602,3.0202057,3.124222
137,chr1,173395064,173395079,GATA3.Zf..DR4_103,.,+,3.1294749,3.0507617,3.123065
138,chr1,173876762,173876777,GATA3.Zf..DR4_103,.,-,3.2351215,3.3598104,3.252931
139,chr1,175155120,175155135,GATA3.Zf..DR4_103,.,-,3.7321143,3.330072,3.7066493
140,chr1,175269403,175269418,GATA3.Zf..DR4_103,.,+,3.3661115,3.0109932,3.3239522
141,chr1,175269455,175269470,GATA3.Zf..DR4_103,.,+,3.3234565,2.953609,3.3089366
142,chr1,176904531,176904546,GATA3.Zf..DR4_103,.,-,3.057271,3.4742265,3.044354
143,chr1,178323222,178323237,GATA3.Zf..DR4_103,.,+,3.1026053,2.9995399,3.1200461
144,chr1,179876620,179876635,GATA3.Zf..DR4_103,.,-,3.5180678,3.3067627,3.5268135
145,chr1,180080402,180080417,GATA3.Zf..DR4_103,.,-,3.7399666,3.1765501,3.7362976
146,chr1,180574554,180574569,GATA3.Zf..DR4_103,.,-,3.242825,3.3038635,3.162742
147,chr1,180691412,180691427,GATA3.Zf..DR4_103,.,-,3.1292696,3.0146036,3.0374286
148,chr1,180827497,180827512,GATA3.Zf..DR4_103,.,-,3.4021683,3.1555717,3.4081936
149,chr1,183543522,183543537,GATA3.Zf..DR4_103,.,+,2.8137407,3.006006,2.8040586
150,chr1,183623254,183623269,GATA3.Zf..DR4_103,.,+,3.0826964,3.2907784,3.0542254
151,chr1,184190645,184190660,GATA3.Zf..DR4_103,.,+,3.2848732,3.1810725,3.2719948
152,chr1,184405897,184405912,GATA3.Zf..DR4_103,.,-,2.8229961,2.9865122,2.7967458
153,chr1,184405902,184405917,GATA3.Zf..DR4_103,.,-,2.8235204,3.0904841,2.7987692
154,chr1,185158470,185158485,GATA3.Zf..DR4_103,.,-,3.4993606,3.6929805,3.5445492
155,chr1,186943985,186944000,GATA3.Zf..DR4_103,.,+,3.6880152,3.0375679,3.5225163
156,chr1,186944086,186944101,GATA3.Zf..DR4_103,.,+,3.751069,2.9762702,3.6877284
157,chr1,191823930,191823945,GATA3.Zf..DR4_103,.,-,3.2812808,3.1980565,3.3077226
158,chr1,192702346,192702361,GATA3.Zf..DR4_103,.,-,3.3716874,3.005672,3.247579
159,chr1,192862133,192862148,GATA3.Zf..DR4_103,.,-,3.536847,3.2376251,3.556858
160,chr1,197783751,197783766,GATA3.Zf..DR4_103,.,+,3.4512446,3.0710392,3.3520343
161,chr1,200640122,200640137,GATA3.Zf..DR4_103,.,+,3.5151072,3.7005184,3.46853
162,chr1,201512360,201512375,GATA3.Zf..DR4_103,.,-,3.3181174,3.3805,3.310667
163,chr1,201895961,201895976,GATA3.Zf..DR4_103,.,-,3.4016027,3.0267282,3.4111037
164,chr1,202343786,202343801,GATA3.Zf..DR4_103,.,+,2.7301476,3.258675,2.7520835
165,chr1,202568921,202568936,GATA3.Zf..DR4_103,.,+,3.758872,3.0174146,3.7587533
166,chr1,202746655,202746670,GATA3.Zf..DR4_103,.,+,3.0952263,3.0530343,3.0150704
167,chr1,203340098,203340113,GATA3.Zf..DR4_103,.,-,3.5404475,3.0600429,3.5758083
168,chr1,204417980,204417995,GATA3.Zf..DR4_103,.,-,3.3631506,3.1817727,3.3612823
169,chr1,204860248,204860263,GATA3.Zf..DR4_103,.,-,3.0574455,3.2335777,2.9972486
170,chr1,204916417,204916432,GATA3.Zf..DR4_103,.,-,3.3208907,3.1574745,3.3398921
171,chr1,206122787,206122802,GATA3.Zf..DR4_103,.,+,3.289955,3.1229343,3.2545693
172,chr1,207579361,207579376,GATA3.Zf..DR4_103,.,+,3.4817047,3.154231,3.4699001
173,chr1,207868235,207868250,GATA3.Zf..DR4_103,.,-,3.451841,3.9922314,3.4620807
174,chr1,211344407,211344422,GATA3.Zf..DR4_103,.,-,3.384754,3.3249252,3.2391877
175,chr1,211603476,211603491,GATA3.Zf..DR4_103,.,-,3.1322496,3.1354823,3.0471494
176,chr1,211614154,211614169,GATA3.Zf..DR4_103,.,+,3.2887154,3.3410447,3.2566533
177,chr1,211928462,211928477,GATA3.Zf..DR4_103,.,-,3.5975652,3.0967631,3.5370827
178,chr1,212596481,212596496,GATA3.Zf..DR4_103,.,+,3.3942306,3.2460823,3.4122987
179,chr1,214615374,214615389,GATA3.Zf..DR4_103,.,+,3.4996824,3.1846194,3.5460258
180,chr1,215027203,215027218,GATA3.Zf..DR4_103,.,-,3.3683555,2.9105206,3.3798668
181,chr1,217083414,217083429,GATA3.Zf..DR4_103,.,+,3.2317407,3.083027,3.2492294
182,chr1,219310485,219310500,GATA3.Zf..DR4_103,.,+,3.3591268,2.9296536,3.3909237
183,chr1,223706648,223706663,GATA3.Zf..DR4_103,.,+,3.2868834,3.1588027,3.148787
184,chr1,223815027,223815042,GATA3.Zf..DR4_103,.,-,2.9782915,3.4208767,2.9689116
185,chr1,224277146,224277161,GATA3.Zf..DR4_103,.,+,3.2135036,3.0561357,3.2102478
186,chr1,225655718,225655733,GATA3.Zf..DR4_103,.,-,3.315616,3.3366132,3.3459992
187,chr1,226512275,226512290,GATA3.Zf..DR4_103,.,-,3.3072822,3.14898,3.2906013
188,chr1,228385181,228385196,GATA3.Zf..DR4_103,.,+,3.3574176,3.431249,3.2494702
189,chr1,228385261,228385276,GATA3.Zf..DR4_103,.,+,3.3662255,3.2348244,3.395305
190,chr1,228430470,228430485,GATA3.Zf..DR4_103,.,-,3.1636648,3.2213256,3.2196624
191,chr1,229141889,229141904,GATA3.Zf..DR4_103,.,-,3.228876,3.104917,3.2567725
192,chr1,229507883,229507898,GATA3.Zf..DR4_103,.,+,4.0519204,4.022685,4.0286126
193,chr1,229553761,229553776,GATA3.Zf..DR4_103,.,-,3.3864853,3.3406167,3.3338141
194,chr1,230035154,230035169,GATA3.Zf..DR4_103,.,-,3.35528,3.1673348,3.3287685
195,chr1,233107701,233107716,GATA3.Zf..DR4_103,.,-,3.0407007,3.3260322,3.0435414
196,chr1,233654819,233654834,GATA3.Zf..DR4_103,.,+,3.2329423,3.1604266,3.04842
197,chr1,233759818,233759833,GATA3.Zf..DR4_103,.,+,3.3705888,3.1014569,3.3004203
198,chr1,233791312,233791327,GATA3.Zf..DR4_103,.,+,3.5789452,3.233762,3.5753143
199,chr1,235253554,235253569,GATA3.Zf..DR4_103,.,-,3.0399673,3.019672,3.0194845
200,chr1,235409097,235409112,GATA3.Zf..DR4_103,.,-,3.418519,3.3366513,3.4227238
201,chr1,235684475,235684490,GATA3.Zf..DR4_103,.,+,2.787465,3.1672225,2.7811544
202,chr1,236795188,236795203,GATA3.Zf..DR4_103,.,+,5.221251,4.534615,5.174342
203,chr1,237470844,237470859,GATA3.Zf..DR4_103,.,+,3.3219972,3.1876464,3.3174217
204,chr1,237470866,237470881,GATA3.Zf..DR4_103,.,+,3.3261209,3.1927164,3.3469148
205,chr1,239213191,239213206,GATA3.Zf..DR4_103,.,+,3.687296,3.119967,3.435012
206,chr1,243902579,243902594,GATA3.Zf..DR4_103,.,-,3.2253256,3.071813,3.238557
207,chr1,243902598,243902613,GATA3.Zf..DR4_103,.,-,3.2319021,3.2864113,3.2158713
208,chr1,243902602,243902617,GATA3.Zf..DR4_103,.,-,3.2337632,3.153531,3.2456994
209,chr1,243902606,243902621,GATA3.Zf..DR4_103,.,-,3.2354262,3.077046,3.246858
210,chr1,243902610,243902625,GATA3.Zf..DR4_103,.,-,3.2356775,3.0710075,3.2611256
211,chr1,243902614,243902629,GATA3.Zf..DR4_103,.,-,3.2364326,3.1063187,3.264883
212,chr1,243902618,243902633,GATA3.Zf..DR4_103,.,-,3.2385514,3.158753,3.2478893
213,chr1,243902622,243902637,GATA3.Zf..DR4_103,.,-,3.2400649,3.0933902,3.2460015
214,chr1,243902626,243902641,GATA3.Zf..DR4_103,.,-,3.240116,3.0158615,3.2411332
215,chr1,243902630,243902645,GATA3.Zf..DR4_103,.,-,3.241382,3.1170075,3.2469478
216,chr1,246775714,246775729,GATA3.Zf..DR4_103,.,-,3.7800071,3.4839725,3.7902977
217,chr2,285612,285627,GATA3.Zf..DR4_103,.,+,3.3142774,3.4087195,3.2253418
218,chr2,1545024,1545039,GATA3.Zf..DR4_103,.,-,3.6167696,3.1819415,3.6297684
219,chr2,1545028,1545043,GATA3.Zf..DR4_103,.,-,3.6166964,3.2275918,3.6202812
220,chr2,1545032,1545047,GATA3.Zf..DR4_103,.,-,3.6163452,3.135956,3.616284
221,chr2,1545036,1545051,GATA3.Zf..DR4_103,.,-,3.6138637,3.152183,3.625443
222,chr2,1545142,1545157,GATA3.Zf..DR4_103,.,-,3.5847263,3.1668937,3.5366893
223,chr2,1545160,1545175,GATA3.Zf..DR4_103,.,-,3.5762093,3.2597973,3.5723891
224,chr2,1545164,1545179,GATA3.Zf..DR4_103,.,-,3.5725582,3.2017512,3.552428
225,chr2,1545183,1545198,GATA3.Zf..DR4_103,.,-,3.5643368,3.2132773,3.5665538
226,chr2,6946929,6946944,GATA3.Zf..DR4_103,.,+,3.002628,3.077,2.9632258
227,chr2,7685583,7685598,GATA3.Zf..DR4_103,.,-,3.3369942,3.2050076,3.3480487
228,chr2,9327969,9327984,GATA3.Zf..DR4_103,.,+,3.5146775,3.3856347,3.5676754
229,chr2,9791208,9791223,GATA3.Zf..DR4_103,.,-,3.0086908,3.1683269,3.004725
230,chr2,10418057,10418072,GATA3.Zf..DR4_103,.,+,2.984065,3.3256164,3.0011327
231,chr2,10418061,10418076,GATA3.Zf..DR4_103,.,+,2.9846895,3.2019165,3.0145974
232,chr2,10418065,10418080,GATA3.Zf..DR4_103,.,+,2.9843152,3.2825127,3.012309
233,chr2,10418069,10418084,GATA3.Zf..DR4_103,.,+,2.9835835,3.249817,2.9980745
234,chr2,10592521,10592536,GATA3.Zf..DR4_103,.,-,3.1228013,3.3886962,3.0855823
235,chr2,10844061,10844076,GATA3.Zf..DR4_103,.,+,3.8071976,3.5963035,3.7909398
236,chr2,11203356,11203371,GATA3.Zf..DR4_103,.,+,3.0597453,3.3484921,3.045088
237,chr2,11779230,11779245,GATA3.Zf..DR4_103,.,-,3.88679,3.5424104,3.899469
238,chr2,16737226,16737241,GATA3.Zf..DR4_103,.,+,3.404876,3.212885,3.422191
239,chr2,16737495,16737510,GATA3.Zf..DR4_103,.,+,3.3490667,3.1671317,3.3646557
240,chr2,16757205,16757220,GATA3.Zf..DR4_103,.,-,3.7361295,3.4044023,3.7294471
241,chr2,18123467,18123482,GATA3.Zf..DR4_103,.,+,3.302211,3.1818047,3.1169155
242,chr2,21640001,21640016,GATA3.Zf..DR4_103,.,-,3.6171644,3.239017,3.5830026
243,chr2,23135787,23135802,GATA3.Zf..DR4_103,.,+,3.3738596,3.2565484,3.358792
244,chr2,33475990,33476005,GATA3.Zf..DR4_103,.,+,3.9236224,3.3702729,3.819376
245,chr2,36967861,36967876,GATA3.Zf..DR4_103,.,-,3.6995096,3.929261,3.7125897
246,chr2,38720672,38720687,GATA3.Zf..DR4_103,.,+,3.391758,3.2041035,3.3689933
247,chr2,43609624,43609639,GATA3.Zf..DR4_103,.,+,3.44795,3.1973398,3.453776
248,chr2,48344263,48344278,GATA3.Zf..DR4_103,.,-,3.2134473,3.112907,3.1559327
249,chr2,48421052,48421067,GATA3.Zf..DR4_103,.,+,4.3404346,3.8935776,4.343948
250,chr2,53314896,53314911,GATA3.Zf..DR4_103,.,+,3.3015,3.0441241,3.1522586
251,chr2,61771158,61771173,GATA3.Zf..DR4_103,.,+,2.9555397,3.1369903,2.9552684
252,chr2,72757359,72757374,GATA3.Zf..DR4_103,.,-,3.0644822,3.106563,3.0618832
253,chr2,75493527,75493542,GATA3.Zf..DR4_103,.,-,3.1583724,3.5903199,3.1368499
254,chr2,79859221,79859236,GATA3.Zf..DR4_103,.,-,3.137606,3.0528135,3.0150123
255,chr2,81598908,81598923,GATA3.Zf..DR4_103,.,-,3.1094825,3.2414653,3.1059082
256,chr2,85132796,85132811,GATA3.Zf..DR4_103,.,-,3.7894535,4.764928,3.809211
257,chr2,86703652,86703667,GATA3.Zf..DR4_103,.,-,3.5552015,3.2319953,3.5595315
258,chr2,98050367,98050382,GATA3.Zf..DR4_103,.,-,3.2519085,3.0368164,3.1295106
259,chr2,98909435,98909450,GATA3.Zf..DR4_103,.,+,3.7289808,3.268001,3.5614758
260,chr2,99158192,99158207,GATA3.Zf..DR4_103,.,-,3.3749197,3.3338635,3.3862376
261,chr2,99179061,99179076,GATA3.Zf..DR4_103,.,-,3.429972,3.4160614,3.4515717
262,chr2,100718341,100718356,GATA3.Zf..DR4_103,.,+,3.1231978,3.051822,2.9621224
263,chr2,102784119,102784134,GATA3.Zf..DR4_103,.,-,3.4994738,3.2250335,3.4431942
264,chr2,105005951,105005966,GATA3.Zf..DR4_103,.,+,3.1804285,3.1673648,3.1979086
265,chr2,106195170,106195185,GATA3.Zf..DR4_103,.,+,3.5922763,4.343276,3.650729
266,chr2,106542859,106542874,GATA3.Zf..DR4_103,.,-,3.5606506,3.4517257,3.5513835
267,chr2,108220193,108220208,GATA3.Zf..DR4_103,.,+,3.4153903,3.2601948,3.2890372
268,chr2,110219688,110219703,GATA3.Zf..DR4_103,.,+,3.0739625,3.2123294,2.926972
269,chr2,112254885,112254900,GATA3.Zf..DR4_103,.,+,4.446931,4.2882166,4.4754357
270,chr2,113204312,113204327,GATA3.Zf..DR4_103,.,+,2.7075126,3.3453317,2.7041068
271,chr2,118123935,118123950,GATA3.Zf..DR4_103,.,-,3.2272012,3.2310634,3.2360625
272,chr2,121648914,121648929,GATA3.Zf..DR4_103,.,-,3.8670921,4.4909353,3.8621337
273,chr2,127306240,127306255,GATA3.Zf..DR4_103,.,-,3.1802878,3.0864978,3.1732118
274,chr2,135803455,135803470,GATA3.Zf..DR4_103,.,-,3.0885746,3.3073082,3.074745
275,chr2,135904784,135904799,GATA3.Zf..DR4_103,.,-,3.0447087,3.0873609,3.0518262
276,chr2,141517988,141518003,GATA3.Zf..DR4_103,.,+,3.1054325,3.110946,3.032788
