seqnames,start,end,width,strand,score,regulon_tf,count
chr1,10398288,10398298,10,-,9.26782869839405,GATA6,0.029579341
chr1,10433607,10433617,10,+,9.35168349292012,GATA6,0.0322247
chr1,10507883,10507893,10,-,9.27832137929861,GATA6,0.030795215
chr1,10653030,10653040,10,+,8.83827606211687,GATA6,0.017021053
chr1,11152659,11152669,10,-,9.59527878678883,GATA6,0.051988184
chr1,11220131,11220141,10,-,8.98808697076877,GATA6,0.022674901
chr1,11272636,11272646,10,-,8.91472485714725,GATA6,0.020733373
chr1,11274013,11274023,10,+,9.04508628564702,GATA6,0.034012895
chr1,11394726,11394736,10,+,9.41096640654485,GATA6,0.021230849
chr1,11663425,11663435,10,-,8.71096299675114,GATA6,0.021364741
chr1,11746363,11746373,10,-,9.35168349292012,GATA6,0.024126748
chr1,12496633,12496643,10,+,8.98808697076877,GATA6,0.06801455
chr1,12517191,12517201,10,+,8.94419809040273,GATA6,0.037463132
chr1,12529578,12529588,10,+,9.27961936607297,GATA6,0.034585014
chr1,12531209,12531219,10,+,9.66864090041034,GATA6,0.039685305
chr1,12531227,12531237,10,+,9.41096640654485,GATA6,0.047210686
chr1,12531246,12531256,10,+,9.33760429292334,GATA6,0.041423496
chr1,13770107,13770117,10,-,8.9042321762427,GATA6,0.056545366
chr1,14236024,14236034,10,+,8.77691911087697,GATA6,0.017818568
chr1,14279637,14279647,10,-,9.09400899905463,GATA6,0.0553792
chr1,14929594,14929604,10,-,8.84451006229827,GATA6,0.0385402
chr1,15549218,15549228,10,-,9.35168349292012,GATA6,0.038039383
chr1,16120994,16121004,10,+,8.71096299675114,GATA6,0.014768337
chr1,16173353,16173363,10,-,9.1957645715469,GATA6,0.020569127
chr1,16337377,16337387,10,+,9.1957645715469,GATA6,0.030241815
chr1,16892939,16892949,10,+,9.20187258426822,GATA6,0.02293664
chr1,17059907,17059917,10,+,8.77691911087697,GATA6,0.021742636
chr1,17597240,17597250,10,-,9.32711161201878,GATA6,0.027404808
chr1,18464312,18464322,10,+,9.01015420452856,GATA6,0.0392352
chr1,18531153,18531163,10,+,9.27961936607297,GATA6,0.021188244
chr1,18641190,18641200,10,-,9.20625725245145,GATA6,0.021222234
chr1,19505038,19505048,10,+,9.58478610588427,GATA6,0.028112622
chr1,19975226,19975236,10,-,9.09400899905463,GATA6,0.039403096
chr1,19982094,19982104,10,-,9.66864090041034,GATA6,0.032585047
chr1,20388853,20388863,10,+,8.86077390540304,GATA6,0.044327382
chr1,20666766,20666776,10,+,8.78337781667537,GATA6,0.008251514
chr1,21252233,21252243,10,-,9.58478610588427,GATA6,0.035558857
chr1,21324769,21324779,10,-,8.7865251354479,GATA6,0.023337867
chr1,21368445,21368455,10,-,9.02064688543312,GATA6,0.01879766
chr1,21634440,21634450,10,-,9.27961936607297,GATA6,0.01881239
chr1,21638622,21638632,10,+,8.7865251354479,GATA6,0.021958949
chr1,22026013,22026023,10,+,8.91787217591979,GATA6,0.018279728
chr1,22075937,22075947,10,+,9.26782869839405,GATA6,0.02594331
chr1,23083853,23083863,10,-,9.02064688543312,GATA6,0.037971996
chr1,23528577,23528587,10,+,9.33760429292334,GATA6,0.017243603
chr1,23540034,23540044,10,+,9.27832137929861,GATA6,0.028205387
chr1,23576492,23576502,10,-,9.41096640654485,GATA6,0.0313081
chr1,23772486,23772496,10,+,9.41096640654485,GATA6,0.0071532805
chr1,24019031,24019041,10,-,9.51882999175844,GATA6,0.04726817
chr1,24129274,24129284,10,+,9.58478610588427,GATA6,0.017695762
chr1,24161305,24161315,10,+,8.91787217591979,GATA6,0.03533596
chr1,24779968,24779978,10,+,8.94419809040273,GATA6,0.012771812
chr1,24932600,24932610,10,-,8.9042321762427,GATA6,0.027114106
chr1,25590471,25590481,10,-,9.27961936607297,GATA6,0.02381671
chr1,25610788,25610798,10,+,9.03459360474247,GATA6,0.02414303
chr1,25782954,25782964,10,+,8.71316302182639,GATA6,0.0023086262
chr1,26097997,26098007,10,+,9.02064688543312,GATA6,0.020266611
chr1,26408926,26408936,10,-,9.46393174631694,GATA6,0.030269789
chr1,26620775,26620785,10,-,9.27961936607297,GATA6,0.006049551
chr1,26702720,26702730,10,-,9.46393174631694,GATA6,0.032007713
chr1,26719185,26719195,10,+,9.53729385993846,GATA6,0.027777918
chr1,27141865,27141875,10,-,9.46393174631694,GATA6,0.024291629
chr1,27144707,27144717,10,-,9.66864090041034,GATA6,0.038336013
chr1,27148224,27148234,10,-,9.41096640654485,GATA6,0.019998517
chr1,27542764,27542774,10,-,9.27832137929861,GATA6,0.015339983
chr1,27789748,27789758,10,-,9.45343906541239,GATA6,0.040048487
chr1,27965410,27965420,10,-,9.27961936607297,GATA6,0.061934657
chr1,27991387,27991397,10,-,8.98808697076877,GATA6,0.04859862
chr1,28086626,28086636,10,+,9.26782869839405,GATA6,0.008972725
chr1,28417721,28417731,10,-,9.66864090041034,GATA6,0.020414175
chr1,28885082,28885092,10,+,8.83827606211687,GATA6,0.03970432
chr1,29083878,29083888,10,+,8.83827606211687,GATA6,0.0078055877
chr1,29683050,29683060,10,-,9.33760429292334,GATA6,0.035717376
chr1,30731380,30731390,10,-,9.35168349292012,GATA6,0.015494997
chr1,31258669,31258679,10,-,9.45343906541239,GATA6,0.034649875
chr1,31444937,31444947,10,-,8.77288513577081,GATA6,0.017256336
chr1,31549146,31549156,10,+,9.53729385993846,GATA6,0.023905415
chr1,31605228,31605238,10,+,8.7865251354479,GATA6,0.013985506
chr1,31769382,31769392,10,-,9.33760429292334,GATA6,0.014997615
chr1,31770286,31770296,10,-,9.41096640654485,GATA6,0.048663825
chr1,31912316,31912326,10,-,8.9042321762427,GATA6,0.073996976
chr1,32475279,32475289,10,-,9.46393174631694,GATA6,0.02534391
chr1,32600269,32600279,10,-,9.20625725245145,GATA6,0.06684935
chr1,32761796,32761806,10,-,8.98808697076877,GATA6,0.03194309
chr1,32934191,32934201,10,-,9.53729385993846,GATA6,0.08517926
chr1,32939948,32939958,10,-,8.83827606211687,GATA6,0.0025882341
chr1,32989326,32989336,10,-,8.83401738139372,GATA6,0.016067328
chr1,33025473,33025483,10,+,9.41096640654485,GATA6,0.036346994
chr1,33127555,33127565,10,+,9.27961936607297,GATA6,0.014732992
chr1,33133940,33133950,10,+,9.01015420452856,GATA6,0.037784316
chr1,33392438,33392448,10,+,9.59527878678883,GATA6,0.05068908
chr1,33742014,33742024,10,-,9.09400899905463,GATA6,0.074665874
chr1,33974743,33974753,10,-,9.32711161201878,GATA6,0.023812778
chr1,35634274,35634284,10,-,9.27961936607297,GATA6,0.042861775
chr1,36172719,36172729,10,+,9.41096640654485,GATA6,0.020040132
chr1,36217307,36217317,10,-,8.78741179178153,GATA6,0.030218858
chr1,36224563,36224573,10,+,9.35168349292012,GATA6,0.010939811
chr1,36564500,36564510,10,-,9.03459360474247,GATA6,0.02029571
chr1,36579595,36579605,10,-,9.26782869839405,GATA6,0.029196758
chr1,37690779,37690789,10,+,9.20187258426822,GATA6,0.029602861
chr1,37999670,37999680,10,+,8.96863749061663,GATA6,0.014859674
chr1,38142744,38142754,10,+,8.9042321762427,GATA6,0.037951954
chr1,38309054,38309064,10,+,9.53729385993846,GATA6,0.0248529
chr1,38773150,38773160,10,+,9.41096640654485,GATA6,0.05378865
chr1,38860482,38860492,10,+,9.27832137929861,GATA6,0.02305108
chr1,38950987,38950997,10,-,8.85673993029688,GATA6,0.028606692
chr1,39089825,39089835,10,+,8.86077390540304,GATA6,0.05155397
chr1,39168099,39168109,10,-,8.85673993029688,GATA6,0.057032034
chr1,39179112,39179122,10,+,9.26782869839405,GATA6,0.022250772
chr1,39201318,39201328,10,+,9.53729385993846,GATA6,0.019334024
chr1,39214186,39214196,10,+,9.33760429292334,GATA6,0.0039861025
chr1,39219505,39219515,10,+,9.20625725245145,GATA6,0.03437482
chr1,39252903,39252913,10,+,9.27961936607297,GATA6,0.014953034
chr1,39276454,39276464,10,+,9.35168349292012,GATA6,0.03780161
chr1,39276532,39276542,10,+,9.1957645715469,GATA6,0.017277692
chr1,39276380,39276390,10,-,9.26782869839405,GATA6,0.061408848
chr1,39276418,39276428,10,-,9.35168349292012,GATA6,0.05624415
chr1,39339972,39339982,10,+,8.91787217591979,GATA6,0.04299956
chr1,39539551,39539561,10,-,9.04508628564702,GATA6,0.024078203
chr1,39730912,39730922,10,-,8.9042321762427,GATA6,0.025533749
chr1,39827321,39827331,10,-,8.77288513577081,GATA6,0.032667007
chr1,39827326,39827336,10,-,9.26782869839405,GATA6,0.038269736
chr1,39830260,39830270,10,+,9.20187258426822,GATA6,0.04234776
chr1,40059594,40059604,10,-,9.66864090041034,GATA6,0.04321192
chr1,40142282,40142292,10,-,9.27961936607297,GATA6,0.060062353
chr1,40167653,40167663,10,+,9.03459360474247,GATA6,0.019234005
chr1,40774632,40774642,10,+,9.46393174631694,GATA6,0.007608525
chr1,40774483,40774493,10,-,8.83827606211687,GATA6,0.025318788
chr1,41004427,41004437,10,+,8.78337781667537,GATA6,0.009090103
chr1,41050961,41050971,10,-,9.53729385993846,GATA6,0.023772594
chr1,41072496,41072506,10,-,9.46393174631694,GATA6,0.015803693
chr1,41109788,41109798,10,+,8.91472485714725,GATA6,0.017913137
chr1,41118858,41118868,10,-,8.91787217591979,GATA6,0.04033041
chr1,41151229,41151239,10,-,9.35168349292012,GATA6,0.04572846
chr1,41201198,41201208,10,+,9.35168349292012,GATA6,0.016422762
chr1,41200901,41200911,10,-,9.66864090041034,GATA6,0.049428336
chr1,41215556,41215566,10,+,9.59527878678883,GATA6,0.019654075
chr1,41238048,41238058,10,-,9.41096640654485,GATA6,0.009273633
chr1,41268526,41268536,10,+,9.1957645715469,GATA6,0.012172937
chr1,41475971,41475981,10,+,9.27832137929861,GATA6,0.015472747
chr1,41514572,41514582,10,+,9.58478610588427,GATA6,0.038095385
chr1,41823446,41823456,10,-,9.59527878678883,GATA6,0.037086897
chr1,41916936,41916946,10,-,8.83401738139372,GATA6,0.028496256
chr1,42152118,42152128,10,-,9.45343906541239,GATA6,0.043511603
chr1,42177889,42177899,10,-,8.91472485714725,GATA6,0.021295687
chr1,42264155,42264165,10,-,9.35168349292012,GATA6,0.027078895
chr1,42429090,42429100,10,-,9.11844839926854,GATA6,0.019353794
chr1,42835568,42835578,10,+,9.32711161201878,GATA6,0.026275808
chr1,42965531,42965541,10,+,9.02064688543312,GATA6,0.07376525
chr1,42996719,42996729,10,-,9.41096640654485,GATA6,0.06879477
chr1,43074009,43074019,10,+,9.26115549789295,GATA6,0.0033798045
chr1,43370750,43370760,10,+,8.84451006229827,GATA6,0.037246265
chr1,43464841,43464851,10,-,9.53729385993846,GATA6,0.03732303
chr1,43548632,43548642,10,+,9.32711161201878,GATA6,0.008230859
chr1,44048447,44048457,10,-,9.27832137929861,GATA6,0.011721872
chr1,44323254,44323264,10,-,9.53729385993846,GATA6,0.021640247
chr1,44328882,44328892,10,+,8.78337781667537,GATA6,0.026209183
chr1,44424001,44424011,10,+,9.27832137929861,GATA6,0.021205615
chr1,44612331,44612341,10,-,9.11844839926854,GATA6,0.044555377
chr1,44633137,44633147,10,+,8.85673993029688,GATA6,0.019749612
chr1,45173633,45173643,10,+,8.83827606211687,GATA6,0.0059404275
chr1,45446548,45446558,10,-,9.45343906541239,GATA6,0.02918073
chr1,45590898,45590908,10,-,8.78741179178153,GATA6,0.052815445
chr1,45650047,45650057,10,-,8.85673993029688,GATA6,0.03782872
chr1,45667509,45667519,10,+,9.45343906541239,GATA6,0.031284645
chr1,45842038,45842048,10,-,9.32711161201878,GATA6,0.0322905
chr1,45844054,45844064,10,+,9.20187258426822,GATA6,0.024994921
chr1,45843679,45843689,10,-,9.03459360474247,GATA6,0.01380121
chr1,45884713,45884723,10,+,9.35168349292012,GATA6,0.02159562
chr1,45924932,45924942,10,+,8.94419809040273,GATA6,0.052775007
chr1,46053938,46053948,10,-,9.66864090041034,GATA6,0.043207414
chr1,46284956,46284966,10,-,8.9042321762427,GATA6,0.02540987
chr1,46477775,46477785,10,+,9.41096640654485,GATA6,0.010210754
chr1,46612149,46612159,10,-,9.45343906541239,GATA6,0.036196884
chr1,46617124,46617134,10,-,8.71096299675114,GATA6,0.039313667
chr1,46617449,46617459,10,+,9.46393174631694,GATA6,0.012547691
chr1,46704934,46704944,10,-,8.77288513577081,GATA6,0.032147918
chr1,46719789,46719799,10,+,9.59527878678883,GATA6,0.021280196
chr1,47013483,47013493,10,-,9.51882999175844,GATA6,0.026411196
chr1,47380916,47380926,10,-,8.83401738139372,GATA6,0.024340631
chr1,47508073,47508083,10,+,9.51882999175844,GATA6,0.027205963
chr1,47555291,47555301,10,+,8.84451006229827,GATA6,0.0101764565
chr1,47555468,47555478,10,+,8.94419809040273,GATA6,0.025527256
chr1,48043908,48043918,10,+,9.35168349292012,GATA6,0.035272267
chr1,48078581,48078591,10,+,9.27832137929861,GATA6,0.023873232
chr1,48236980,48236990,10,+,9.41096640654485,GATA6,0.034730423
chr1,48636672,48636682,10,+,9.58478610588427,GATA6,0.027830796
chr1,48836789,48836799,10,-,9.20625725245145,GATA6,0.053654753
chr1,49012486,49012496,10,-,9.26782869839405,GATA6,0.03893455
chr1,49051788,49051798,10,+,9.53729385993846,GATA6,0.040579233
chr1,49051914,49051924,10,+,8.83827606211687,GATA6,0.0064170845
chr1,49205122,49205132,10,+,9.46393174631694,GATA6,0.021585945
chr1,49246575,49246585,10,+,9.35168349292012,GATA6,0.038434263
chr1,50127127,50127137,10,-,9.20625725245145,GATA6,0.06823382
chr1,50434087,50434097,10,+,9.03459360474247,GATA6,0.032205924
chr1,50463031,50463041,10,-,8.98808697076877,GATA6,0.04268604
chr1,50633588,50633598,10,+,8.7865251354479,GATA6,0.03185978
chr1,50959195,50959205,10,+,9.66864090041034,GATA6,0.025187388
chr1,51284668,51284678,10,-,9.27961936607297,GATA6,0.04827473
chr1,51568504,51568514,10,+,9.33760429292334,GATA6,0.040322937
chr1,51795280,51795290,10,+,9.11844839926854,GATA6,0.01732127
chr1,51841233,51841243,10,+,9.59527878678883,GATA6,0.053627066
chr1,51987383,51987393,10,+,8.86077390540304,GATA6,0.043173548
chr1,52207038,52207048,10,+,8.7865251354479,GATA6,0.032281213
chr1,52509438,52509448,10,-,9.32711161201878,GATA6,0.06666891
chr1,52662965,52662975,10,+,9.20625725245145,GATA6,0.015128737
chr1,52881205,52881215,10,-,9.1957645715469,GATA6,0.025372691
chr1,52940581,52940591,10,+,9.66864090041034,GATA6,0.05592959
chr1,53032616,53032626,10,-,9.46393174631694,GATA6,0.040926404
chr1,53053169,53053179,10,-,9.38748295128656,GATA6,0.02470657
chr1,53325036,53325046,10,-,9.20625725245145,GATA6,0.042835366
chr1,53530118,53530128,10,+,9.26115549789295,GATA6,0.058865953
chr1,54029201,54029211,10,-,9.45343906541239,GATA6,0.052316062
chr1,54077592,54077602,10,+,9.1957645715469,GATA6,0.038173772
chr1,54214838,54214848,10,-,9.46393174631694,GATA6,0.05681061
chr1,54215303,54215313,10,+,9.41096640654485,GATA6,0.018049901
chr1,54229570,54229580,10,-,9.46393174631694,GATA6,0.03130537
chr1,54298490,54298500,10,+,8.98808697076877,GATA6,0.044321846
chr1,54300121,54300131,10,-,9.02064688543312,GATA6,0.036741342
chr1,54371984,54371994,10,-,9.41096640654485,GATA6,0.015327391
chr1,54385779,54385789,10,-,9.41096640654485,GATA6,0.01074137
chr1,54406826,54406836,10,+,9.33760429292334,GATA6,0.01160562
chr1,54406875,54406885,10,+,9.12980845742107,GATA6,0.035835125
chr1,54409556,54409566,10,-,9.20625725245145,GATA6,0.03404733
chr1,54409589,54409599,10,-,8.77691911087697,GATA6,0.036880173
chr1,54854483,54854493,10,+,9.41096640654485,GATA6,0.024835398
chr1,55107213,55107223,10,-,8.77288513577081,GATA6,0.044875026
chr1,55338461,55338471,10,+,8.83401738139372,GATA6,0.018326996
chr1,55429347,55429357,10,+,8.78741179178153,GATA6,0.03302044
chr1,55639270,55639280,10,+,9.66864090041034,GATA6,0.04026439
chr1,55639117,55639127,10,-,8.91472485714725,GATA6,0.03145873
chr1,55694502,55694512,10,+,8.9042321762427,GATA6,0.04152121
chr1,55747438,55747448,10,-,9.09400899905463,GATA6,0.030914731
chr1,55877564,55877574,10,-,8.78337781667537,GATA6,-0.0056989808
chr1,55889641,55889651,10,+,8.85673993029688,GATA6,0.028750801
chr1,56029852,56029862,10,+,9.26782869839405,GATA6,0.053953204
chr1,56029857,56029867,10,+,8.77288513577081,GATA6,0.0539609
chr1,56040942,56040952,10,+,8.9042321762427,GATA6,0.019022364
chr1,56146350,56146360,10,+,8.91787217591979,GATA6,0.0084399395
chr1,56372829,56372839,10,+,8.78337781667537,GATA6,0.012661498
chr1,56398072,56398082,10,+,9.35168349292012,GATA6,0.0422276
chr1,56398132,56398142,10,+,9.11844839926854,GATA6,0.039067037
chr1,56713259,56713269,10,-,8.83827606211687,GATA6,0.03932557
chr1,56744626,56744636,10,+,8.7865251354479,GATA6,0.01619325
chr1,56787670,56787680,10,-,9.41096640654485,GATA6,0.033387713
chr1,57044557,57044567,10,+,9.27961936607297,GATA6,0.021909138
chr1,57091721,57091731,10,+,8.91787217591979,GATA6,0.044750787
chr1,58033373,58033383,10,-,8.83401738139372,GATA6,0.06568017
chr1,58854625,58854635,10,-,8.9042321762427,GATA6,0.05782194
chr1,58858587,58858597,10,+,8.76806126726789,GATA6,0.062399976
chr1,58910335,58910345,10,-,8.86077390540304,GATA6,0.04233961
chr1,59025840,59025850,10,+,8.78337781667537,GATA6,0.014668346
chr1,59052284,59052294,10,-,8.83401738139372,GATA6,0.050220985
chr1,59242711,59242721,10,-,9.51882999175844,GATA6,0.025630265
chr1,59452182,59452192,10,+,9.53729385993846,GATA6,0.030497849
chr1,59892398,59892408,10,+,9.02064688543312,GATA6,0.054596037
chr1,59921572,59921582,10,+,8.94419809040273,GATA6,0.028372642
chr1,59921880,59921890,10,+,9.53729385993846,GATA6,0.022530608
chr1,60075710,60075720,10,+,9.11844839926854,GATA6,0.021473462
chr1,60589739,60589749,10,+,9.46393174631694,GATA6,0.008730627
chr1,61012360,61012370,10,+,9.41096640654485,GATA6,0.023742363
chr1,61114692,61114702,10,+,9.35168349292012,GATA6,0.027555699
chr1,61496813,61496823,10,+,9.11844839926854,GATA6,0.02822858
chr1,61569054,61569064,10,-,9.66864090041034,GATA6,0.046730246
chr1,61709155,61709165,10,+,9.1957645715469,GATA6,0.019216277
chr1,61744025,61744035,10,+,8.83827606211687,GATA6,0.027876811
chr1,61743922,61743932,10,-,8.84451006229827,GATA6,0.015568804
chr1,61874799,61874809,10,-,9.59527878678883,GATA6,0.04921707
chr1,62342165,62342175,10,+,9.01015420452856,GATA6,0.03360356
chr1,62386937,62386947,10,-,9.35168349292012,GATA6,0.010498674
chr1,62707567,62707577,10,-,9.27961936607297,GATA6,0.033728074
chr1,62760539,62760549,10,+,8.73041247690328,GATA6,0.057855904
chr1,63155952,63155962,10,+,9.45343906541239,GATA6,0.022641517
chr1,63190243,63190253,10,+,8.98808697076877,GATA6,0.02756084
chr1,63264138,63264148,10,+,9.51882999175844,GATA6,0.019053679
chr1,63362101,63362111,10,-,8.98808697076877,GATA6,0.029676404
chr1,63376274,63376284,10,-,8.86077390540304,GATA6,0.052695215
chr1,63403428,63403438,10,-,9.02064688543312,GATA6,0.038315542
chr1,63788096,63788106,10,+,9.32711161201878,GATA6,0.027177379
chr1,63788857,63788867,10,+,9.33760429292334,GATA6,0.02472143
chr1,63864133,63864143,10,-,9.53729385993846,GATA6,0.021940736
chr1,63920567,63920577,10,+,9.27832137929861,GATA6,0.034467705
chr1,63928570,63928580,10,-,8.78337781667537,GATA6,0.01804159
chr1,63966113,63966123,10,+,9.35168349292012,GATA6,0.025315251
chr1,63980980,63980990,10,-,9.66864090041034,GATA6,0.024517687
chr1,64006992,64007002,10,+,8.7865251354479,GATA6,0.030078944
chr1,64172206,64172216,10,+,8.91472485714725,GATA6,0.051806055
chr1,64453844,64453854,10,-,9.35168349292012,GATA6,0.008727117
chr1,64474660,64474670,10,-,9.46393174631694,GATA6,0.060650114
chr1,65469453,65469463,10,-,9.26115549789295,GATA6,0.028946087
chr1,65764295,65764305,10,+,9.45343906541239,GATA6,0.033906966
chr1,65921436,65921446,10,-,9.27961936607297,GATA6,0.020811038
chr1,66331831,66331841,10,+,8.83827606211687,GATA6,0.022013975
chr1,66450435,66450445,10,+,9.66864090041034,GATA6,0.03865954
chr1,66625963,66625973,10,+,8.77288513577081,GATA6,0.011622227
chr1,66684434,66684444,10,+,8.78741179178153,GATA6,0.035320677
chr1,66955041,66955051,10,+,9.66864090041034,GATA6,0.037895076
chr1,67065507,67065517,10,-,8.77288513577081,GATA6,0.013508635
chr1,67428960,67428970,10,+,9.46393174631694,GATA6,0.04736321
chr1,67449553,67449563,10,+,8.77691911087697,GATA6,0.01731149
chr1,67571766,67571776,10,+,8.73041247690328,GATA6,0.024593102
chr1,67579771,67579781,10,+,8.85673993029688,GATA6,0.016792867
chr1,67765426,67765436,10,-,9.04508628564702,GATA6,0.035406563
chr1,67771339,67771349,10,-,9.66864090041034,GATA6,0.037113514
chr1,67812380,67812390,10,-,9.41096640654485,GATA6,0.016244829
chr1,67812561,67812571,10,-,9.46393174631694,GATA6,0.042805728
chr1,67812657,67812667,10,-,9.20625725245145,GATA6,0.04192562
chr1,67880146,67880156,10,+,9.66864090041034,GATA6,0.034598906
chr1,68276574,68276584,10,+,8.84451006229827,GATA6,0.034821715
chr1,68292154,68292164,10,-,9.04508628564702,GATA6,0.03756167
chr1,68947468,68947478,10,-,9.11844839926854,GATA6,0.070630044
chr1,68955162,68955172,10,-,9.58478610588427,GATA6,0.036599442
chr1,69059416,69059426,10,+,8.78337781667537,GATA6,0.020302804
chr1,69345668,69345678,10,+,9.11844839926854,GATA6,0.020393921
chr1,69375919,69375929,10,+,8.71096299675114,GATA6,0.051003754
chr1,69708074,69708084,10,+,9.26115549789295,GATA6,0.052423406
chr1,70141140,70141150,10,-,9.04508628564702,GATA6,0.04843731
chr1,70235057,70235067,10,-,9.35168349292012,GATA6,0.0328654
chr1,70495827,70495837,10,+,9.26115549789295,GATA6,0.03530952
chr1,70496231,70496241,10,-,9.46393174631694,GATA6,0.017037928
chr1,70752160,70752170,10,+,9.53729385993846,GATA6,0.017990693
chr1,70751902,70751912,10,-,9.01015420452856,GATA6,0.025793578
chr1,71565710,71565720,10,-,9.46393174631694,GATA6,0.016007418
chr1,72000911,72000921,10,-,9.41096640654485,GATA6,0.032490753
chr1,72000964,72000974,10,-,9.11844839926854,GATA6,0.031235177
chr1,72579878,72579888,10,-,8.98808697076877,GATA6,0.03222261
chr1,74071624,74071634,10,-,9.45343906541239,GATA6,0.035455935
chr1,74432207,74432217,10,+,8.91787217591979,GATA6,0.047185447
chr1,74730308,74730318,10,+,9.46393174631694,GATA6,0.016784946
chr1,76143969,76143979,10,+,9.66864090041034,GATA6,0.05011101
chr1,76386742,76386752,10,+,8.71316302182639,GATA6,0.042231258
chr1,76430687,76430697,10,+,9.35168349292012,GATA6,0.0562948
chr1,76489005,76489015,10,+,8.84451006229827,GATA6,0.027172444
chr1,76748677,76748687,10,-,9.66864090041034,GATA6,0.027263915
chr1,76751789,76751799,10,-,9.26782869839405,GATA6,0.047456276
chr1,77669257,77669267,10,+,9.27832137929861,GATA6,0.017896721
chr1,77900762,77900772,10,+,9.35168349292012,GATA6,0.016534949
chr1,78383757,78383767,10,-,8.71316302182639,GATA6,0.01659718
chr1,78676363,78676373,10,-,9.35168349292012,GATA6,0.036768336
chr1,78885368,78885378,10,+,8.78337781667537,GATA6,0.010462599
chr1,78984171,78984181,10,+,8.85673993029688,GATA6,0.005170374
chr1,79017609,79017619,10,+,8.9042321762427,GATA6,0.011925566
chr1,79222775,79222785,10,-,9.53729385993846,GATA6,0.025597243
chr1,79896068,79896078,10,-,9.32711161201878,GATA6,0.0499706
chr1,80392104,80392114,10,+,9.35168349292012,GATA6,0.03702844
chr1,80646235,80646245,10,-,9.58478610588427,GATA6,0.0589106
chr1,81199008,81199018,10,+,8.71096299675114,GATA6,0.0775957
chr1,81306064,81306074,10,+,9.26782869839405,GATA6,0.038869765
chr1,81391145,81391155,10,+,9.32711161201878,GATA6,0.039225996
chr1,81479551,81479561,10,-,9.20625725245145,GATA6,0.031002652
chr1,81483478,81483488,10,+,9.58478610588427,GATA6,0.011963469
chr1,81483307,81483317,10,-,9.27832137929861,GATA6,0.040011454
chr1,81977859,81977869,10,+,8.83827606211687,GATA6,0.018883917
chr1,82064817,82064827,10,+,8.77691911087697,GATA6,0.019605152
chr1,82064924,82064934,10,+,9.27832137929861,GATA6,0.015004288
chr1,82484884,82484894,10,-,8.73041247690328,GATA6,0.039323553
chr1,82686949,82686959,10,+,8.77691911087697,GATA6,0.036637526
chr1,82872601,82872611,10,+,9.03459360474247,GATA6,0.02694591
chr1,83567927,83567937,10,+,9.46393174631694,GATA6,0.025463372
chr1,83810014,83810024,10,+,9.1957645715469,GATA6,0.014000783
chr1,84021198,84021208,10,+,9.66864090041034,GATA6,0.030106733
chr1,84422738,84422748,10,-,9.59527878678883,GATA6,0.0266367
chr1,84833717,84833727,10,+,9.41096640654485,GATA6,0.028072478
chr1,84843970,84843980,10,+,9.27961936607297,GATA6,0.015968345
chr1,84899986,84899996,10,-,9.20187258426822,GATA6,0.02972988
chr1,84913791,84913801,10,-,9.41096640654485,GATA6,0.05822956
