,seqnames,start,end,width,strand,score,count
97,chr1,9208966,9208983,17,+,7.22088938741374,0.012291648
98,chr1,9208966,9208983,17,-,8.76150293332674,0.012291648
99,chr1,9282135,9282152,17,+,8.59230171278685,0.003680631
100,chr1,9282135,9282152,17,-,8.16713592803773,0.003680631
101,chr1,9436481,9436498,17,+,8.64237742979658,0.009447053
102,chr1,9436481,9436498,17,-,9.02072594244054,0.009447053
103,chr1,9481437,9481454,17,+,7.99883883668084,0.006357616
104,chr1,9592355,9592372,17,+,8.38652157289174,0.0036917739
105,chr1,9592355,9592372,17,-,8.0029207029159,0.0036917739
106,chr1,9653294,9653311,17,-,7.38303692103808,0.003537332
107,chr1,9663064,9663081,17,+,7.15225098194371,0.006683359
108,chr1,9826064,9826081,17,+,11.737045620552,0.0027162293
109,chr1,9826064,9826081,17,-,11.3713499462308,0.0027162293
110,chr1,9891183,9891200,17,+,7.76390066895939,0.0028894325
111,chr1,9891183,9891200,17,-,7.53063952415483,0.0028894325
112,chr1,10388410,10388427,17,-,7.91626949815078,0.0056632455
113,chr1,10636164,10636181,17,+,11.0594331207792,0.0049091596
114,chr1,10636164,10636181,17,-,11.7202605890798,0.0049091596
115,chr1,10640612,10640629,17,+,7.33872766388862,0.006061944
116,chr1,10746129,10746146,17,+,8.88794945279988,0.0032481584
117,chr1,10746129,10746146,17,-,9.86734404487362,0.0032481584
118,chr1,10818811,10818828,17,+,10.7353404045602,0.0025243906
119,chr1,10818811,10818828,17,-,11.9111166617264,0.0025243906
120,chr1,11455899,11455916,17,+,7.57316909748426,0.008162097
121,chr1,11455899,11455916,17,-,7.94658966843046,0.008162097
122,chr1,11569827,11569844,17,+,11.6911423600055,0.0048882803
123,chr1,11569827,11569844,17,-,11.289459882889,0.0048882803
124,chr1,11680308,11680325,17,+,8.17211323125711,0.020038594
125,chr1,11680308,11680325,17,-,9.0289903625242,0.020038594
126,chr1,11909705,11909722,17,+,7.81588575261203,0.0024720712
127,chr1,12096123,12096140,17,+,10.7673764621323,0.007924203
128,chr1,12096123,12096140,17,-,11.039929262881,0.007924203
129,chr1,12189040,12189057,17,+,8.83359981990271,0.0048963977
130,chr1,12189040,12189057,17,-,9.45659690854031,0.0048963977
131,chr1,12434199,12434216,17,+,8.68544214356556,0.007648007
132,chr1,12616837,12616854,17,+,7.19312893623587,0.012526378
133,chr1,13620053,13620070,17,+,10.4207478923665,0.007834144
134,chr1,13620053,13620070,17,-,9.50012343567795,0.007834144
135,chr1,14238869,14238886,17,+,7.40384328126084,0.0054640286
136,chr1,14259242,14259259,17,+,7.90153318993599,0.0047309482
137,chr1,14259409,14259426,17,+,10.5448418067532,0.0072133956
138,chr1,14259242,14259259,17,-,8.49230541843675,0.0047309482
139,chr1,14259409,14259426,17,-,12.5348850732105,0.0072133956
140,chr1,15272810,15272827,17,+,7.15958911160803,0.005648373
141,chr1,15442332,15442349,17,+,7.50791605589663,0.0048606135
142,chr1,15442332,15442349,17,-,7.27200977981166,0.0048606135
143,chr1,15642467,15642484,17,-,7.33716238535374,0.003928334
144,chr1,15761448,15761465,17,+,8.90486677029742,0.00278214
145,chr1,15761448,15761465,17,-,8.65242368814015,0.00278214
146,chr1,15953974,15953991,17,+,9.4961249783382,0.011069932
147,chr1,15953974,15953991,17,-,7.82960744346278,0.011069932
148,chr1,16073282,16073299,17,-,7.59536805752826,0.00081064383
149,chr1,16144942,16144959,17,-,7.13913818071167,0.0048424043
150,chr1,16195263,16195280,17,+,7.18589646805477,0.012535104
151,chr1,16399078,16399095,17,+,7.45413329610812,0.009222273
152,chr1,16644901,16644918,17,+,7.81113929566173,0.0031983207
153,chr1,16644901,16644918,17,-,7.81999387545107,0.0031983207
154,chr1,16883226,16883243,17,+,7.43032267970558,0.013487933
155,chr1,16883226,16883243,17,-,7.21955837235995,0.013487933
156,chr1,16975286,16975303,17,+,7.50288215456977,0.0031389617
157,chr1,17314858,17314875,17,+,8.89129530819006,0.0073260446
158,chr1,17314858,17314875,17,-,10.8793274152536,0.0073260446
159,chr1,17664795,17664812,17,-,8.02395864080263,0.007534094
160,chr1,17892398,17892415,17,-,7.69995302744281,0.0031892434
161,chr1,18398567,18398584,17,+,7.90311172601382,0.0045036213
162,chr1,18645816,18645833,17,+,8.10016344996147,0.0061551505
163,chr1,18645816,18645833,17,-,8.92332987901287,0.0061551505
164,chr1,18945059,18945076,17,-,7.36436416048528,0.0056812754
165,chr1,19415950,19415967,17,+,7.4920101893533,0.013518417
166,chr1,19415950,19415967,17,-,7.39371575571259,0.013518417
167,chr1,19427536,19427553,17,+,8.99221126100838,0.00804144
168,chr1,19427536,19427553,17,-,7.56031598345332,0.00804144
169,chr1,19586936,19586953,17,+,9.4244088576525,0.009911211
170,chr1,19586936,19586953,17,-,8.43671631067852,0.009911211
171,chr1,19613536,19613553,17,-,7.71188510305334,0.0067839115
172,chr1,20021841,20021858,17,+,8.72711146201568,0.009797122
173,chr1,20021841,20021858,17,-,7.92797214106044,0.009797122
174,chr1,20495004,20495021,17,-,7.31841039113919,0.005364175
175,chr1,20640549,20640566,17,+,7.78701790258327,0.006224381
176,chr1,20640549,20640566,17,-,7.85802789502114,0.006224381
177,chr1,20725128,20725145,17,-,8.59245812642509,0.0017922436
178,chr1,21252774,21252791,17,+,7.34667953844619,0.0065541486
179,chr1,21252774,21252791,17,-,7.27605762716923,0.0065541486
180,chr1,21332360,21332377,17,+,8.0244848510317,0.0099034235
181,chr1,21332360,21332377,17,-,7.34126591851297,0.0099034235
182,chr1,21558315,21558332,17,-,7.59989467454813,0.005278173
183,chr1,21648854,21648871,17,+,7.39279512190797,0.00827435
184,chr1,21648854,21648871,17,-,7.29310939684487,0.00827435
185,chr1,21664103,21664120,17,+,8.03468654955502,0.0019108556
186,chr1,21664103,21664120,17,-,8.13808508709736,0.0019108556
187,chr1,21671843,21671860,17,+,7.25992799306962,0.0076915184
188,chr1,21671843,21671860,17,-,7.42593288643004,0.0076915184
189,chr1,21870178,21870195,17,+,10.6839653569461,0.0017393723
190,chr1,21870178,21870195,17,-,8.42801133607669,0.0017393723
191,chr1,21890236,21890253,17,+,8.80616097430618,0.0049843676
192,chr1,21890236,21890253,17,-,9.35091940245813,0.0049843676
193,chr1,22031841,22031858,17,+,8.77441829603764,0.009975357
194,chr1,22031841,22031858,17,-,7.79903793628696,0.009975357
195,chr1,22092453,22092470,17,+,8.13097469558397,0.006655434
196,chr1,22092453,22092470,17,-,9.93334919705007,0.006655434
197,chr1,22816523,22816540,17,-,7.93939721937596,0.0069093825
198,chr1,22825577,22825594,17,-,7.40120488972784,0.0069303215
199,chr1,22853681,22853698,17,+,9.80395856065921,0.006239649
200,chr1,22853681,22853698,17,-,9.79876054319325,0.006239649
201,chr1,22984250,22984267,17,+,8.05021806651899,0.0120297875
202,chr1,22984250,22984267,17,-,8.06295728525334,0.0120297875
203,chr1,23084987,23085004,17,+,7.94817888796698,0.006044427
204,chr1,23450137,23450154,17,-,7.50538557533961,0.008160327
205,chr1,23521626,23521643,17,+,8.61498858466064,0.009759286
206,chr1,23521626,23521643,17,-,8.59578357387775,0.009759286
207,chr1,23618538,23618555,17,+,8.48953323847448,0.004480613
208,chr1,23618538,23618555,17,-,8.20903849877197,0.004480613
209,chr1,23627322,23627339,17,+,7.19350369149277,0.007557615
210,chr1,23743823,23743840,17,+,7.28535560711613,0.0031977813
211,chr1,23954641,23954658,17,+,9.104403533968,0.0067259017
212,chr1,23954641,23954658,17,-,8.09413713611309,0.0067259017
213,chr1,23964742,23964759,17,+,8.02488608194172,0.0099737495
214,chr1,23964742,23964759,17,-,9.28113868360009,0.0099737495
215,chr1,24105346,24105363,17,+,8.56598068612993,0.0038700462
216,chr1,24105346,24105363,17,-,8.23516492073048,0.0038700462
217,chr1,24252277,24252294,17,+,7.55418988718153,0.006470015
218,chr1,24316993,24317010,17,-,7.63404441418214,0.009699067
219,chr1,24417741,24417758,17,-,8.64228553775567,0.009099786
220,chr1,25081535,25081552,17,+,10.7049208889726,0.0042389007
221,chr1,25081535,25081552,17,-,10.2895217564859,0.0042389007
222,chr1,25114638,25114655,17,+,8.87638893871475,0.004678364
223,chr1,25114638,25114655,17,-,7.44149467976014,0.004678364
224,chr1,25518032,25518049,17,-,7.61758527689011,0.0021368228
225,chr1,25562641,25562658,17,-,7.23892782030477,0.0049103177
226,chr1,25645604,25645621,17,+,9.75301050400125,0.007398284
227,chr1,25645604,25645621,17,-,9.37597612983333,0.007398284
228,chr1,25819341,25819358,17,-,7.93934271691698,0.0062547587
229,chr1,25889927,25889944,17,+,8.08406619485194,0.008471999
230,chr1,25889927,25889944,17,-,7.81298930153857,0.008471999
231,chr1,25998145,25998162,17,+,7.37806363744128,0.003564639
232,chr1,25998145,25998162,17,-,7.82412763664502,0.003564639
233,chr1,26036635,26036652,17,+,10.0489340194024,0.005367944
234,chr1,26036635,26036652,17,-,10.3598420489784,0.005367944
235,chr1,26336683,26336700,17,+,7.29319911201765,0.0057393312
236,chr1,26336683,26336700,17,-,8.34550253960205,0.0057393312
237,chr1,26337164,26337181,17,+,7.43391648132531,0.0053154742
238,chr1,26337164,26337181,17,-,7.52722635542243,0.0053154742
239,chr1,26532680,26532697,17,+,9.37820804782479,0.0032245778
240,chr1,26621037,26621054,17,+,12.9384254744871,0.0038031773
241,chr1,26621037,26621054,17,-,12.9915928925394,0.0038031773
242,chr1,26702272,26702289,17,+,7.28881380674363,0.009166859
243,chr1,26702272,26702289,17,-,7.59884767202147,0.009166859
244,chr1,26744108,26744125,17,-,8.56971926447299,0.008538649
245,chr1,26749649,26749666,17,+,8.88901600647688,0.009675592
246,chr1,26749649,26749666,17,-,10.4443082594188,0.009675592
247,chr1,26780372,26780389,17,-,8.21053966052357,0.013858643
248,chr1,26890019,26890036,17,-,7.70939212995452,0.0043197125
249,chr1,27075648,27075665,17,+,7.8203928402929,0.0035228482
250,chr1,27075648,27075665,17,-,7.36476707077437,0.0035228482
251,chr1,27152593,27152610,17,-,8.00600585475045,0.0074784663
252,chr1,27198125,27198142,17,+,8.54445193445179,0.0108220875
253,chr1,27198125,27198142,17,-,8.01911066146128,0.0108220875
254,chr1,27278198,27278215,17,+,8.32625945926205,0.011735915
255,chr1,27278198,27278215,17,-,7.51063933972634,0.011735915
256,chr1,27367098,27367115,17,+,9.24486016638883,0.004585078
257,chr1,27367098,27367115,17,-,9.40296262120512,0.004585078
258,chr1,27518574,27518591,17,+,7.69536651145871,0.009506134
259,chr1,27522410,27522427,17,+,9.15565427270122,0.005951063
260,chr1,27522410,27522427,17,-,7.83854876531874,0.005951063
261,chr1,27789674,27789691,17,+,9.27018873250013,0.009030726
262,chr1,27789674,27789691,17,-,8.30096131027664,0.009030726
263,chr1,27971827,27971844,17,+,7.68506941705993,0.010101211
264,chr1,27971827,27971844,17,-,8.53372462414688,0.010101211
265,chr1,28258830,28258847,17,+,7.33783327387623,0.0045928997
266,chr1,28352525,28352542,17,-,7.58309161261529,0.015528609
267,chr1,28580500,28580517,17,+,7.14317058797119,0.0058187097
268,chr1,28928755,28928772,17,-,7.4747826102189,0.010224717
269,chr1,29259498,29259515,17,+,8.77420960504782,0.0012787133
270,chr1,29259498,29259515,17,-,9.43595228766639,0.0012787133
271,chr1,29453542,29453559,17,+,8.19718046898676,0.005976665
272,chr1,29453542,29453559,17,-,9.19166475134749,0.005976665
273,chr1,29456293,29456310,17,+,7.6338489864319,0.008201996
274,chr1,29470163,29470180,17,+,8.28471521994134,0.0062455125
275,chr1,29470163,29470180,17,-,9.54929080585255,0.0062455125
276,chr1,30650914,30650931,17,+,8.95460400017654,0.0061472137
277,chr1,30650914,30650931,17,-,9.56442260206959,0.0061472137
278,chr1,30923326,30923343,17,+,10.4736993574989,0.0070516486
279,chr1,30923326,30923343,17,-,10.3655395193026,0.0070516486
280,chr1,31627603,31627620,17,-,7.96164116800243,0.005190789
281,chr1,31739580,31739597,17,+,7.87572943215779,0.0038077652
282,chr1,31843712,31843729,17,+,7.50486979566229,0.0077842516
283,chr1,32316784,32316801,17,-,7.57261458695933,0.007928146
284,chr1,32413968,32413985,17,+,8.11474285098373,0.010866772
285,chr1,32413968,32413985,17,-,8.23105215185816,0.010866772
286,chr1,32481844,32481861,17,+,8.31844843833315,0.005607388
287,chr1,32481844,32481861,17,-,7.58975382630487,0.005607388
288,chr1,32502098,32502115,17,+,10.4538738291871,0.009264588
289,chr1,32502114,32502131,17,+,8.69933673861805,0.0067227716
290,chr1,32502098,32502115,17,-,10.4014691070137,0.009264588
291,chr1,32667086,32667103,17,+,7.59054931891709,0.012678337
292,chr1,32741179,32741196,17,+,9.43539371411617,0.0060332147
293,chr1,32741179,32741196,17,-,9.76046384910494,0.0060332147
294,chr1,32742680,32742697,17,-,7.8743944000292,0.005146445
295,chr1,33153335,33153352,17,+,9.09944866762182,0.0065282825
296,chr1,33153335,33153352,17,-,8.77063374555845,0.0065282825
297,chr1,33300694,33300711,17,-,7.19424187742996,0.0055290256
298,chr1,33349108,33349125,17,+,8.90470407084351,0.00448996
299,chr1,33349108,33349125,17,-,8.51382154451569,0.00448996
300,chr1,33481933,33481950,17,+,8.91105684801455,0.011477202
301,chr1,33481933,33481950,17,-,10.1234424396806,0.011477202
302,chr1,33758862,33758879,17,+,7.53257309183385,0.0074557615
303,chr1,33758878,33758895,17,+,8.26266411217407,0.008329805
304,chr1,33758878,33758895,17,-,8.02038611228228,0.008329805
305,chr1,33931329,33931346,17,+,9.43534370945327,0.0061324365
306,chr1,33931329,33931346,17,-,8.60763234498845,0.0061324365
307,chr1,34781233,34781250,17,+,7.97650476227907,0.004706828
308,chr1,34781233,34781250,17,-,8.2923092605666,0.004706828
309,chr1,34788672,34788689,17,-,7.6117542798919,0.006182964
310,chr1,35553876,35553893,17,-,7.81404256014894,0.010561521
311,chr1,35901417,35901434,17,+,7.61787709229071,0.01332584
312,chr1,35929866,35929883,17,+,12.2261238834386,0.00971176
313,chr1,35929866,35929883,17,-,12.8732051705933,0.00971176
314,chr1,36200136,36200153,17,-,7.5223155427496,0.002226767
315,chr1,36240056,36240073,17,+,7.40284540534488,0.008762291
316,chr1,36305507,36305524,17,+,9.30030612356157,0.008151092
317,chr1,36305507,36305524,17,-,8.93341791972429,0.008151092
318,chr1,36328811,36328828,17,+,8.47488177363749,0.008861107
319,chr1,36328811,36328828,17,-,9.37475064512779,0.008861107
320,chr1,36359543,36359560,17,+,7.63896855218798,0.0074346084
321,chr1,36369915,36369932,17,+,8.53653225196161,0.008186211
322,chr1,36369915,36369932,17,-,8.1107243053238,0.008186211
323,chr1,37461811,37461828,17,-,7.42073000933697,0.007097014
324,chr1,37468984,37469001,17,-,9.24245961445895,0.013294013
325,chr1,37534518,37534535,17,-,7.5389728924308,0.012192191
326,chr1,37811101,37811118,17,+,11.6394694526862,0.008009764
327,chr1,37811101,37811118,17,-,11.3741456011603,0.008009764
328,chr1,38009240,38009257,17,+,7.33364210628674,0.0059988415
329,chr1,38009240,38009257,17,-,8.11041534877246,0.0059988415
330,chr1,38178406,38178423,17,+,7.74812319814764,0.012140888
331,chr1,39142396,39142413,17,+,8.54727551686897,0.0073578544
332,chr1,39142396,39142413,17,-,10.2122211448448,0.0073578544
333,chr1,39384142,39384159,17,+,7.29036334501553,0.008002728
334,chr1,39493513,39493530,17,+,8.28317367816799,0.005145874
335,chr1,39493513,39493530,17,-,7.79609805955031,0.005145874
336,chr1,39544509,39544526,17,+,9.30405723136058,0.006002483
337,chr1,39544509,39544526,17,-,8.76072963530782,0.006002483
338,chr1,39793950,39793967,17,+,7.73721149441286,0.0032727742
339,chr1,39793950,39793967,17,-,8.64729222516343,0.0032727742
340,chr1,39835218,39835235,17,+,10.4275384049308,0.015201911
341,chr1,39835218,39835235,17,-,8.14204494328132,0.015201911
342,chr1,39957537,39957554,17,+,11.7032886670043,0.0070551336
343,chr1,39957537,39957554,17,-,12.1430281362513,0.0070551336
344,chr1,40385819,40385836,17,+,10.554878627203,0.0022261152
345,chr1,40385819,40385836,17,-,10.1672983427813,0.0022261152
346,chr1,40391879,40391896,17,-,7.28231317285649,0.013856703
347,chr1,40783126,40783143,17,+,7.75295262412794,0.004854434
348,chr1,40789509,40789526,17,+,8.00752451661677,0.0052525345
349,chr1,40819361,40819378,17,+,9.96544805746497,0.0037599546
350,chr1,40819361,40819378,17,-,9.7625597458117,0.0037599546
351,chr1,40835823,40835840,17,+,8.78210331508864,0.013038312
352,chr1,40867709,40867726,17,-,7.31616757114147,0.0094172675
353,chr1,41360251,41360268,17,+,7.34921475503261,0.004129001
354,chr1,41398195,41398212,17,+,7.31116043673932,0.0051874993
355,chr1,41398195,41398212,17,-,7.47318724053732,0.0051874993
356,chr1,41466228,41466245,17,+,7.2475533631413,0.0037171177
357,chr1,41496409,41496426,17,+,7.19044635014576,0.0031563141
358,chr1,41496409,41496426,17,-,9.01603757580837,0.0031563141
359,chr1,41916272,41916289,17,+,7.17802136694683,0.007911906
360,chr1,42002543,42002560,17,+,8.09994203797273,0.008018411
361,chr1,42002543,42002560,17,-,8.92206213970829,0.008018411
362,chr1,42335367,42335384,17,-,7.31455345702678,0.0011913602
363,chr1,42423701,42423718,17,+,8.99199016320825,0.009007191
364,chr1,42423701,42423718,17,-,9.00182330491143,0.009007191
365,chr1,42737355,42737372,17,+,7.87006646994597,0.005788722
366,chr1,42737355,42737372,17,-,7.95839923426678,0.005788722
367,chr1,42822701,42822718,17,-,7.29709241946807,0.007218016
368,chr1,43031878,43031895,17,-,8.27594592203011,0.011510491
369,chr1,43241582,43241599,17,+,9.19215908901501,0.0051748874
370,chr1,43241582,43241599,17,-,10.097895440701,0.0051748874
371,chr1,43544702,43544719,17,+,8.36058399333883,0.0041884515
372,chr1,43544702,43544719,17,-,8.30652517526199,0.0041884515
373,chr1,43600568,43600585,17,+,8.15366057533409,0.003347738
374,chr1,43632185,43632202,17,+,7.33671996320667,0.010002632
375,chr1,43632185,43632202,17,-,7.60606965769169,0.010002632
376,chr1,43784120,43784137,17,+,7.8104697351257,0.008426579
377,chr1,43872527,43872544,17,+,7.8827609948348,0.0077242386
378,chr1,43872527,43872544,17,-,7.57419468677878,0.0077242386
379,chr1,43930699,43930716,17,+,8.13040788550667,0.0073220846
380,chr1,43980131,43980148,17,+,7.51513347353074,0.0076991525
381,chr1,44595454,44595471,17,-,7.28177962855082,0.0073270677
382,chr1,44612210,44612227,17,-,7.38552612907029,0.0070219133
383,chr1,44660391,44660408,17,+,8.78388930135463,0.0078887325
384,chr1,44668082,44668099,17,+,10.8500220563113,0.003423688
385,chr1,44668082,44668099,17,-,10.605034593076,0.003423688
386,chr1,44668905,44668922,17,+,8.29980269910007,0.0065799514
387,chr1,44814390,44814407,17,+,7.46276414001896,0.004904304
388,chr1,44814390,44814407,17,-,7.40783779840709,0.004904304
389,chr1,45001931,45001948,17,+,8.15422808252598,0.0039145425
390,chr1,45375546,45375563,17,-,8.0156647290671,0.0037624203
391,chr1,45619855,45619872,17,+,7.44639856179348,0.007188456
392,chr1,45864784,45864801,17,+,7.15493211455821,0.009572531
393,chr1,46039552,46039569,17,-,7.35067236228155,0.012742164
394,chr1,46128603,46128620,17,-,7.17175123891807,0.0076770214
395,chr1,46431923,46431940,17,+,7.65989442711617,0.0012426954
396,chr1,46750308,46750325,17,+,7.56536820944497,0.009043718
397,chr1,47175326,47175343,17,+,8.20484390289972,0.014136488
398,chr1,47263076,47263093,17,+,10.1758282170365,0.0035521062
399,chr1,47263076,47263093,17,-,9.07638528232579,0.0035521062
400,chr1,47267172,47267189,17,+,7.1976925554691,0.006983202
401,chr1,47267172,47267189,17,-,9.23764176101216,0.006983202
402,chr1,47548925,47548942,17,+,10.8849965991192,0.012029475
403,chr1,47548925,47548942,17,-,10.5332345587965,0.012029475
404,chr1,47780716,47780733,17,+,8.43150388696775,0.006972785
405,chr1,47894771,47894788,17,+,9.23003137788526,0.007246119
406,chr1,47894771,47894788,17,-,8.75007103883027,0.007246119
407,chr1,47906204,47906221,17,+,9.09022551454347,0.008862175
408,chr1,47906204,47906221,17,-,7.98707112339142,0.008862175
409,chr1,47963708,47963725,17,+,12.3741691601324,0.0026820865
410,chr1,47963708,47963725,17,-,13.8094497149508,0.0026820865
411,chr1,47971141,47971158,17,+,7.40738737918486,0.008121403
412,chr1,48918257,48918274,17,+,8.73160115393932,0.008135664
413,chr1,48918257,48918274,17,-,8.37172157475373,0.008135664
414,chr1,48932275,48932292,17,+,8.99663663171211,0.008183057
415,chr1,48932275,48932292,17,-,8.00451038455731,0.008183057
416,chr1,48938425,48938442,17,+,12.1911988644521,0.014512519
417,chr1,48938425,48938442,17,-,10.2411912983178,0.014512519
418,chr1,48939322,48939339,17,+,9.62042344210716,0.0077126953
419,chr1,48939322,48939339,17,-,8.56246719852141,0.0077126953
420,chr1,49584863,49584880,17,+,8.19829816679802,0.010863308
421,chr1,50139406,50139423,17,-,7.55950158743624,0.009294715
422,chr1,50705810,50705827,17,-,8.13932812131383,0.0041343505
423,chr1,50894556,50894573,17,+,7.27646554546744,0.0024064863
424,chr1,50894556,50894573,17,-,7.44934402762429,0.0024064863
425,chr1,51487766,51487783,17,+,9.91166731185903,0.009749811
426,chr1,51487766,51487783,17,-,9.7815122973278,0.009749811
427,chr1,51559927,51559944,17,+,7.44034742011005,0.009095722
428,chr1,52057084,52057101,17,+,7.76378573604266,0.0052449247
429,chr1,52057084,52057101,17,-,7.2927908406312,0.0052449247
430,chr1,52158310,52158327,17,+,7.28610463482789,0.0112471245
