seqnames,start,end,width,strand,score,regulon_tf,count
chr1,11663425,11663435,10,-,8.71096299675114,GATA6,0.032224946
chr1,11746363,11746373,10,-,9.35168349292012,GATA6,-0.00071972713
chr1,12496633,12496643,10,+,8.98808697076877,GATA6,0.2236157
chr1,12517191,12517201,10,+,8.94419809040273,GATA6,0.006594113
chr1,12529578,12529588,10,+,9.27961936607297,GATA6,0.093414664
chr1,12531209,12531219,10,+,9.66864090041034,GATA6,0.15051216
chr1,12531227,12531237,10,+,9.41096640654485,GATA6,0.2620545
chr1,12531246,12531256,10,+,9.33760429292334,GATA6,0.2323881
chr1,13770107,13770117,10,-,8.9042321762427,GATA6,-0.0171736
chr1,14236024,14236034,10,+,8.77691911087697,GATA6,0.010369318
chr1,14279637,14279647,10,-,9.09400899905463,GATA6,0.24348895
chr1,14929594,14929604,10,-,8.84451006229827,GATA6,0.0786277
chr1,15549218,15549228,10,-,9.35168349292012,GATA6,0.012002116
chr1,16120994,16121004,10,+,8.71096299675114,GATA6,0.005789343
chr1,16173353,16173363,10,-,9.1957645715469,GATA6,0.14918731
chr1,16337377,16337387,10,+,9.1957645715469,GATA6,0.22220808
chr1,16892939,16892949,10,+,9.20187258426822,GATA6,0.17610057
chr1,17059907,17059917,10,+,8.77691911087697,GATA6,-0.044569194
chr1,17597240,17597250,10,-,9.32711161201878,GATA6,0.12860563
chr1,18464312,18464322,10,+,9.01015420452856,GATA6,0.041023485
chr1,18531153,18531163,10,+,9.27961936607297,GATA6,0.16984457
chr1,18641190,18641200,10,-,9.20625725245145,GATA6,0.08837803
chr1,19505038,19505048,10,+,9.58478610588427,GATA6,0.015787855
chr1,19975226,19975236,10,-,9.09400899905463,GATA6,0.10999191
chr1,19982094,19982104,10,-,9.66864090041034,GATA6,0.16061994
chr1,20388853,20388863,10,+,8.86077390540304,GATA6,0.23553798
chr1,20666766,20666776,10,+,8.78337781667537,GATA6,-0.0110829985
chr1,21252233,21252243,10,-,9.58478610588427,GATA6,0.052078545
chr1,21324769,21324779,10,-,8.7865251354479,GATA6,0.054746784
chr1,21368445,21368455,10,-,9.02064688543312,GATA6,0.053155873
chr1,21634440,21634450,10,-,9.27961936607297,GATA6,0.118982494
chr1,21638622,21638632,10,+,8.7865251354479,GATA6,0.002019745
chr1,22026013,22026023,10,+,8.91787217591979,GATA6,0.010424407
chr1,22075937,22075947,10,+,9.26782869839405,GATA6,0.10592489
chr1,23083853,23083863,10,-,9.02064688543312,GATA6,0.07645248
chr1,23528577,23528587,10,+,9.33760429292334,GATA6,0.07753413
chr1,23540034,23540044,10,+,9.27832137929861,GATA6,0.027452992
chr1,23576492,23576502,10,-,9.41096640654485,GATA6,0.08768894
chr1,23772486,23772496,10,+,9.41096640654485,GATA6,-0.012967585
chr1,24019031,24019041,10,-,9.51882999175844,GATA6,0.074389234
chr1,24129274,24129284,10,+,9.58478610588427,GATA6,0.12110334
chr1,24161305,24161315,10,+,8.91787217591979,GATA6,0.115044534
chr1,24779968,24779978,10,+,8.94419809040273,GATA6,-0.00076952286
chr1,24932600,24932610,10,-,8.9042321762427,GATA6,-0.019745689
chr1,25590471,25590481,10,-,9.27961936607297,GATA6,0.07608996
chr1,25610788,25610798,10,+,9.03459360474247,GATA6,0.18667486
chr1,25782954,25782964,10,+,8.71316302182639,GATA6,0.026253346
chr1,26097997,26098007,10,+,9.02064688543312,GATA6,0.022353293
chr1,26408926,26408936,10,-,9.46393174631694,GATA6,-0.003895056
chr1,26620775,26620785,10,-,9.27961936607297,GATA6,-0.016018335
chr1,26702720,26702730,10,-,9.46393174631694,GATA6,-0.0072445124
chr1,26719185,26719195,10,+,9.53729385993846,GATA6,0.19517532
chr1,27141865,27141875,10,-,9.46393174631694,GATA6,0.16378005
chr1,27144707,27144717,10,-,9.66864090041034,GATA6,0.11097133
chr1,27148224,27148234,10,-,9.41096640654485,GATA6,0.015869344
chr1,27542764,27542774,10,-,9.27832137929861,GATA6,0.016662639
chr1,27789748,27789758,10,-,9.45343906541239,GATA6,0.16013318
chr1,27965410,27965420,10,-,9.27961936607297,GATA6,0.033936165
chr1,27991387,27991397,10,-,8.98808697076877,GATA6,0.22552334
chr1,28086626,28086636,10,+,9.26782869839405,GATA6,-0.0044197734
chr1,28417721,28417731,10,-,9.66864090041034,GATA6,0.018662125
chr1,28885082,28885092,10,+,8.83827606211687,GATA6,0.07354511
chr1,29083878,29083888,10,+,8.83827606211687,GATA6,0.012165084
chr1,29683050,29683060,10,-,9.33760429292334,GATA6,0.22023135
chr1,30731380,30731390,10,-,9.35168349292012,GATA6,0.069999486
chr1,31258669,31258679,10,-,9.45343906541239,GATA6,0.17879948
chr1,31444937,31444947,10,-,8.77288513577081,GATA6,0.15219621
chr1,31549146,31549156,10,+,9.53729385993846,GATA6,0.032212038
chr1,31605228,31605238,10,+,8.7865251354479,GATA6,0.020047816
chr1,31769382,31769392,10,-,9.33760429292334,GATA6,0.01202848
chr1,31770286,31770296,10,-,9.41096640654485,GATA6,0.039059483
chr1,31912316,31912326,10,-,8.9042321762427,GATA6,0.21603754
chr1,32475279,32475289,10,-,9.46393174631694,GATA6,0.12349103
chr1,32600269,32600279,10,-,9.20625725245145,GATA6,0.039162435
chr1,32761796,32761806,10,-,8.98808697076877,GATA6,0.10381639
chr1,32934191,32934201,10,-,9.53729385993846,GATA6,0.2590971
chr1,32939948,32939958,10,-,8.83827606211687,GATA6,0.0009163704
chr1,32989326,32989336,10,-,8.83401738139372,GATA6,0.008610393
chr1,33025473,33025483,10,+,9.41096640654485,GATA6,0.0018309795
chr1,33127555,33127565,10,+,9.27961936607297,GATA6,0.009717642
chr1,33133940,33133950,10,+,9.01015420452856,GATA6,0.06886772
chr1,33392438,33392448,10,+,9.59527878678883,GATA6,0.01263737
chr1,33742014,33742024,10,-,9.09400899905463,GATA6,0.20367427
chr1,33974743,33974753,10,-,9.32711161201878,GATA6,0.047868423
chr1,35634274,35634284,10,-,9.27961936607297,GATA6,0.09298544
chr1,36172719,36172729,10,+,9.41096640654485,GATA6,0.03415003
chr1,36217307,36217317,10,-,8.78741179178153,GATA6,-0.0073119164
chr1,36224563,36224573,10,+,9.35168349292012,GATA6,-0.006032246
chr1,36564500,36564510,10,-,9.03459360474247,GATA6,0.16670126
chr1,36579595,36579605,10,-,9.26782869839405,GATA6,0.0038427494
chr1,37690779,37690789,10,+,9.20187258426822,GATA6,-0.0013626236
chr1,37999670,37999680,10,+,8.96863749061663,GATA6,0.16714188
chr1,38142744,38142754,10,+,8.9042321762427,GATA6,0.16903813
chr1,38309054,38309064,10,+,9.53729385993846,GATA6,0.14845222
chr1,38773150,38773160,10,+,9.41096640654485,GATA6,0.21238051
chr1,38860482,38860492,10,+,9.27832137929861,GATA6,-0.005835932
chr1,38950987,38950997,10,-,8.85673993029688,GATA6,0.14775856
chr1,39089825,39089835,10,+,8.86077390540304,GATA6,0.19559902
chr1,39168099,39168109,10,-,8.85673993029688,GATA6,0.062003694
chr1,39179112,39179122,10,+,9.26782869839405,GATA6,0.10474237
chr1,39201318,39201328,10,+,9.53729385993846,GATA6,0.029160004
chr1,39214186,39214196,10,+,9.33760429292334,GATA6,0.045165114
chr1,39219505,39219515,10,+,9.20625725245145,GATA6,0.16361098
chr1,39252903,39252913,10,+,9.27961936607297,GATA6,0.05163768
chr1,39276454,39276464,10,+,9.35168349292012,GATA6,0.09758975
chr1,39276532,39276542,10,+,9.1957645715469,GATA6,0.07894529
chr1,39276380,39276390,10,-,9.26782869839405,GATA6,0.16110454
chr1,39276418,39276428,10,-,9.35168349292012,GATA6,0.085036054
chr1,39339972,39339982,10,+,8.91787217591979,GATA6,-0.003996292
chr1,39539551,39539561,10,-,9.04508628564702,GATA6,0.0020732768
chr1,39730912,39730922,10,-,8.9042321762427,GATA6,0.006519939
chr1,39827321,39827331,10,-,8.77288513577081,GATA6,0.26567143
chr1,39827326,39827336,10,-,9.26782869839405,GATA6,0.25763535
chr1,39830260,39830270,10,+,9.20187258426822,GATA6,0.0798677
chr1,40059594,40059604,10,-,9.66864090041034,GATA6,0.13758159
chr1,40142282,40142292,10,-,9.27961936607297,GATA6,0.23193091
chr1,40167653,40167663,10,+,9.03459360474247,GATA6,0.048782524
chr1,40774632,40774642,10,+,9.46393174631694,GATA6,0.065750234
chr1,40774483,40774493,10,-,8.83827606211687,GATA6,-0.029438952
chr1,41004427,41004437,10,+,8.78337781667537,GATA6,-0.0146524785
chr1,41050961,41050971,10,-,9.53729385993846,GATA6,0.019194035
chr1,41072496,41072506,10,-,9.46393174631694,GATA6,0.0027450947
chr1,41109788,41109798,10,+,8.91472485714725,GATA6,0.16866466
chr1,41118858,41118868,10,-,8.91787217591979,GATA6,0.13580361
chr1,41151229,41151239,10,-,9.35168349292012,GATA6,0.20878562
chr1,41201198,41201208,10,+,9.35168349292012,GATA6,0.035214085
chr1,41200901,41200911,10,-,9.66864090041034,GATA6,0.20719184
chr1,41215556,41215566,10,+,9.59527878678883,GATA6,-0.012708617
chr1,41238048,41238058,10,-,9.41096640654485,GATA6,0.047903456
chr1,41268526,41268536,10,+,9.1957645715469,GATA6,-0.0009988216
chr1,41475971,41475981,10,+,9.27832137929861,GATA6,0.1509668
chr1,41514572,41514582,10,+,9.58478610588427,GATA6,0.06087162
chr1,41823446,41823456,10,-,9.59527878678883,GATA6,0.04431418
chr1,41916936,41916946,10,-,8.83401738139372,GATA6,-0.012725574
chr1,42152118,42152128,10,-,9.45343906541239,GATA6,0.049606502
chr1,42177889,42177899,10,-,8.91472485714725,GATA6,0.11097348
chr1,42264155,42264165,10,-,9.35168349292012,GATA6,-0.0023077661
chr1,42429090,42429100,10,-,9.11844839926854,GATA6,-0.0014433735
chr1,42835568,42835578,10,+,9.32711161201878,GATA6,0.016601246
chr1,42965531,42965541,10,+,9.02064688543312,GATA6,0.15678711
chr1,42996719,42996729,10,-,9.41096640654485,GATA6,0.14347056
chr1,43074009,43074019,10,+,9.26115549789295,GATA6,-0.009868424
chr1,43370750,43370760,10,+,8.84451006229827,GATA6,-0.0016753714
chr1,43464841,43464851,10,-,9.53729385993846,GATA6,0.04207164
chr1,43548632,43548642,10,+,9.32711161201878,GATA6,-0.011118896
chr1,44048447,44048457,10,-,9.27832137929861,GATA6,0.16252194
chr1,44323254,44323264,10,-,9.53729385993846,GATA6,0.11564957
chr1,44328882,44328892,10,+,8.78337781667537,GATA6,0.08266321
chr1,44424001,44424011,10,+,9.27832137929861,GATA6,0.001961111
chr1,44612331,44612341,10,-,9.11844839926854,GATA6,0.093592525
chr1,44633137,44633147,10,+,8.85673993029688,GATA6,-0.015657488
chr1,45173633,45173643,10,+,8.83827606211687,GATA6,0.023845065
chr1,45446548,45446558,10,-,9.45343906541239,GATA6,-0.010995584
chr1,45590898,45590908,10,-,8.78741179178153,GATA6,0.10882814
chr1,45650047,45650057,10,-,8.85673993029688,GATA6,0.026127987
chr1,45667509,45667519,10,+,9.45343906541239,GATA6,0.028065166
chr1,45842038,45842048,10,-,9.32711161201878,GATA6,0.00012979878
chr1,45844054,45844064,10,+,9.20187258426822,GATA6,-0.004312574
chr1,45843679,45843689,10,-,9.03459360474247,GATA6,0.10958129
chr1,45884713,45884723,10,+,9.35168349292012,GATA6,0.009249231
chr1,45924932,45924942,10,+,8.94419809040273,GATA6,0.21472928
chr1,46053938,46053948,10,-,9.66864090041034,GATA6,0.2281263
chr1,46284956,46284966,10,-,8.9042321762427,GATA6,0.044577472
chr1,46477775,46477785,10,+,9.41096640654485,GATA6,-0.024057835
chr1,46612149,46612159,10,-,9.45343906541239,GATA6,0.09941749
chr1,46617124,46617134,10,-,8.71096299675114,GATA6,-0.0005617868
chr1,46617449,46617459,10,+,9.46393174631694,GATA6,-0.0015042047
chr1,46704934,46704944,10,-,8.77288513577081,GATA6,0.017423617
chr1,46719789,46719799,10,+,9.59527878678883,GATA6,0.13991854
chr1,47013483,47013493,10,-,9.51882999175844,GATA6,0.117744364
chr1,47380916,47380926,10,-,8.83401738139372,GATA6,0.14046398
chr1,47508073,47508083,10,+,9.51882999175844,GATA6,-0.04474124
chr1,47555291,47555301,10,+,8.84451006229827,GATA6,-0.0112407785
chr1,47555468,47555478,10,+,8.94419809040273,GATA6,0.09897423
chr1,48043908,48043918,10,+,9.35168349292012,GATA6,0.054596104
chr1,48078581,48078591,10,+,9.27832137929861,GATA6,0.02589519
chr1,48236980,48236990,10,+,9.41096640654485,GATA6,0.032228626
chr1,48636672,48636682,10,+,9.58478610588427,GATA6,0.020859385
chr1,48836789,48836799,10,-,9.20625725245145,GATA6,0.2191949
chr1,49012486,49012496,10,-,9.26782869839405,GATA6,-0.002664541
chr1,49051788,49051798,10,+,9.53729385993846,GATA6,0.09428027
chr1,49051914,49051924,10,+,8.83827606211687,GATA6,0.04354276
chr1,49205122,49205132,10,+,9.46393174631694,GATA6,0.011067236
chr1,49246575,49246585,10,+,9.35168349292012,GATA6,0.17662373
chr1,50127127,50127137,10,-,9.20625725245145,GATA6,0.11467069
chr1,50434087,50434097,10,+,9.03459360474247,GATA6,0.025193416
chr1,50463031,50463041,10,-,8.98808697076877,GATA6,0.07079396
chr1,50633588,50633598,10,+,8.7865251354479,GATA6,0.10376181
chr1,50959195,50959205,10,+,9.66864090041034,GATA6,0.04583937
chr1,51284668,51284678,10,-,9.27961936607297,GATA6,0.22306603
chr1,51568504,51568514,10,+,9.33760429292334,GATA6,0.0045155943
chr1,51795280,51795290,10,+,9.11844839926854,GATA6,0.00031048458
chr1,51841233,51841243,10,+,9.59527878678883,GATA6,0.2010926
chr1,51987383,51987393,10,+,8.86077390540304,GATA6,0.22997028
chr1,52207038,52207048,10,+,8.7865251354479,GATA6,0.15446866
chr1,52509438,52509448,10,-,9.32711161201878,GATA6,0.14680454
chr1,52662965,52662975,10,+,9.20625725245145,GATA6,-0.0524344
chr1,52881205,52881215,10,-,9.1957645715469,GATA6,0.23467225
chr1,52940581,52940591,10,+,9.66864090041034,GATA6,0.18939696
chr1,53032616,53032626,10,-,9.46393174631694,GATA6,0.023647545
chr1,53053169,53053179,10,-,9.38748295128656,GATA6,0.11445327
chr1,53325036,53325046,10,-,9.20625725245145,GATA6,0.02428427
chr1,53530118,53530128,10,+,9.26115549789295,GATA6,0.053043664
chr1,54029201,54029211,10,-,9.45343906541239,GATA6,0.17167704
chr1,54077592,54077602,10,+,9.1957645715469,GATA6,0.23043516
chr1,54214838,54214848,10,-,9.46393174631694,GATA6,0.03493737
chr1,54215303,54215313,10,+,9.41096640654485,GATA6,0.12828562
chr1,54229570,54229580,10,-,9.46393174631694,GATA6,0.06663266
chr1,54298490,54298500,10,+,8.98808697076877,GATA6,0.2524911
chr1,54300121,54300131,10,-,9.02064688543312,GATA6,-0.010154503
chr1,54371984,54371994,10,-,9.41096640654485,GATA6,0.020849869
chr1,54385779,54385789,10,-,9.41096640654485,GATA6,0.1037585
chr1,54406826,54406836,10,+,9.33760429292334,GATA6,-0.016940188
chr1,54406875,54406885,10,+,9.12980845742107,GATA6,-0.0018956908
chr1,54409556,54409566,10,-,9.20625725245145,GATA6,0.07304284
chr1,54409589,54409599,10,-,8.77691911087697,GATA6,0.13268323
chr1,54854483,54854493,10,+,9.41096640654485,GATA6,0.047268257
chr1,55107213,55107223,10,-,8.77288513577081,GATA6,0.00048306116
chr1,55338461,55338471,10,+,8.83401738139372,GATA6,0.024988934
chr1,55429347,55429357,10,+,8.78741179178153,GATA6,0.05929804
chr1,55639270,55639280,10,+,9.66864090041034,GATA6,0.14785609
chr1,55639117,55639127,10,-,8.91472485714725,GATA6,0.12747242
chr1,55694502,55694512,10,+,8.9042321762427,GATA6,0.23362654
chr1,55747438,55747448,10,-,9.09400899905463,GATA6,0.012246519
chr1,55877564,55877574,10,-,8.78337781667537,GATA6,0.20984879
chr1,55889641,55889651,10,+,8.85673993029688,GATA6,0.1210158
chr1,56029852,56029862,10,+,9.26782869839405,GATA6,0.1441004
chr1,56029857,56029867,10,+,8.77288513577081,GATA6,0.18242894
chr1,56040942,56040952,10,+,8.9042321762427,GATA6,0.021547798
chr1,56146350,56146360,10,+,8.91787217591979,GATA6,-0.0064416053
chr1,56372829,56372839,10,+,8.78337781667537,GATA6,0.047577143
chr1,56398072,56398082,10,+,9.35168349292012,GATA6,0.13692918
chr1,56398132,56398142,10,+,9.11844839926854,GATA6,0.13374862
chr1,56713259,56713269,10,-,8.83827606211687,GATA6,0.03266847
chr1,56744626,56744636,10,+,8.7865251354479,GATA6,0.04000112
chr1,56787670,56787680,10,-,9.41096640654485,GATA6,0.11138715
chr1,57044557,57044567,10,+,9.27961936607297,GATA6,0.15291414
chr1,57091721,57091731,10,+,8.91787217591979,GATA6,0.16842206
chr1,58033373,58033383,10,-,8.83401738139372,GATA6,0.22757936
chr1,58854625,58854635,10,-,8.9042321762427,GATA6,0.199438
chr1,58858587,58858597,10,+,8.76806126726789,GATA6,0.1677042
chr1,58910335,58910345,10,-,8.86077390540304,GATA6,0.25620636
chr1,59025840,59025850,10,+,8.78337781667537,GATA6,-0.014471479
chr1,59052284,59052294,10,-,8.83401738139372,GATA6,0.039504252
chr1,59242711,59242721,10,-,9.51882999175844,GATA6,0.08572398
chr1,59452182,59452192,10,+,9.53729385993846,GATA6,0.115542755
chr1,59892398,59892408,10,+,9.02064688543312,GATA6,0.19574961
chr1,59921572,59921582,10,+,8.94419809040273,GATA6,0.15110478
chr1,59921880,59921890,10,+,9.53729385993846,GATA6,0.053366307
chr1,60075710,60075720,10,+,9.11844839926854,GATA6,0.024742298
chr1,60589739,60589749,10,+,9.46393174631694,GATA6,0.03435621
chr1,61012360,61012370,10,+,9.41096640654485,GATA6,0.055398077
chr1,61114692,61114702,10,+,9.35168349292012,GATA6,0.24128184
chr1,61496813,61496823,10,+,9.11844839926854,GATA6,0.20741749
chr1,61569054,61569064,10,-,9.66864090041034,GATA6,0.06589116
chr1,61709155,61709165,10,+,9.1957645715469,GATA6,0.22696105
chr1,61744025,61744035,10,+,8.83827606211687,GATA6,0.06955498
chr1,61743922,61743932,10,-,8.84451006229827,GATA6,0.16867663
chr1,61874799,61874809,10,-,9.59527878678883,GATA6,0.21834053
chr1,62342165,62342175,10,+,9.01015420452856,GATA6,0.00029013364
chr1,62386937,62386947,10,-,9.35168349292012,GATA6,0.10211618
chr1,62707567,62707577,10,-,9.27961936607297,GATA6,0.23202533
chr1,62760539,62760549,10,+,8.73041247690328,GATA6,0.18376842
chr1,63155952,63155962,10,+,9.45343906541239,GATA6,0.03941115
chr1,63190243,63190253,10,+,8.98808697076877,GATA6,0.17678094
chr1,63264138,63264148,10,+,9.51882999175844,GATA6,-0.0036520762
chr1,63362101,63362111,10,-,8.98808697076877,GATA6,0.07482882
chr1,63376274,63376284,10,-,8.86077390540304,GATA6,0.22544481
chr1,63403428,63403438,10,-,9.02064688543312,GATA6,-0.0057971803
chr1,63788096,63788106,10,+,9.32711161201878,GATA6,0.14083868
chr1,63788857,63788867,10,+,9.33760429292334,GATA6,0.012503812
chr1,63864133,63864143,10,-,9.53729385993846,GATA6,0.065038666
chr1,63920567,63920577,10,+,9.27832137929861,GATA6,0.07260162
chr1,63928570,63928580,10,-,8.78337781667537,GATA6,-0.005094041
chr1,63966113,63966123,10,+,9.35168349292012,GATA6,0.2296512
chr1,63980980,63980990,10,-,9.66864090041034,GATA6,0.01382547
chr1,64006992,64007002,10,+,8.7865251354479,GATA6,0.15169519
chr1,64172206,64172216,10,+,8.91472485714725,GATA6,0.22610597
chr1,64453844,64453854,10,-,9.35168349292012,GATA6,0.037328515
chr1,64474660,64474670,10,-,9.46393174631694,GATA6,0.116920605
chr1,65469453,65469463,10,-,9.26115549789295,GATA6,0.025436115
chr1,65764295,65764305,10,+,9.45343906541239,GATA6,0.09107162
chr1,65921436,65921446,10,-,9.27961936607297,GATA6,0.038653105
chr1,66331831,66331841,10,+,8.83827606211687,GATA6,-0.0074652797
chr1,66450435,66450445,10,+,9.66864090041034,GATA6,0.07060618
chr1,66625963,66625973,10,+,8.77288513577081,GATA6,0.043456547
chr1,66684434,66684444,10,+,8.78741179178153,GATA6,0.09588596
chr1,66955041,66955051,10,+,9.66864090041034,GATA6,0.21585727
chr1,67065507,67065517,10,-,8.77288513577081,GATA6,-0.00023324764
chr1,67428960,67428970,10,+,9.46393174631694,GATA6,0.008667596
chr1,67449553,67449563,10,+,8.77691911087697,GATA6,0.05262364
chr1,67571766,67571776,10,+,8.73041247690328,GATA6,0.028878724
chr1,67579771,67579781,10,+,8.85673993029688,GATA6,0.18308842
chr1,67765426,67765436,10,-,9.04508628564702,GATA6,0.14575824
chr1,67771339,67771349,10,-,9.66864090041034,GATA6,0.096189246
chr1,67812380,67812390,10,-,9.41096640654485,GATA6,0.08833221
chr1,67812561,67812571,10,-,9.46393174631694,GATA6,0.030642461
chr1,67812657,67812667,10,-,9.20625725245145,GATA6,0.02977207
chr1,67880146,67880156,10,+,9.66864090041034,GATA6,0.08947031
chr1,68276574,68276584,10,+,8.84451006229827,GATA6,0.1747781
chr1,68292154,68292164,10,-,9.04508628564702,GATA6,0.21617088
chr1,68947468,68947478,10,-,9.11844839926854,GATA6,0.096710116
chr1,68955162,68955172,10,-,9.58478610588427,GATA6,0.020344146
chr1,69059416,69059426,10,+,8.78337781667537,GATA6,0.10089615
chr1,69345668,69345678,10,+,9.11844839926854,GATA6,-0.0075624106
chr1,69375919,69375929,10,+,8.71096299675114,GATA6,0.18514594
chr1,69708074,69708084,10,+,9.26115549789295,GATA6,0.00280225
chr1,70141140,70141150,10,-,9.04508628564702,GATA6,0.16431582
chr1,70235057,70235067,10,-,9.35168349292012,GATA6,0.16260761
chr1,70495827,70495837,10,+,9.26115549789295,GATA6,0.04763662
chr1,70496231,70496241,10,-,9.46393174631694,GATA6,0.067869395
chr1,70752160,70752170,10,+,9.53729385993846,GATA6,0.008128928
chr1,70751902,70751912,10,-,9.01015420452856,GATA6,0.02154056
chr1,71565710,71565720,10,-,9.46393174631694,GATA6,0.03098997
chr1,72000911,72000921,10,-,9.41096640654485,GATA6,0.12374561
chr1,72000964,72000974,10,-,9.11844839926854,GATA6,0.07487648
chr1,72579878,72579888,10,-,8.98808697076877,GATA6,0.009343542
chr1,74071624,74071634,10,-,9.45343906541239,GATA6,0.109225705
chr1,74432207,74432217,10,+,8.91787217591979,GATA6,0.17502426
chr1,74730308,74730318,10,+,9.46393174631694,GATA6,0.181101
chr1,76143969,76143979,10,+,9.66864090041034,GATA6,0.020731261
chr1,76386742,76386752,10,+,8.71316302182639,GATA6,0.15912202
chr1,76430687,76430697,10,+,9.35168349292012,GATA6,0.12095974
chr1,76489005,76489015,10,+,8.84451006229827,GATA6,-0.0071399393
chr1,76748677,76748687,10,-,9.66864090041034,GATA6,0.0045283777
chr1,76751789,76751799,10,-,9.26782869839405,GATA6,0.20231086
chr1,77669257,77669267,10,+,9.27832137929861,GATA6,0.044120003
chr1,77900762,77900772,10,+,9.35168349292012,GATA6,0.15025297
chr1,78383757,78383767,10,-,8.71316302182639,GATA6,-0.00019139599
chr1,78676363,78676373,10,-,9.35168349292012,GATA6,0.059993505
chr1,78885368,78885378,10,+,8.78337781667537,GATA6,0.0149732
chr1,78984171,78984181,10,+,8.85673993029688,GATA6,0.008036208
chr1,79017609,79017619,10,+,8.9042321762427,GATA6,0.04192146
chr1,79222775,79222785,10,-,9.53729385993846,GATA6,0.01277742
chr1,79896068,79896078,10,-,9.32711161201878,GATA6,0.0078858305
chr1,80392104,80392114,10,+,9.35168349292012,GATA6,0.11884788
chr1,80646235,80646245,10,-,9.58478610588427,GATA6,0.10249612
chr1,81199008,81199018,10,+,8.71096299675114,GATA6,0.18107781
chr1,81306064,81306074,10,+,9.26782869839405,GATA6,0.08504878
chr1,81391145,81391155,10,+,9.32711161201878,GATA6,0.06439617
chr1,81479551,81479561,10,-,9.20625725245145,GATA6,0.024951776
chr1,81483478,81483488,10,+,9.58478610588427,GATA6,0.0042184386
chr1,81483307,81483317,10,-,9.27832137929861,GATA6,0.03704194
chr1,81977859,81977869,10,+,8.83827606211687,GATA6,0.011220659
chr1,82064817,82064827,10,+,8.77691911087697,GATA6,0.13050228
chr1,82064924,82064934,10,+,9.27832137929861,GATA6,0.091249734
chr1,82484884,82484894,10,-,8.73041247690328,GATA6,0.18440577
chr1,82686949,82686959,10,+,8.77691911087697,GATA6,0.15845157
chr1,82872601,82872611,10,+,9.03459360474247,GATA6,0.0847996
chr1,83567927,83567937,10,+,9.46393174631694,GATA6,0.0070928573
chr1,83810014,83810024,10,+,9.1957645715469,GATA6,0.0076345317
chr1,84021198,84021208,10,+,9.66864090041034,GATA6,0.25541344
chr1,84422738,84422748,10,-,9.59527878678883,GATA6,0.018124273
chr1,84833717,84833727,10,+,9.41096640654485,GATA6,-0.005619495
